t V gam alpha th Tc Tr thsp Tcc Trc lf gd
0.05 15.000 0.000 -5.049 -5.049 13.46 10.00 -5.049 12.78 10.00 1.000 0.000
0.15 14.997 0.000 -5.049 -5.048 13.13 10.00 -5.046 11.28 10.00 1.000 0.000
0.25 14.989 0.000 -5.047 -5.047 12.59 10.00 -5.036 9.78 10.00 1.000 -0.000
0.35 14.973 -0.001 -5.040 -5.042 11.87 10.00 -5.013 8.28 10.01 0.999 -0.000
0.45 14.948 -0.006 -5.025 -5.031 11.02 10.01 -4.972 6.78 10.03 0.998 -0.001
0.55 14.912 -0.015 -4.997 -5.012 10.04 10.03 -4.911 5.28 10.06 0.997 -0.002
0.65 14.865 -0.029 -4.953 -4.983 8.97 10.06 -4.827 3.78 10.09 0.995 -0.003
0.75 14.804 -0.050 -4.889 -4.940 7.82 10.09 -4.717 2.28 10.14 0.994 -0.004
0.85 14.731 -0.078 -4.802 -4.880 6.61 10.14 -4.579 0.78 10.20 0.992 -0.005
0.95 14.644 -0.114 -4.689 -4.803 5.42 10.19 -4.410 0.00 10.26 0.990 -0.006
1.05 14.545 -0.158 -4.546 -4.704 4.44 10.26 -4.211 0.00 10.34 0.987 -0.008
1.15 14.438 -0.211 -4.374 -4.584 3.63 10.33 -3.986 0.00 10.42 0.986 -0.009
1.25 14.323 -0.270 -4.172 -4.442 2.97 10.40 -3.739 0.00 10.50 0.984 -0.010
1.35 14.204 -0.335 -3.943 -4.278 2.43 10.48 -3.472 0.00 10.58 0.983 -0.011
1.45 14.080 -0.404 -3.689 -4.092 1.99 10.56 -3.188 0.00 10.65 0.982 -0.012
1.55 13.954 -0.476 -3.412 -3.887 1.63 10.63 -2.889 0.00 10.72 0.982 -0.013
1.65 13.826 -0.549 -3.114 -3.663 1.34 10.70 -2.576 0.00 10.79 0.982 -0.013
1.75 13.696 -0.623 -2.798 -3.421 1.09 10.77 -2.250 0.00 10.85 0.982 -0.013
