alpha V cls h
-9.00 8.500 0 -41.06
-8.00 8.500 0 -39.30
-7.00 8.500 0 -37.54
-6.00 8.500 0 -35.78
-5.00 8.500 0 -34.02
-4.00 8.500 0 -32.26
-3.00 8.500 0 -30.50
-2.00 8.500 0 -28.74
-1.00 8.500 0 -26.98
0.00 8.500 0 -25.22
1.00 8.500 0 -24.17
2.00 8.500 0 -23.11
3.00 8.500 0 -22.05
4.00 8.500 0 -21.00
5.00 8.500 0 -19.94
-10.00 9.000 0 -41.83
-9.00 9.000 0 -39.86
-8.00 9.000 0 -37.88
-7.00 9.000 0 -35.91
-6.00 9.000 0 -33.94
-5.00 9.000 0 -31.97
-4.00 9.000 0 -29.99
-3.00 9.000 0 -28.02
-2.00 9.000 0 -26.05
-1.00 9.000 0 -24.07
0.00 9.000 0 -22.10
1.00 9.000 0 -20.92
2.00 9.000 0 -19.73
3.00 9.000 0 -18.55
4.00 9.000 0 -17.36
5.00 9.000 0 -16.18
-10.00 9.500 0 -40.78
-9.00 9.500 0 -38.58
-8.00 9.500 0 -36.39
-7.00 9.500 0 -34.19
-6.00 9.500 0 -31.99
-5.00 9.500 0 -29.79
-4.00 9.500 0 -27.59
-3.00 9.500 0 -25.39
-2.00 9.500 0 -23.20
-1.00 9.500 0 -21.00
0.00 9.500 0 -18.80
1.00 9.500 0 -17.48
2.00 9.500 0 -16.16
3.00 9.500 0 -14.84
4.00 9.500 0 -13.52
5.00 9.500 0 -12.20
-10.00 10.000 0 -39.68
-9.00 10.000 0 -37.24
-8.00 10.000 0 -34.81
-7.00 10.000 0 -32.37
-6.00 10.000 0 -29.93
-5.00 10.000 0 -27.50
-4.00 10.000 0 -25.06
-3.00 10.000 0 -22.63
-2.00 10.000 0 -20.19
-1.00 10.000 0 -17.75
0.00 10.000 0 -15.32
1.00 10.000 0 -13.86
2.00 10.000 0 -12.39
3.00 10.000 0 -10.93
4.00 10.000 0 -9.47
5.00 10.000 0 -8.01
-10.00 10.500 0 -38.52
-9.00 10.500 0 -35.83
-8.00 10.500 0 -33.15
-7.00 10.500 0 -30.46
-6.00 10.500 0 -27.77
-5.00 10.500 0 -25.09
-4.00 10.500 0 -22.40
-3.00 10.500 0 -19.72
-2.00 10.500 0 -17.03
-1.00 10.500 0 -14.35
0.00 10.500 0 -11.66
1.00 10.500 0 -10.05
2.00 10.500 0 -8.44
3.00 10.500 0 -6.83
4.00 10.500 0 -5.21
5.00 10.500 0 -3.60
-10.00 11.000 0 -37.30
-9.00 11.000 0 -34.35
-8.00 11.000 0 -31.40
-7.00 11.000 0 -28.45
-6.00 11.000 0 -25.51
-5.00 11.000 0 -22.56
-4.00 11.000 0 -19.61
-3.00 11.000 0 -16.66
-2.00 11.000 0 -13.72
-1.00 11.000 0 -10.77
0.00 11.000 0 -7.82
1.00 11.000 0 -6.05
2.00 11.000 0 -4.29
3.00 11.000 0 -2.52
4.00 11.000 0 -0.75
5.00 11.000 1 1.02
-10.00 11.500 0 -36.02
-9.00 11.500 0 -32.80
-8.00 11.500 0 -29.58
-7.00 11.500 0 -26.36
-6.00 11.500 0 -23.14
-5.00 11.500 0 -19.91
-4.00 11.500 0 -16.69
-3.00 11.500 0 -13.47
-2.00 11.500 0 -10.25
-1.00 11.500 0 -7.03
0.00 11.500 0 -3.81
1.00 11.500 0 -1.87
2.00 11.500 1 0.06
3.00 11.500 1 1.99
4.00 11.500 1 3.92
5.00 11.500 1 5.86
-10.00 12.000 0 -34.69
-9.00 12.000 0 -31.18
-8.00 12.000 0 -27.68
-7.00 12.000 0 -24.17
-6.00 12.000 0 -20.66
-5.00 12.000 0 -17.15
-4.00 12.000 0 -13.64
-3.00 12.000 0 -10.14
-2.00 12.000 0 -6.63
-1.00 12.000 0 -3.12
0.00 12.000 1 0.39
1.00 12.000 1 2.49
2.00 12.000 2 4.60
3.00 12.000 1 6.70
4.00 12.000 1 8.81
5.00 12.000 1 10.91
-10.00 12.500 0 -33.30
-9.00 12.500 0 -29.50
-8.00 12.500 0 -25.69
-7.00 12.500 0 -21.88
-6.00 12.500 0 -18.08
-5.00 12.500 0 -14.27
-4.00 12.500 0 -10.46
-3.00 12.500 0 -6.66
-2.00 12.500 0 -2.85
-1.00 12.500 1 0.95
0.00 12.500 1 4.76
1.00 12.500 2 7.04
2.00 12.500 2 9.33
3.00 12.500 1 11.61
4.00 12.500 1 13.89
5.00 12.500 1 16.18
-10.00 13.000 0 -31.86
-9.00 13.000 0 -27.74
-8.00 13.000 0 -23.62
-7.00 13.000 0 -19.51
-6.00 13.000 0 -15.39
-5.00 13.000 0 -11.27
-4.00 13.000 0 -7.16
-3.00 13.000 0 -3.04
-2.00 13.000 1 1.08
-1.00 13.000 1 5.19
0.00 13.000 2 9.31
1.00 13.000 2 11.78
2.00 13.000 2 14.25
3.00 13.000 2 16.72
4.00 13.000 1 19.19
5.00 13.000 1 21.66
-10.00 13.500 0 -30.36
-9.00 13.500 0 -25.92
-8.00 13.500 0 -21.48
-7.00 13.500 0 -17.04
-6.00 13.500 0 -12.60
-5.00 13.500 0 -8.16
-4.00 13.500 0 -3.72
-3.00 13.500 1 0.72
-2.00 13.500 1 5.16
-1.00 13.500 2 9.60
0.00 13.500 2 14.04
1.00 13.500 2 16.70
2.00 13.500 2 19.37
3.00 13.500 2 22.03
4.00 13.500 1 24.70
5.00 13.500 1 27.36
-10.00 14.000 0 -28.80
-9.00 14.000 0 -24.02
-8.00 14.000 0 -19.25
-7.00 14.000 0 -14.47
-6.00 14.000 0 -9.70
-5.00 14.000 0 -4.92
-4.00 14.000 0 -0.15
-3.00 14.000 1 4.62
-2.00 14.000 1 9.40
-1.00 14.000 2 14.17
0.00 14.000 2 18.95
1.00 14.000 2 21.81
2.00 14.000 2 24.68
3.00 14.000 2 27.54
4.00 14.000 1 30.41
5.00 14.000 1 33.27
-10.00 14.500 0 -27.18
-9.00 14.500 0 -22.06
-8.00 14.500 0 -16.94
-7.00 14.500 0 -11.82
-6.00 14.500 0 -6.70
-5.00 14.500 0 -1.57
-4.00 14.500 1 3.55
-3.00 14.500 1 8.67
-2.00 14.500 2 13.79
-1.00 14.500 2 18.91
0.00 14.500 2 24.04
1.00 14.500 2 27.11
2.00 14.500 2 30.18
3.00 14.500 2 33.25
4.00 14.500 2 36.33
5.00 14.500 1 39.40
-10.00 15.000 0 -25.51
-9.00 15.000 0 -20.03
-8.00 15.000 0 -14.55
-7.00 15.000 0 -9.07
-6.00 15.000 0 -3.59
-5.00 15.000 1 1.90
-4.00 15.000 1 7.38
-3.00 15.000 1 12.86
-2.00 15.000 2 18.34
-1.00 15.000 2 23.82
0.00 15.000 2 29.30
1.00 15.000 2 32.59
2.00 15.000 2 35.88
3.00 15.000 2 39.17
4.00 15.000 2 42.45
5.00 15.000 1 45.74
-10.00 15.500 0 -23.78
-9.00 15.500 0 -17.93
-8.00 15.500 0 -12.08
-7.00 15.500 0 -6.22
-6.00 15.500 0 -0.37
-5.00 15.500 1 5.48
-4.00 15.500 1 11.33
-3.00 15.500 2 17.19
-2.00 15.500 2 23.04
-1.00 15.500 2 28.89
0.00 15.500 2 34.74
1.00 15.500 2 38.26
2.00 15.500 2 41.77
3.00 15.500 2 45.28
4.00 15.500 2 48.79
5.00 15.500 1 52.30
-10.00 16.000 0 -22.00
-9.00 16.000 0 -15.76
-8.00 16.000 0 -9.52
-7.00 16.000 0 -3.29
-6.00 16.000 1 2.95
-5.00 16.000 1 9.18
-4.00 16.000 1 15.42
-3.00 16.000 2 21.66
-2.00 16.000 2 27.89
-1.00 16.000 2 34.13
0.00 16.000 2 40.37
1.00 16.000 2 44.11
2.00 16.000 2 47.85
3.00 16.000 2 51.59
4.00 16.000 2 55.33
5.00 16.000 1 59.07
-10.00 16.500 0 -20.16
-9.00 16.500 0 -13.52
-8.00 16.500 0 -6.89
-7.00 16.500 0 -0.26
-6.00 16.500 1 6.37
-5.00 16.500 1 13.01
-4.00 16.500 1 19.64
-3.00 16.500 2 26.27
-2.00 16.500 2 32.90
-1.00 16.500 2 39.53
0.00 16.500 2 46.16
1.00 16.500 2 50.15
2.00 16.500 2 54.12
3.00 16.500 2 58.10
4.00 16.500 2 62.08
5.00 16.500 2 66.06
-10.00 17.000 0 -18.26
-9.00 17.000 0 -11.22
-8.00 17.000 0 -4.18
-7.00 17.000 1 2.86
-6.00 17.000 1 9.90
-5.00 17.000 1 16.94
-4.00 17.000 2 23.98
-3.00 17.000 2 31.02
-2.00 17.000 2 38.06
-1.00 17.000 2 45.10
0.00 17.000 2 52.14
1.00 17.000 2 56.37
2.00 17.000 2 60.59
3.00 17.000 2 64.82
4.00 17.000 2 69.04
5.00 17.000 2 73.26
-10.00 17.500 0 -16.30
-9.00 17.500 0 -8.84
-8.00 17.500 0 -1.38
-7.00 17.500 1 6.08
-6.00 17.500 1 13.54
-5.00 17.500 1 21.00
-4.00 17.500 2 28.46
-3.00 17.500 2 35.92
-2.00 17.500 2 43.38
-1.00 17.500 2 50.84
0.00 17.500 2 58.30
1.00 17.500 2 62.78
2.00 17.500 2 67.25
3.00 17.500 2 71.73
4.00 17.500 2 76.21
5.00 17.500 2 80.68
