t V gam alpha th Tc Tr thsp Tcc Trc lf gd
0.05 14.999 0.019 -4.687 -4.668 13.46 9.86 -1.049 12.78 9.50 1.019 0.000
0.15 14.985 0.225 -3.131 -2.906 13.13 8.56 6.951 11.28 6.39 1.093 0.034
0.25 14.944 0.744 -0.984 -0.240 12.59 5.70 12.571 9.78 1.60 1.177 0.092
0.35 14.870 1.480 0.299 1.779 11.87 2.93 9.810 8.28 0.00 1.205 0.131
0.45 14.771 2.184 0.044 2.228 11.02 1.59 2.457 6.78 0.30 1.158 0.126
0.55 14.660 2.647 -1.239 1.408 10.04 2.85 -3.499 5.28 5.59 1.087 0.080
0.65 14.545 2.896 -2.659 0.237 8.97 7.23 -5.139 3.78 13.47 1.049 0.041
0.75 14.427 3.100 -3.392 -0.292 7.82 12.40 -1.549 2.28 18.73 1.061 0.033
0.85 14.298 3.415 -3.176 0.239 6.61 15.62 3.781 0.78 18.71 1.098 0.055
0.95 14.148 3.814 -2.811 1.003 5.42 15.34 4.199 0.00 13.92 1.096 0.072
1.05 13.981 4.081 -3.033 1.048 4.44 12.98 0.135 0.00 9.84 1.034 0.049
1.15 13.807 4.071 -3.697 0.374 3.63 11.76 -3.271 0.00 11.03 0.966 -0.003
1.25 13.635 3.875 -4.104 -0.229 2.97 13.31 -2.515 0.00 16.05 0.946 -0.037
1.35 13.465 3.706 -3.840 -0.134 2.43 16.07 1.248 0.00 19.51 0.975 -0.031
1.45 13.293 3.666 -3.184 0.482 1.99 17.46 3.639 0.00 18.48 1.002 -0.006
1.55 13.114 3.665 -2.756 0.908 1.63 16.83 2.283 0.00 15.62 0.992 0.002
1.65 12.935 3.553 -2.923 0.630 1.34 16.19 -1.581 0.00 15.82 0.956 -0.019
1.75 12.763 3.313 -3.359 -0.046 1.09 17.86 -3.215 0.00 20.88 0.939 -0.044
1.85 12.600 3.098 -3.388 -0.290 0.90 21.53 -0.580 0.00 26.40 0.967 -0.040
1.95 12.440 3.042 -2.896 0.146 0.73 24.38 2.836 0.00 27.28 1.005 -0.010
2.05 12.278 3.092 -2.356 0.737 0.60 24.70 3.290 0.00 24.34 1.012 0.011
2.15 12.114 3.085 -2.223 0.862 0.49 23.50 0.675 0.00 21.86 0.983 0.000
2.25 11.953 2.923 -2.539 0.384 0.40 23.33 -2.404 0.00 23.86 0.951 -0.029
2.35 11.803 2.692 -2.804 -0.112 0.33 25.75 -1.984 0.00 29.53 0.956 -0.043
2.45 11.659 2.563 -2.567 -0.004 0.27 28.89 1.307 0.00 32.55 0.989 -0.024
2.55 11.516 2.564 -2.041 0.523 0.22 30.12 3.159 0.00 30.91 1.007 0.002
2.65 11.370 2.571 -1.700 0.871 0.18 29.30 2.027 0.00 27.80 0.992 0.003
2.75 11.226 2.452 -1.705 0.747 0.15 28.13 -0.389 0.00 26.92 0.961 -0.020
2.85 11.088 2.217 -1.841 0.376 0.12 28.71 -1.357 0.00 30.16 0.949 -0.043
2.95 10.957 2.003 -1.705 0.298 0.10 30.94 0.511 0.00 33.99 0.968 -0.039
3.05 10.828 1.902 -1.265 0.637 0.08 32.68 2.564 0.00 34.41 0.990 -0.017
3.15 10.699 1.857 -0.842 1.015 0.07 32.80 2.616 0.00 32.46 0.990 -0.006
3.25 10.569 1.759 -0.622 1.137 0.05 32.03 1.358 0.00 31.02 0.972 -0.017
3.35 10.443 1.571 -0.535 1.036 0.04 31.90 0.427 0.00 32.15 0.960 -0.034
3.45 10.321 1.364 -0.377 0.987 0.04 33.07 0.987 0.00 34.88 0.966 -0.037
3.55 10.202 1.221 -0.061 1.159 0.03 34.61 2.219 0.00 36.46 0.981 -0.025
