t V gam alpha th Tc Tr thsp Tcc Trc lf gd
0.05 14.999 0.011 -4.687 -4.676 13.46 9.23 -1.137 12.80 7.29 1.012 0.000
0.15 14.985 0.142 -3.180 -3.038 13.14 6.25 5.858 11.32 2.04 1.061 0.022
0.25 14.948 0.456 -1.673 -1.218 12.60 3.21 7.195 9.83 0.00 1.106 0.055
0.35 14.886 0.956 -0.249 0.707 11.90 1.65 10.055 8.35 0.00 1.159 0.087
0.45 14.797 1.635 0.783 2.417 11.05 0.85 10.115 6.88 0.00 1.195 0.119
0.55 14.680 2.409 1.452 3.861 10.09 0.43 10.416 5.42 0.00 1.208 0.136
0.65 14.537 3.193 1.690 4.883 9.05 0.22 9.223 3.98 0.00 1.196 0.138
0.75 14.372 3.905 1.736 5.641 7.93 0.11 9.127 2.58 0.00 1.171 0.124
0.85 14.186 4.531 1.865 6.397 6.79 0.37 10.155 1.30 1.11 1.151 0.108
0.95 13.978 5.140 2.126 7.267 5.64 2.26 11.450 0.25 5.04 1.156 0.105
1.05 13.750 5.785 2.426 8.211 4.62 4.39 12.859 0.00 6.87 1.162 0.112
1.15 13.501 6.437 2.803 9.239 3.80 5.40 14.169 0.12 6.24 1.153 0.114
1.25 13.237 7.035 3.194 10.229 3.12 5.56 14.836 0.00 5.66 1.132 0.105
1.35 12.960 7.543 3.550 11.092 2.55 5.73 14.976 0.00 6.02 1.106 0.089
1.45 12.674 7.946 3.803 11.749 2.09 6.31 14.625 0.00 7.20 1.080 0.070
1.55 12.383 8.245 3.967 12.212 1.71 7.38 14.195 0.00 8.87 1.055 0.052
1.65 12.089 8.442 4.059 12.500 1.40 8.80 13.641 0.00 10.67 1.032 0.034
1.75 11.794 8.538 4.080 12.618 1.15 10.47 13.023 0.00 12.68 1.010 0.016
1.85 11.502 8.545 4.117 12.662 0.94 12.42 12.830 0.00 14.94 0.993 0.001
1.95 11.214 8.479 4.203 12.682 0.77 14.37 12.752 0.00 16.78 0.979 -0.012
2.05 10.929 8.341 4.332 12.673 0.65 16.12 12.563 0.15 18.28 0.965 -0.024
2.15 10.651 8.130 4.459 12.589 0.61 17.84 12.104 0.52 20.06 0.952 -0.037
2.25 10.380 7.857 4.592 12.448 0.65 19.83 11.727 0.99 22.45 0.945 -0.048
2.35 10.118 7.566 4.730 12.296 0.73 22.63 11.558 1.08 26.52 0.949 -0.052
2.45 9.863 7.320 4.694 12.014 0.76 26.27 10.467 0.83 31.04 0.962 -0.044
2.55 9.615 7.140 4.475 11.615 0.74 30.03 9.625 0.61 34.67 0.973 -0.032
2.65 9.374 6.990 4.037 11.027 0.70 33.07 7.945 0.48 36.63 0.973 -0.026
2.75 9.144 6.805 3.497 10.301 0.67 35.30 6.876 0.54 37.84 0.964 -0.032
2.85 8.926 6.545 3.025 9.569 0.70 37.04 6.015 0.94 39.20 0.952 -0.046
2.95 8.721 6.217 2.607 8.824 0.83 38.80 5.335 1.56 41.05 0.945 -0.058
3.05 8.532 5.843 2.282 8.125 1.00 40.40 4.934 1.82 42.31 0.940 -0.066
3.15 8.356 5.438 2.086 7.525 1.12 41.99 4.730 1.60 44.07 0.939 -0.071
3.25 8.193 5.032 1.870 6.902 1.15 43.66 3.889 1.17 45.71 0.940 -0.071
3.35 8.040 4.624 1.743 6.367 1.09 45.01 4.075 0.69 46.60 0.941 -0.071
3.45 7.897 4.204 1.673 5.877 0.96 46.04 3.629 0.26 47.31 0.940 -0.074
3.55 7.760 3.794 1.791 5.585 0.79 47.46 4.369 0.00 49.48 0.947 -0.073
3.65 7.628 3.459 1.903 5.362 0.65 49.35 4.397 0.00 51.74 0.961 -0.059
3.75 7.498 3.215 2.034 5.249 0.53 51.07 4.827 0.00 53.22 0.973 -0.043
3.85 7.371 3.058 2.115 5.173 0.43 52.74 4.791 0.00 54.83 0.984 -0.028
3.95 7.245 2.972 2.098 5.069 0.36 54.21 4.540 0.00 55.95 0.992 -0.015
4.05 7.122 2.919 1.980 4.899 0.29 55.19 3.966 0.00 56.24 0.993 -0.009
4.15 7.002 2.826 1.829 4.655 0.24 55.24 3.459 0.00 54.97 0.982 -0.015
4.25 6.888 2.604 1.792 4.396 0.19 54.49 3.160 0.00 53.40 0.963 -0.038
4.35 6.780 2.231 1.894 4.125 0.16 53.91 2.799 0.00 53.42 0.948 -0.066
4.45 6.678 1.777 2.077 3.854 0.13 54.10 2.610 0.00 54.55 0.944 -0.080
4.55 6.582 1.318 2.285 3.603 0.11 54.76 2.367 0.00 55.68 0.947 -0.081
4.65 6.492 0.889 2.463 3.351 0.09 55.58 2.186 0.00 56.66 0.953 -0.075
4.75 6.407 0.507 2.586 3.092 0.07 56.52 1.822 0.00 57.72 0.959 -0.067
4.85 6.327 0.179 2.643 2.822 0.06 57.47 1.504 0.00 58.67 0.966 -0.057
4.95 6.253 -0.098 2.603 2.506 0.05 58.35 0.953 0.00 59.42 0.971 -0.048
5.05 6.184 -0.336 2.505 2.168 0.04 59.12 0.540 0.00 60.06 0.975 -0.042
5.15 6.122 -0.548 2.351 1.803 0.03 59.78 0.044 0.00 60.58 0.978 -0.037
5.25 6.065 -0.742 2.171 1.429 0.03 60.35 -0.362 0.00 61.05 0.980 -0.034
5.35 6.015 -0.924 1.993 1.069 0.02 60.83 -0.569 0.00 61.41 0.981 -0.032
5.45 5.971 -1.097 1.850 0.754 0.02 61.26 -0.726 0.00 61.80 0.982 -0.030
5.55 5.931 -1.253 1.721 0.468 0.01 61.75 -0.835 0.00 62.38 0.985 -0.028
5.65 5.897 -1.383 1.592 0.210 0.01 62.25 -1.006 0.00 62.88 0.988 -0.023
5.75 5.866 -1.488 1.467 -0.021 0.01 62.64 -1.074 0.00 63.09 0.990 -0.018
5.85 5.839 -1.581 1.350 -0.231 0.01 62.94 -1.210 0.00 63.31 0.991 -0.016
5.95 5.815 -1.661 1.246 -0.416 0.01 63.23 -1.268 0.00 63.58 0.992 -0.014
6.05 5.795 -1.730 1.151 -0.579 0.01 63.48 -1.329 0.00 63.80 0.993 -0.012
6.15 5.777 -1.787 1.065 -0.722 0.00 63.74 -1.384 0.00 64.06 0.995 -0.010
6.25 5.761 -1.829 0.977 -0.852 0.00 63.99 -1.453 0.00 64.31 0.996 -0.007
6.35 5.747 -1.857 0.889 -0.968 0.00 64.20 -1.506 0.00 64.45 0.998 -0.005
6.45 5.735 -1.876 0.805 -1.071 0.00 64.38 -1.543 0.00 64.62 0.998 -0.003
