V alpha_deg Tr h feas
8.000 -9.00 19.7 -22.775 0
8.000 -9.00 29.5 -13.062 0
8.000 -9.00 39.3 -3.350 0
8.000 -9.00 49.2 6.362 1
8.000 -9.00 59.0 16.074 1
8.000 -9.00 68.8 25.787 1
8.000 -9.00 78.7 35.499 1
8.000 -9.00 88.5 45.211 1
8.000 -9.00 98.3 54.924 1
8.000 -9.00 108.2 64.636 1
8.000 -9.00 118.0 74.348 1
8.000 -8.00 0.0 -40.640 0
8.000 -8.00 9.8 -30.902 0
8.000 -8.00 19.7 -21.165 0
8.000 -8.00 29.5 -11.427 0
8.000 -8.00 39.3 -1.690 0
8.000 -8.00 49.2 8.048 1
8.000 -8.00 59.0 17.786 1
8.000 -8.00 68.8 27.523 1
8.000 -8.00 78.7 37.261 1
8.000 -8.00 88.5 46.999 1
8.000 -8.00 98.3 56.736 1
8.000 -8.00 108.2 66.474 1
8.000 -8.00 118.0 76.212 1
8.000 -7.00 0.0 -39.081 0
8.000 -7.00 9.8 -29.321 0
8.000 -7.00 19.7 -19.561 0
8.000 -7.00 29.5 -9.801 0
8.000 -7.00 39.3 -0.041 0
8.000 -7.00 49.2 9.719 1
8.000 -7.00 59.0 19.479 1
8.000 -7.00 68.8 29.239 1
8.000 -7.00 78.7 38.999 1
8.000 -7.00 88.5 48.759 1
8.000 -7.00 98.3 58.519 1
8.000 -7.00 108.2 68.279 1
8.000 -7.00 118.0 78.039 1
8.000 -6.00 0.0 -37.522 0
8.000 -6.00 9.8 -27.743 0
8.000 -6.00 19.7 -17.963 0
8.000 -6.00 29.5 -8.184 0
8.000 -6.00 39.3 1.596 0
8.000 -6.00 49.2 11.375 1
8.000 -6.00 59.0 21.155 1
8.000 -6.00 68.8 30.934 1
8.000 -6.00 78.7 40.714 1
8.000 -6.00 88.5 50.493 1
8.000 -6.00 98.3 60.273 1
8.000 -6.00 108.2 70.052 1
8.000 -6.00 118.0 79.832 1
8.000 -5.00 0.0 -35.963 0
8.000 -5.00 9.8 -26.167 0
8.000 -5.00 19.7 -16.371 0
8.000 -5.00 29.5 -6.575 0
8.000 -5.00 39.3 3.221 1
8.000 -5.00 49.2 13.017 1
8.000 -5.00 59.0 22.813 1
8.000 -5.00 68.8 32.608 1
8.000 -5.00 78.7 42.404 1
8.000 -5.00 88.5 52.200 1
8.000 -5.00 98.3 61.996 1
8.000 -5.00 108.2 71.792 1
8.000 -5.00 118.0 81.588 1
8.000 -4.00 0.0 -34.404 0
8.000 -4.00 9.8 -24.595 0
8.000 -4.00 19.7 -14.785 0
8.000 -4.00 29.5 -4.976 0
8.000 -4.00 39.3 4.834 1
8.000 -4.00 49.2 14.643 1
8.000 -4.00 59.0 24.452 1
8.000 -4.00 68.8 34.262 1
8.000 -4.00 78.7 44.071 1
8.000 -4.00 88.5 53.881 1
8.000 -4.00 98.3 63.690 1
8.000 -4.00 108.2 73.499 1
8.000 -4.00 118.0 83.309 1
8.000 -3.00 0.0 -32.845 0
8.000 -3.00 9.8 -23.025 0
8.000 -3.00 19.7 -13.205 0
8.000 -3.00 29.5 -3.385 0
8.000 -3.00 39.3 6.435 1
8.000 -3.00 49.2 16.254 1
8.000 -3.00 59.0 26.074 1
8.000 -3.00 68.8 35.894 1
8.000 -3.00 78.7 45.714 1
8.000 -3.00 88.5 55.534 1
8.000 -3.00 98.3 65.354 1
8.000 -3.00 108.2 75.174 1
8.000 -3.00 118.0 84.993 1
8.000 -2.00 0.0 -31.286 0
8.000 -2.00 9.8 -21.458 0
8.000 -2.00 19.7 -11.631 0
8.000 -2.00 29.5 -1.804 0
8.000 -2.00 39.3 8.024 1
8.000 -2.00 49.2 17.851 1
8.000 -2.00 59.0 27.678 1
8.000 -2.00 68.8 37.506 1
8.000 -2.00 78.7 47.333 1
8.000 -2.00 88.5 57.160 1
8.000 -2.00 98.3 66.988 1
8.000 -2.00 108.2 76.815 1
8.000 -2.00 118.0 86.642 1
8.000 -1.00 0.0 -29.727 0
8.000 -1.00 9.8 -19.895 0
8.000 -1.00 19.7 -10.063 0
8.000 -1.00 29.5 -0.231 0
8.000 -1.00 39.3 9.601 1
8.000 -1.00 49.2 19.432 1
8.000 -1.00 59.0 29.264 1
8.000 -1.00 68.8 39.096 1
8.000 -1.00 78.7 48.928 1
8.000 -1.00 88.5 58.760 1
8.000 -1.00 98.3 68.592 1
8.000 -1.00 108.2 78.423 1
8.000 -1.00 118.0 88.255 1
8.000 0.00 0.0 -28.168 0
8.000 0.00 9.8 -18.334 0
8.000 0.00 19.7 -8.501 0
8.000 0.00 29.5 1.332 0
8.000 0.00 39.3 11.166 1
8.000 0.00 49.2 20.999 1
8.000 0.00 59.0 30.832 1
8.000 0.00 68.8 40.666 1
8.000 0.00 78.7 50.499 1
8.000 0.00 88.5 60.332 1
8.000 0.00 98.3 70.166 1
8.000 0.00 108.2 79.999 1
8.000 0.00 118.0 89.832 1
8.000 1.00 0.0 -27.232 0
8.000 1.00 9.8 -17.400 0
8.000 1.00 19.7 -7.569 0
8.000 1.00 29.5 2.263 0
8.000 1.00 39.3 12.095 1
8.000 1.00 49.2 21.927 1
8.000 1.00 59.0 31.759 1
8.000 1.00 68.8 41.591 1
8.000 1.00 78.7 51.422 1
8.000 1.00 88.5 61.254 1
8.000 1.00 98.3 71.086 1
8.000 1.00 108.2 80.918 1
8.000 1.00 118.0 90.750 1
8.000 2.00 0.0 -26.297 0
8.000 2.00 9.8 -16.470 0
8.000 2.00 19.7 -6.642 0
8.000 2.00 29.5 3.185 0
8.000 2.00 39.3 13.012 1
8.000 2.00 49.2 22.840 1
8.000 2.00 59.0 32.667 1
8.000 2.00 68.8 42.495 1
8.000 2.00 78.7 52.322 1
8.000 2.00 88.5 62.149 1
8.000 2.00 98.3 71.977 1
8.000 2.00 108.2 81.804 1
8.000 2.00 118.0 91.631 1
8.000 3.00 0.0 -25.361 0
8.000 3.00 9.8 -15.542 0
8.000 3.00 19.7 -5.722 0
8.000 3.00 29.5 4.098 0
8.000 3.00 39.3 13.918 1
8.000 3.00 49.2 23.738 1
8.000 3.00 59.0 33.558 1
8.000 3.00 68.8 43.378 1
8.000 3.00 78.7 53.197 1
8.000 3.00 88.5 63.017 1
8.000 3.00 98.3 72.837 1
8.000 3.00 108.2 82.657 1
8.000 3.00 118.0 92.477 1
8.000 4.00 0.0 -24.426 0
8.000 4.00 9.8 -14.617 0
8.000 4.00 19.7 -4.807 0
8.000 4.00 29.5 5.002 0
8.000 4.00 39.3 14.811 0
8.000 4.00 49.2 24.621 1
8.000 4.00 59.0 34.430 1
8.000 4.00 68.8 44.240 1
8.000 4.00 78.7 54.049 1
8.000 4.00 88.5 63.858 1
8.000 4.00 98.3 73.668 1
8.000 4.00 108.2 83.477 1
8.000 4.00 118.0 93.287 1
8.000 5.00 0.0 -23.491 0
8.000 5.00 9.8 -13.695 0
8.000 5.00 19.7 -3.899 0
8.000 5.00 29.5 5.897 0
8.000 5.00 39.3 15.693 0
8.000 5.00 49.2 25.489 1
8.000 5.00 59.0 35.285 1
8.000 5.00 68.8 45.081 1
8.000 5.00 78.7 54.877 1
8.000 5.00 88.5 64.673 1
8.000 5.00 98.3 74.469 1
8.000 5.00 108.2 84.264 1
8.000 5.00 118.0 94.060 1
8.500 -10.00 0.0 -42.823 0
8.500 -10.00 9.8 -33.139 0
8.500 -10.00 19.7 -23.455 0
8.500 -10.00 29.5 -13.771 0
8.500 -10.00 39.3 -4.087 0
8.500 -10.00 49.2 5.597 1
8.500 -10.00 59.0 15.281 1
8.500 -10.00 68.8 24.964 1
8.500 -10.00 78.7 34.648 1
8.500 -10.00 88.5 44.332 1
8.500 -10.00 98.3 54.016 1
8.500 -10.00 108.2 63.700 1
8.500 -10.00 118.0 73.384 1
8.500 -9.00 0.0 -41.063 0
8.500 -9.00 9.8 -31.351 0
8.500 -9.00 19.7 -21.639 0
8.500 -9.00 29.5 -11.926 0
8.500 -9.00 39.3 -2.214 0
8.500 -9.00 49.2 7.498 1
8.500 -9.00 59.0 17.211 1
8.500 -9.00 68.8 26.923 1
8.500 -9.00 78.7 36.635 1
8.500 -9.00 88.5 46.347 1
8.500 -9.00 98.3 56.060 1
8.500 -9.00 108.2 65.772 1
8.500 -9.00 118.0 75.484 1
8.500 -8.00 0.0 -39.303 0
8.500 -8.00 9.8 -29.565 0
8.500 -8.00 19.7 -19.828 0
8.500 -8.00 29.5 -10.090 0
8.500 -8.00 39.3 -0.353 0
8.500 -8.00 49.2 9.385 1
8.500 -8.00 59.0 19.123 1
8.500 -8.00 68.8 28.860 1
8.500 -8.00 78.7 38.598 1
8.500 -8.00 88.5 48.336 1
8.500 -8.00 98.3 58.073 1
8.500 -8.00 108.2 67.811 1
8.500 -8.00 118.0 77.549 1
8.500 -7.00 0.0 -37.543 0
8.500 -7.00 9.8 -27.783 0
8.500 -7.00 19.7 -18.023 0
8.500 -7.00 29.5 -8.263 0
8.500 -7.00 39.3 1.497 0
8.500 -7.00 49.2 11.257 1
8.500 -7.00 59.0 21.017 1
8.500 -7.00 68.8 30.777 1
8.500 -7.00 78.7 40.537 1
8.500 -7.00 88.5 50.297 1
8.500 -7.00 98.3 60.057 1
8.500 -7.00 108.2 69.817 1
8.500 -7.00 118.0 79.577 1
8.500 -6.00 0.0 -35.783 0
8.500 -6.00 9.8 -26.004 0
8.500 -6.00 19.7 -16.224 0
8.500 -6.00 29.5 -6.445 0
8.500 -6.00 39.3 3.335 1
8.500 -6.00 49.2 13.114 1
8.500 -6.00 59.0 22.894 1
8.500 -6.00 68.8 32.673 1
8.500 -6.00 78.7 42.453 1
8.500 -6.00 88.5 52.232 1
8.500 -6.00 98.3 62.012 1
8.500 -6.00 108.2 71.791 1
8.500 -6.00 118.0 81.571 1
8.500 -5.00 0.0 -34.023 0
8.500 -5.00 9.8 -24.227 0
8.500 -5.00 19.7 -14.431 0
8.500 -5.00 29.5 -4.635 0
8.500 -5.00 39.3 5.161 1
8.500 -5.00 49.2 14.957 1
8.500 -5.00 59.0 24.752 1
8.500 -5.00 68.8 34.548 1
8.500 -5.00 78.7 44.344 1
8.500 -5.00 88.5 54.140 1
8.500 -5.00 98.3 63.936 1
8.500 -5.00 108.2 73.732 1
8.500 -5.00 118.0 83.528 1
8.500 -4.00 0.0 -32.263 0
8.500 -4.00 9.8 -22.454 0
8.500 -4.00 19.7 -12.644 0
8.500 -4.00 29.5 -2.835 0
8.500 -4.00 39.3 6.974 1
8.500 -4.00 49.2 16.784 1
8.500 -4.00 59.0 26.593 1
8.500 -4.00 68.8 36.403 1
8.500 -4.00 78.7 46.212 1
8.500 -4.00 88.5 56.021 1
8.500 -4.00 98.3 65.831 1
8.500 -4.00 108.2 75.640 1
8.500 -4.00 118.0 85.450 1
8.500 -3.00 0.0 -30.503 0
8.500 -3.00 9.8 -20.683 0
8.500 -3.00 19.7 -10.863 0
8.500 -3.00 29.5 -1.043 0
8.500 -3.00 39.3 8.776 1
8.500 -3.00 49.2 18.596 1
8.500 -3.00 59.0 28.416 1
8.500 -3.00 68.8 38.236 1
8.500 -3.00 78.7 48.056 1
8.500 -3.00 88.5 57.876 1
8.500 -3.00 98.3 67.696 1
8.500 -3.00 108.2 77.515 1
8.500 -3.00 118.0 87.335 1
8.500 -2.00 0.0 -28.743 0
8.500 -2.00 9.8 -18.916 0
8.500 -2.00 19.7 -9.088 0
8.500 -2.00 29.5 0.739 0
8.500 -2.00 39.3 10.566 1
8.500 -2.00 49.2 20.394 1
8.500 -2.00 59.0 30.221 1
8.500 -2.00 68.8 40.048 1
8.500 -2.00 78.7 49.876 1
8.500 -2.00 88.5 59.703 1
8.500 -2.00 98.3 69.530 1
8.500 -2.00 108.2 79.358 1
8.500 -2.00 118.0 89.185 1
8.500 -1.00 0.0 -26.983 0
8.500 -1.00 9.8 -17.151 0
8.500 -1.00 19.7 -7.319 0
8.500 -1.00 29.5 2.513 1
8.500 -1.00 39.3 12.344 1
8.500 -1.00 49.2 22.176 1
8.500 -1.00 59.0 32.008 1
8.500 -1.00 68.8 41.840 1
8.500 -1.00 78.7 51.672 1
8.500 -1.00 88.5 61.504 1
8.500 -1.00 98.3 71.335 1
8.500 -1.00 108.2 81.167 1
8.500 -1.00 118.0 90.999 1
8.500 0.00 0.0 -25.223 0
8.500 0.00 9.8 -15.390 0
8.500 0.00 19.7 -5.556 0
8.500 0.00 29.5 4.277 1
8.500 0.00 39.3 14.110 1
8.500 0.00 49.2 23.944 1
8.500 0.00 59.0 33.777 1
8.500 0.00 68.8 43.610 1
8.500 0.00 78.7 53.444 1
8.500 0.00 88.5 63.277 1
8.500 0.00 98.3 73.110 1
8.500 0.00 108.2 82.944 1
8.500 0.00 118.0 92.777 1
8.500 1.00 0.0 -24.167 0
8.500 1.00 9.8 -14.335 0
8.500 1.00 19.7 -4.503 0
8.500 1.00 29.5 5.329 1
8.500 1.00 39.3 15.160 1
8.500 1.00 49.2 24.992 1
8.500 1.00 59.0 34.824 1
8.500 1.00 68.8 44.656 1
8.500 1.00 78.7 54.488 1
8.500 1.00 88.5 64.320 1
8.500 1.00 98.3 74.151 1
8.500 1.00 108.2 83.983 1
8.500 1.00 118.0 93.815 1
8.500 2.00 0.0 -23.111 0
8.500 2.00 9.8 -13.284 0
8.500 2.00 19.7 -3.456 0
8.500 2.00 29.5 6.371 1
8.500 2.00 39.3 16.198 1
8.500 2.00 49.2 26.026 1
8.500 2.00 59.0 35.853 1
8.500 2.00 68.8 45.680 1
8.500 2.00 78.7 55.508 1
8.500 2.00 88.5 65.335 1
8.500 2.00 98.3 75.162 1
8.500 2.00 108.2 84.990 1
8.500 2.00 118.0 94.817 1
8.500 3.00 0.0 -22.055 0
8.500 3.00 9.8 -12.235 0
8.500 3.00 19.7 -2.415 0
8.500 3.00 29.5 7.405 0
8.500 3.00 39.3 17.224 1
8.500 3.00 49.2 27.044 1
8.500 3.00 59.0 36.864 1
8.500 3.00 68.8 46.684 1
8.500 3.00 78.7 56.504 1
8.500 3.00 88.5 66.324 1
8.500 3.00 98.3 76.144 1
8.500 3.00 108.2 85.963 1
8.500 3.00 118.0 95.783 1
8.500 4.00 0.0 -20.999 0
8.500 4.00 9.8 -11.190 0
8.500 4.00 19.7 -1.380 0
8.500 4.00 29.5 8.429 0
8.500 4.00 39.3 18.239 0
8.500 4.00 49.2 28.048 1
8.500 4.00 59.0 37.857 1
8.500 4.00 68.8 47.667 1
8.500 4.00 78.7 57.476 1
8.500 4.00 88.5 67.285 1
8.500 4.00 98.3 77.095 1
8.500 4.00 108.2 86.904 1
8.500 4.00 118.0 96.714 1
8.500 5.00 0.0 -19.943 0
8.500 5.00 9.8 -10.147 0
8.500 5.00 19.7 -0.351 0
8.500 5.00 29.5 9.445 0
8.500 5.00 39.3 19.241 0
8.500 5.00 49.2 29.037 1
8.500 5.00 59.0 38.833 1
8.500 5.00 68.8 48.628 1
8.500 5.00 78.7 58.424 1
8.500 5.00 88.5 68.220 1
8.500 5.00 98.3 78.016 1
8.500 5.00 108.2 87.812 1
8.500 5.00 118.0 97.608 1
9.000 -10.00 0.0 -41.831 0
9.000 -10.00 9.8 -32.147 0
9.000 -10.00 19.7 -22.463 0
9.000 -10.00 29.5 -12.780 0
9.000 -10.00 39.3 -3.096 0
9.000 -10.00 49.2 6.588 1
9.000 -10.00 59.0 16.272 1
9.000 -10.00 68.8 25.956 1
9.000 -10.00 78.7 35.640 1
9.000 -10.00 88.5 45.324 1
9.000 -10.00 98.3 55.008 1
9.000 -10.00 108.2 64.692 1
9.000 -10.00 118.0 74.376 1
9.000 -9.00 0.0 -39.858 0
9.000 -9.00 9.8 -30.146 0
9.000 -9.00 19.7 -20.434 0
9.000 -9.00 29.5 -10.721 0
9.000 -9.00 39.3 -1.009 0
9.000 -9.00 49.2 8.703 1
9.000 -9.00 59.0 18.415 1
9.000 -9.00 68.8 28.128 1
9.000 -9.00 78.7 37.840 1
9.000 -9.00 88.5 47.552 1
9.000 -9.00 98.3 57.264 1
9.000 -9.00 108.2 66.977 1
9.000 -9.00 118.0 76.689 1
9.000 -8.00 0.0 -37.885 0
9.000 -8.00 9.8 -28.147 0
9.000 -8.00 19.7 -18.410 0
9.000 -8.00 29.5 -8.672 0
9.000 -8.00 39.3 1.066 0
9.000 -8.00 49.2 10.803 1
9.000 -8.00 59.0 20.541 1
9.000 -8.00 68.8 30.278 1
9.000 -8.00 78.7 40.016 1
9.000 -8.00 88.5 49.754 1
9.000 -8.00 98.3 59.491 1
9.000 -8.00 108.2 69.229 1
9.000 -8.00 118.0 78.967 1
9.000 -7.00 0.0 -35.912 0
9.000 -7.00 9.8 -26.152 0
9.000 -7.00 19.7 -16.392 0
9.000 -7.00 29.5 -6.632 0
9.000 -7.00 39.3 3.128 0
9.000 -7.00 49.2 12.888 1
9.000 -7.00 59.0 22.648 1
9.000 -7.00 68.8 32.408 1
9.000 -7.00 78.7 42.168 1
9.000 -7.00 88.5 51.928 1
9.000 -7.00 98.3 61.688 1
9.000 -7.00 108.2 71.449 1
9.000 -7.00 118.0 81.209 1
9.000 -6.00 0.0 -33.939 0
9.000 -6.00 9.8 -24.159 0
9.000 -6.00 19.7 -14.380 0
9.000 -6.00 29.5 -4.600 0
9.000 -6.00 39.3 5.179 1
9.000 -6.00 49.2 14.959 1
9.000 -6.00 59.0 24.738 1
9.000 -6.00 68.8 34.518 1
9.000 -6.00 78.7 44.297 1
9.000 -6.00 88.5 54.076 1
9.000 -6.00 98.3 63.856 1
9.000 -6.00 108.2 73.635 1
9.000 -6.00 118.0 83.415 1
9.000 -5.00 0.0 -31.966 0
9.000 -5.00 9.8 -22.170 0
9.000 -5.00 19.7 -12.374 0
9.000 -5.00 29.5 -2.578 0
9.000 -5.00 39.3 7.218 1
9.000 -5.00 49.2 17.014 1
9.000 -5.00 59.0 26.810 1
9.000 -5.00 68.8 36.606 1
9.000 -5.00 78.7 46.402 1
9.000 -5.00 88.5 56.198 1
9.000 -5.00 98.3 65.994 1
9.000 -5.00 108.2 75.790 1
9.000 -5.00 118.0 85.585 1
9.000 -4.00 0.0 -29.992 0
9.000 -4.00 9.8 -20.183 0
9.000 -4.00 19.7 -10.374 0
9.000 -4.00 29.5 -0.564 0
9.000 -4.00 39.3 9.245 1
9.000 -4.00 49.2 19.055 1
9.000 -4.00 59.0 28.864 1
9.000 -4.00 68.8 38.673 1
9.000 -4.00 78.7 48.483 1
9.000 -4.00 88.5 58.292 1
9.000 -4.00 98.3 68.101 1
9.000 -4.00 108.2 77.911 1
9.000 -4.00 118.0 87.720 1
9.000 -3.00 0.0 -28.019 0
9.000 -3.00 9.8 -18.199 0
9.000 -3.00 19.7 -8.380 0
9.000 -3.00 29.5 1.440 0
9.000 -3.00 39.3 11.260 1
9.000 -3.00 49.2 21.080 1
9.000 -3.00 59.0 30.900 1
9.000 -3.00 68.8 40.720 1
9.000 -3.00 78.7 50.540 1
9.000 -3.00 88.5 60.359 1
9.000 -3.00 98.3 70.179 1
9.000 -3.00 108.2 79.999 1
9.000 -3.00 118.0 89.819 1
9.000 -2.00 0.0 -26.046 0
9.000 -2.00 9.8 -16.219 0
9.000 -2.00 19.7 -6.391 0
9.000 -2.00 29.5 3.436 1
9.000 -2.00 39.3 13.263 1
9.000 -2.00 49.2 23.091 1
9.000 -2.00 59.0 32.918 1
9.000 -2.00 68.8 42.745 1
9.000 -2.00 78.7 52.573 1
9.000 -2.00 88.5 62.400 1
9.000 -2.00 98.3 72.227 1
9.000 -2.00 108.2 82.055 1
9.000 -2.00 118.0 91.882 1
9.000 -1.00 0.0 -24.073 0
9.000 -1.00 9.8 -14.241 0
9.000 -1.00 19.7 -4.409 0
9.000 -1.00 29.5 5.423 1
9.000 -1.00 39.3 15.254 1
9.000 -1.00 49.2 25.086 1
9.000 -1.00 59.0 34.918 1
9.000 -1.00 68.8 44.750 1
9.000 -1.00 78.7 54.582 1
9.000 -1.00 88.5 64.414 1
9.000 -1.00 98.3 74.245 1
9.000 -1.00 108.2 84.077 1
9.000 -1.00 118.0 93.909 1
9.000 0.00 0.0 -22.100 0
9.000 0.00 9.8 -12.266 0
9.000 0.00 19.7 -2.433 0
9.000 0.00 29.5 7.400 1
9.000 0.00 39.3 17.234 1
9.000 0.00 49.2 27.067 1
9.000 0.00 59.0 36.900 1
9.000 0.00 68.8 46.734 1
9.000 0.00 78.7 56.567 1
9.000 0.00 88.5 66.400 1
9.000 0.00 98.3 76.234 1
9.000 0.00 108.2 86.067 1
9.000 0.00 118.0 95.900 1
9.000 1.00 0.0 -20.916 0
9.000 1.00 9.8 -11.084 0
9.000 1.00 19.7 -1.252 0
9.000 1.00 29.5 8.580 1
9.000 1.00 39.3 18.412 1
9.000 1.00 49.2 28.243 1
9.000 1.00 59.0 38.075 1
9.000 1.00 68.8 47.907 1
9.000 1.00 78.7 57.739 1
9.000 1.00 88.5 67.571 1
9.000 1.00 98.3 77.403 1
9.000 1.00 108.2 87.234 1
9.000 1.00 118.0 97.066 1
9.000 2.00 0.0 -19.732 0
9.000 2.00 9.8 -9.905 0
9.000 2.00 19.7 -0.077 0
9.000 2.00 29.5 9.750 1
9.000 2.00 39.3 19.577 1
9.000 2.00 49.2 29.405 1
9.000 2.00 59.0 39.232 1
9.000 2.00 68.8 49.059 1
9.000 2.00 78.7 58.887 1
9.000 2.00 88.5 68.714 1
9.000 2.00 98.3 78.541 1
9.000 2.00 108.2 88.369 1
9.000 2.00 118.0 98.196 1
9.000 3.00 0.0 -18.548 0
9.000 3.00 9.8 -8.728 0
9.000 3.00 19.7 1.092 0
9.000 3.00 29.5 10.912 0
9.000 3.00 39.3 20.731 1
9.000 3.00 49.2 30.551 1
9.000 3.00 59.0 40.371 1
9.000 3.00 68.8 50.191 1
9.000 3.00 78.7 60.011 1
9.000 3.00 88.5 69.831 1
9.000 3.00 98.3 79.651 1
9.000 3.00 108.2 89.470 1
9.000 3.00 118.0 99.290 1
9.000 4.00 0.0 -17.364 0
9.000 4.00 9.8 -7.555 0
9.000 4.00 19.7 2.255 0
9.000 4.00 29.5 12.064 0
9.000 4.00 39.3 21.873 1
9.000 4.00 49.2 31.683 1
9.000 4.00 59.0 41.492 1
9.000 4.00 68.8 51.302 1
9.000 4.00 78.7 61.111 1
9.000 4.00 88.5 70.920 1
9.000 4.00 98.3 80.730 1
9.000 4.00 108.2 90.539 1
9.000 4.00 118.0 100.348 1
9.000 5.00 0.0 -16.180 0
9.000 5.00 9.8 -6.384 0
9.000 5.00 19.7 3.412 0
9.000 5.00 29.5 13.207 0
9.000 5.00 39.3 23.003 0
9.000 5.00 49.2 32.799 1
9.000 5.00 59.0 42.595 1
9.000 5.00 68.8 52.391 1
9.000 5.00 78.7 62.187 1
9.000 5.00 88.5 71.983 1
9.000 5.00 98.3 81.779 1
9.000 5.00 108.2 91.575 1
9.000 5.00 118.0 101.371 1
9.500 -10.00 0.0 -40.783 0
9.500 -10.00 9.8 -31.099 0
9.500 -10.00 19.7 -21.415 0
9.500 -10.00 29.5 -11.731 0
9.500 -10.00 39.3 -2.047 0
9.500 -10.00 49.2 7.637 1
9.500 -10.00 59.0 17.321 1
9.500 -10.00 68.8 27.005 1
9.500 -10.00 78.7 36.689 1
9.500 -10.00 88.5 46.373 1
9.500 -10.00 98.3 56.056 1
9.500 -10.00 108.2 65.740 1
9.500 -10.00 118.0 75.424 1
9.500 -9.00 0.0 -38.584 0
9.500 -9.00 9.8 -28.872 0
9.500 -9.00 19.7 -19.160 0
9.500 -9.00 29.5 -9.448 0
9.500 -9.00 39.3 0.265 0
9.500 -9.00 49.2 9.977 1
9.500 -9.00 59.0 19.689 1
9.500 -9.00 68.8 29.401 1
9.500 -9.00 78.7 39.114 1
9.500 -9.00 88.5 48.826 1
9.500 -9.00 98.3 58.538 1
9.500 -9.00 108.2 68.250 1
9.500 -9.00 118.0 77.963 1
9.500 -8.00 0.0 -36.386 0
9.500 -8.00 9.8 -26.648 0
9.500 -8.00 19.7 -16.911 0
9.500 -8.00 29.5 -7.173 0
9.500 -8.00 39.3 2.565 0
9.500 -8.00 49.2 12.302 1
9.500 -8.00 59.0 22.040 1
9.500 -8.00 68.8 31.777 1
9.500 -8.00 78.7 41.515 1
9.500 -8.00 88.5 51.253 1
9.500 -8.00 98.3 60.990 1
9.500 -8.00 108.2 70.728 1
9.500 -8.00 118.0 80.466 1
9.500 -7.00 0.0 -34.187 0
9.500 -7.00 9.8 -24.427 0
9.500 -7.00 19.7 -14.667 0
9.500 -7.00 29.5 -4.907 0
9.500 -7.00 39.3 4.853 1
9.500 -7.00 49.2 14.613 1
9.500 -7.00 59.0 24.373 1
9.500 -7.00 68.8 34.133 1
9.500 -7.00 78.7 43.893 1
9.500 -7.00 88.5 53.653 1
9.500 -7.00 98.3 63.413 1
9.500 -7.00 108.2 73.173 1
9.500 -7.00 118.0 82.933 1
9.500 -6.00 0.0 -31.989 0
9.500 -6.00 9.8 -22.210 0
9.500 -6.00 19.7 -12.430 0
9.500 -6.00 29.5 -2.651 0
9.500 -6.00 39.3 7.129 1
9.500 -6.00 49.2 16.908 1
9.500 -6.00 59.0 26.688 1
9.500 -6.00 68.8 36.467 1
9.500 -6.00 78.7 46.247 1
9.500 -6.00 88.5 56.026 1
9.500 -6.00 98.3 65.806 1
9.500 -6.00 108.2 75.585 1
9.500 -6.00 118.0 85.365 1
9.500 -5.00 0.0 -29.790 0
9.500 -5.00 9.8 -19.995 0
9.500 -5.00 19.7 -10.199 0
9.500 -5.00 29.5 -0.403 0
9.500 -5.00 39.3 9.393 1
9.500 -5.00 49.2 19.189 1
9.500 -5.00 59.0 28.985 1
9.500 -5.00 68.8 38.781 1
9.500 -5.00 78.7 48.577 1
9.500 -5.00 88.5 58.373 1
9.500 -5.00 98.3 68.169 1
9.500 -5.00 108.2 77.965 1
9.500 -5.00 118.0 87.760 1
9.500 -4.00 0.0 -27.592 0
9.500 -4.00 9.8 -17.783 0
9.500 -4.00 19.7 -7.973 0
9.500 -4.00 29.5 1.836 0
9.500 -4.00 39.3 11.646 1
9.500 -4.00 49.2 21.455 1
9.500 -4.00 59.0 31.264 1
9.500 -4.00 68.8 41.074 1
9.500 -4.00 78.7 50.883 1
9.500 -4.00 88.5 60.692 1
9.500 -4.00 98.3 70.502 1
9.500 -4.00 108.2 80.311 1
9.500 -4.00 118.0 90.121 1
9.500 -3.00 0.0 -25.394 0
9.500 -3.00 9.8 -15.574 0
9.500 -3.00 19.7 -5.754 0
9.500 -3.00 29.5 4.066 1
9.500 -3.00 39.3 13.886 1
9.500 -3.00 49.2 23.706 1
9.500 -3.00 59.0 33.526 1
9.500 -3.00 68.8 43.345 1
9.500 -3.00 78.7 53.165 1
9.500 -3.00 88.5 62.985 1
9.500 -3.00 98.3 72.805 1
9.500 -3.00 108.2 82.625 1
9.500 -3.00 118.0 92.445 1
9.500 -2.00 0.0 -23.195 0
9.500 -2.00 9.8 -13.368 0
9.500 -2.00 19.7 -3.540 0
9.500 -2.00 29.5 6.287 1
9.500 -2.00 39.3 16.114 1
9.500 -2.00 49.2 25.942 1
9.500 -2.00 59.0 35.769 1
9.500 -2.00 68.8 45.596 1
9.500 -2.00 78.7 55.424 1
9.500 -2.00 88.5 65.251 1
9.500 -2.00 98.3 75.078 1
9.500 -2.00 108.2 84.906 1
9.500 -2.00 118.0 94.733 1
9.500 -1.00 0.0 -20.997 0
9.500 -1.00 9.8 -11.165 0
9.500 -1.00 19.7 -1.333 0
9.500 -1.00 29.5 8.499 1
9.500 -1.00 39.3 18.331 1
9.500 -1.00 49.2 28.163 1
9.500 -1.00 59.0 37.994 1
9.500 -1.00 68.8 47.826 1
9.500 -1.00 78.7 57.658 1
9.500 -1.00 88.5 67.490 1
9.500 -1.00 98.3 77.322 1
