param truth est truth_n est_n
g 0.96046 0.95185 0.2092 1.6474
g 0.90579 0.95118 -0.8841 -1.8291
g 0.98807 0.95168 0.7614 0.7746
g 0.94735 0.95141 -0.0529 -0.6494
g 0.96866 0.95126 0.3731 -1.4283
g 0.91211 0.95139 -0.7579 -0.7796
g 0.97458 0.95174 0.4915 1.0787
g 0.91469 0.95123 -0.7063 -1.5774
g 0.99584 0.95171 0.9168 0.9178
g 0.97106 0.95169 0.4213 0.8028
g 0.95306 0.95164 0.0613 0.5272
g 0.96533 0.95164 0.3066 0.5489
g 0.92298 0.95133 -0.5404 -1.0667
g 0.94991 0.95161 -0.0019 0.3629
g 0.90861 0.95154 -0.8278 0.0168
g 0.92795 0.95146 -0.4409 -0.4197
g 0.92855 0.95131 -0.4290 -1.1963
g 0.91651 0.95133 -0.6697 -1.0633
g 0.94161 0.95156 -0.1678 0.1381
g 0.90632 0.95149 -0.8735 -0.2268
g 0.90258 0.95133 -0.9484 -1.0531
g 0.93327 0.95154 -0.3347 0.0020
g 0.99914 0.95171 0.9828 0.8874
g 0.97271 0.95150 0.4541 -0.1620
g 0.94277 0.95158 -0.1445 0.2308
g 0.91994 0.95133 -0.6012 -1.0584
g 0.91215 0.95133 -0.7569 -1.0528
lam_c 2.44402 2.66531 -0.1670 1.0768
lam_c 3.07568 2.65819 0.3068 0.0712
lam_c 3.53632 2.65123 0.6522 -0.9125
lam_c 2.56656 2.65877 -0.0751 0.1527
lam_c 3.60495 2.66182 0.7037 0.5845
lam_c 3.49679 2.65493 0.6226 -0.3903
lam_c 3.59902 2.65612 0.6993 -0.2212
lam_c 2.21846 2.66083 -0.3362 0.4445
lam_c 2.57865 2.65156 -0.0660 -0.8655
lam_c 1.76074 2.66524 -0.6794 1.0665
lam_c 2.89216 2.66503 0.1691 1.0371
lam_c 1.44632 2.66822 -0.9153 1.4878
lam_c 2.58537 2.66592 -0.0610 1.1635
lam_c 1.76962 2.65703 -0.6728 -0.0933
lam_c 2.60721 2.65958 -0.0446 0.2680
lam_c 1.81674 2.65579 -0.6374 -0.2674
lam_c 1.33735 2.67237 -0.9970 2.0750
lam_c 2.45802 2.65827 -0.1565 0.0824
lam_c 2.47537 2.65655 -0.1435 -0.1613
lam_c 2.77627 2.65960 0.0822 0.2697
lam_c 1.66575 2.66462 -0.7507 0.9790
lam_c 2.66205 2.65436 -0.0035 -0.4702
lam_c 2.13246 2.64841 -0.4007 -1.3114
lam_c 1.55036 2.65026 -0.8372 -1.0494
lam_c 2.42722 2.64402 -0.1796 -1.9305
lam_c 3.11163 2.64416 0.3337 -1.9116
lam_c 2.14087 2.66358 -0.3943 0.8320
lam_c 3.23582 2.65696 0.4269 -0.1031
lam_c 3.43672 2.65620 0.5775 -0.2104
lam_c 1.37071 2.66575 -0.9720 1.1393
lam_c 1.90815 2.66084 -0.5689 0.4461
lam_c 2.08972 2.64755 -0.4327 -1.4323
lam_c 2.91280 2.65829 0.1846 0.0852
lam_c 2.63191 2.66239 -0.0261 0.6642
lam_c 2.84818 2.65973 0.1361 0.2889
lam_c 1.53013 2.66705 -0.8524 1.3231
lam_c 2.09896 2.66271 -0.4258 0.7097
lam_c 1.76213 2.66408 -0.6784 0.9033
lam_c 3.32265 2.65159 0.4920 -0.8616
lam_c 3.15595 2.65127 0.3670 -0.9066
lam_c 2.14637 2.65963 -0.3902 0.2751
lam_c 3.66978 2.64714 0.7523 -1.4904
lam_c 1.69500 2.66349 -0.7287 0.8205
lam_c 1.38086 2.66695 -0.9644 1.3086
lam_c 2.32895 2.65599 -0.2533 -0.2401
lam_c 3.11587 2.64180 0.3369 -2.2441
lam_c 3.85646 2.65748 0.8923 -0.0291
lam_c 2.68972 2.63670 0.0173 -2.9658
lam_c 1.69730 2.65260 -0.7270 -0.7181
lam_c 2.92632 2.63672 0.1947 -2.9625
lam_c 1.37815 2.66277 -0.9664 0.7187
lam_c 3.51478 2.65103 0.6361 -0.9402
lam_c 2.19314 2.65748 -0.3551 -0.0290
lam_c 1.60489 2.66468 -0.7963 0.9878
lam_c 1.73145 2.65792 -0.7014 0.0322
lam_c 3.54302 2.66350 0.6573 0.8217
lam_c 3.75047 2.66394 0.8129 0.8835
lam_c 1.82546 2.66785 -0.6309 1.4359
lam_c 3.99489 2.65221 0.9962 -0.7736
lam_c 3.62747 2.65352 0.7206 -0.5888
lam_c 2.21167 2.66354 -0.3412 0.8269
lam_c 1.46966 2.65867 -0.8978 0.1392
lam_c 1.73663 2.66281 -0.6975 0.7231
lam_c 2.49713 2.66017 -0.1272 0.3502
lam_c 1.88137 2.65868 -0.5890 0.1396
lam_c 1.81851 2.66273 -0.6361 0.7122
lam_c 2.06058 2.65635 -0.4546 -0.1889
lam_c 3.67370 2.63785 0.7553 -2.8026
lam_c 1.43053 2.66418 -0.9271 0.9169
lam_c 3.79322 2.65607 0.8449 -0.2287
lam_c 2.53136 2.66473 -0.1015 0.9954
lam_c 3.30133 2.66329 0.4760 0.7917
lam_c 2.69849 2.66231 0.0239 0.6539
lam_c 3.85439 2.65880 0.8908 0.1574
lam_c 1.81678 2.65922 -0.6374 0.2164
lam_c 2.01412 2.66053 -0.4894 0.4022
lam_c 2.68846 2.66517 0.0163 1.0576
lam_c 2.68696 2.65815 0.0152 0.0652
lam_c 2.21607 2.65871 -0.3379 0.1444
lam_c 2.14751 2.65448 -0.3894 -0.4534
lam_c 1.57104 2.66745 -0.8217 1.3794
lam_c 2.67252 2.65860 0.0044 0.1287
lam_c 3.54829 2.64993 0.6612 -1.0965
lam_c 3.64485 2.66458 0.7336 0.9734
lam_c 2.43920 2.65329 -0.1706 -0.6219
lam_c 3.94551 2.65620 0.9591 -0.2097
lam_c 3.91193 2.65234 0.9339 -0.7555
lam_c 2.18536 2.65099 -0.3610 -0.9467
lam_c 1.64412 2.66264 -0.7669 0.6999
lam_c 3.56197 2.65449 0.6715 -0.4520
lam_c 3.84194 2.65478 0.8815 -0.4101
lam_c 3.06441 2.65877 0.2983 0.1524
lam_c 3.90504 2.65016 0.9288 -1.0638
lam_c 2.60677 2.64684 -0.0449 -1.5329
lam_c 2.73016 2.65330 0.0476 -0.6200
lam_c 1.53091 2.66167 -0.8518 0.5629
lam_c 2.31995 2.66345 -0.2600 0.8146
lam_c 3.79897 2.64555 0.8492 -1.7146
lam_c 1.60876 2.66583 -0.7934 1.1504
lam_c 1.69996 2.66186 -0.7250 0.5895
lam_r 4.73852 8.99397 -0.9338 0.1621
lam_r 8.85081 8.92840 -0.0086 -0.8727
lam_r 9.80852 8.93592 0.2069 -0.7539
lam_r 9.17780 9.05832 0.0650 1.1774
lam_r 12.25776 8.87991 0.7580 -1.6377
lam_r 10.49430 9.05932 0.3612 1.1933
lam_r 10.10618 9.10138 0.2739 1.8569
lam_r 9.80187 8.90454 0.2054 -1.2490
lam_r 8.94178 8.98791 0.0119 0.0664
lam_r 5.10768 8.90682 -0.8508 -1.2131
lam_r 5.30976 8.97804 -0.8053 -0.0893
lam_r 10.16971 8.97153 0.2882 -0.1920
lam_r 6.32788 8.90017 -0.5762 -1.3180
lam_r 8.13680 8.98882 -0.1692 0.0808
lam_r 10.19868 9.04867 0.2947 1.0252
lam_r 9.77539 8.89403 0.1995 -1.4149
lam_r 6.61596 8.93163 -0.5114 -0.8216
lam_r 6.82049 9.04534 -0.4654 0.9726
lam_r 5.69404 8.91221 -0.7188 -1.1281
lam_r 10.33338 8.96518 0.3250 -0.2922
lam_r 10.84124 8.94333 0.4393 -0.6370
lam_r 5.61721 9.06798 -0.7361 1.3299
lam_r 6.85100 8.94423 -0.4585 -0.6227
lam_r 5.76633 8.92863 -0.7026 -0.8689
lam_r 9.88575 9.03959 0.2243 0.8819
lam_r 7.07656 8.98718 -0.4078 0.0549
lam_r 12.17625 8.92267 0.7397 -0.9630
lam_r 6.81097 9.06657 -0.4675 1.3076
lam_r 10.17205 8.97479 0.2887 -0.1406
lam_r 10.09810 9.01712 0.2721 0.5274
lam_r 12.81645 8.94690 0.8837 -0.5806
lam_r 10.87034 8.99734 0.4458 0.2152
lam_r 12.73784 8.90512 0.8660 -1.2399
lam_r 9.63818 9.08760 0.1686 1.6395
lam_r 4.47512 8.95973 -0.9931 -0.3782
lam_r 7.34581 9.00855 -0.3472 0.3921
lam_r 11.02689 9.00501 0.4810 0.3364
lam_r 7.49067 8.83726 -0.3146 -2.3108
lam_r 10.29293 9.09087 0.3159 1.6911
lam_r 5.48945 8.99366 -0.7649 0.1572
lam_r 10.19222 9.06816 0.2932 1.3327
lam_r 7.86803 8.93549 -0.2297 -0.7608
lam_r 12.85407 8.98388 0.8922 0.0029
lam_r 5.07851 8.92198 -0.8573 -0.9739
lam_r 7.64954 8.94401 -0.2789 -0.6263
lam_r 11.26622 9.01051 0.5349 0.4230
lam_r 7.93093 9.07570 -0.2155 1.4518
lam_r 8.55528 8.99287 -0.0751 0.1448
lam_r 7.41676 8.98739 -0.3312 0.0583
lam_r 5.31141 8.98926 -0.8049 0.0878
lam_r 7.29011 8.89349 -0.3597 -1.4235
lam_r 12.23694 8.94004 0.7533 -0.6889
lam_r 11.26499 9.01907 0.5346 0.5581
lam_r 7.19773 8.94461 -0.3805 -0.6167
lam_r 10.38653 9.06471 0.3370 1.2783
lam_r 11.50224 8.90433 0.5880 -1.2524
lam_r 11.52856 8.97139 0.5939 -0.1943
lam_r 4.93587 8.91611 -0.8894 -1.0665
lam_r 5.90308 9.02912 -0.6718 0.7168
lam_r 12.94434 9.01722 0.9125 0.5289
lam_r 6.93234 9.02837 -0.4402 0.7049
lam_r 11.36499 8.96853 0.5571 -0.2393
lam_r 10.04768 9.08077 0.2607 1.5317
lam_r 12.19736 8.98271 0.7444 -0.0156
lam_r 5.13935 8.92579 -0.8436 -0.9139
lam_r 12.74643 8.92285 0.8679 -0.9602
lam_r 12.23079 9.06847 0.7519 1.3376
lam_r 6.56388 9.04076 -0.5231 0.9004
lam_r 10.76389 9.07131 0.4219 1.3825
lam_r 4.49789 8.93373 -0.9880 -0.7885
lam_r 12.13656 8.96480 0.7307 -0.2982
lam_r 8.12919 9.08580 -0.1709 1.6111
lam_r 11.02659 9.08913 0.4810 1.6637
lam_r 11.51157 9.04512 0.5901 0.9691
lam_r 4.68084 8.97228 -0.9468 -0.1802
lam_r 12.28531 9.00303 0.7642 0.3050
lam_r 5.37764 8.91973 -0.7900 -1.0094
lam_r 5.82133 8.93494 -0.6902 -0.7694
lam_r 8.50092 9.03651 -0.0873 0.8333
lam_r 6.69731 8.88424 -0.4931 -1.5694
lam_r 10.20469 8.89327 0.2961 -1.4269
lam_r 6.13836 8.91461 -0.6189 -1.0902
lam_r 9.98213 8.95955 0.2460 -0.3810
lam_r 11.21451 9.04937 0.5233 1.0362
lam_r 13.01002 9.04388 0.9273 0.9496
lam_r 7.99443 9.09608 -0.2013 1.7733
lam_r 6.98669 9.03078 -0.4280 0.7429
lam_r 9.57883 8.95226 0.1552 -0.4960
lam_r 10.23402 9.03342 0.3027 0.7847
lam_r 12.64911 9.06882 0.8461 1.3432
lam_r 9.65061 8.89034 0.1714 -1.4731
lam_r 8.34200 9.03060 -0.1231 0.7401
lam_r 7.08995 9.03606 -0.4048 0.8263
lam_r 10.89074 8.98420 0.4504 0.0080
lam_r 10.11205 8.96969 0.2752 -0.2211
lam_r 5.08144 8.97670 -0.8567 -0.1104
lam_r 7.10480 8.85316 -0.4014 -2.0599
lam_r 5.93028 9.06320 -0.6657 1.2546
lam_r 8.84841 8.90621 -0.0091 -1.2227
lam_r 7.83211 8.93321 -0.2378 -0.7967
beta_c 0.85115 1.00853 -0.6824 -0.4495
beta_c 1.01305 1.00828 0.0598 -0.7451
beta_c 1.06950 1.00967 0.3186 0.8851
beta_c 0.93069 1.00946 -0.3178 0.6404
beta_c 1.14595 1.00597 0.6691 -3.4466
beta_c 0.82615 1.00929 -0.7970 0.4457
beta_c 0.80693 1.00967 -0.8851 0.8839
beta_c 1.09046 1.00756 0.4147 -1.5793
beta_c 1.02756 1.00988 0.1263 1.1310
beta_c 1.10985 1.00798 0.5036 -1.0880
beta_c 1.18967 1.00901 0.8695 0.1206
beta_c 1.00478 1.00848 0.0219 -0.5060
beta_c 1.13831 1.00847 0.6341 -0.5192
beta_c 1.06452 1.00951 0.2958 0.6951
beta_c 1.00620 1.00940 0.0284 0.5668
beta_c 1.00143 1.00930 0.0066 0.4583
beta_c 1.21462 1.00853 0.9839 -0.4496
beta_c 0.93270 1.00976 -0.3085 0.9885
beta_c 0.96713 1.00863 -0.1507 -0.3246
beta_c 0.98887 1.00870 -0.0510 -0.2474
beta_c 1.06099 1.00785 0.2796 -1.2401
beta_c 0.80846 1.01009 -0.8780 1.3785
beta_c 1.06618 1.00853 0.3034 -0.4424
beta_c 0.79860 1.00830 -0.9233 -0.7166
beta_c 0.94742 1.01035 -0.2410 1.6837
beta_c 0.97485 1.00994 -0.1153 1.2042
beta_c 1.02878 1.00799 0.1319 -1.0749
beta_c 1.03123 1.00986 0.1432 1.1062
beta_c 1.04518 1.00851 0.2071 -0.4760
beta_c 0.79256 1.00944 -0.9510 0.6158
beta_c 0.92520 1.00898 -0.3429 0.0789
beta_c 1.10388 1.00819 0.4762 -0.8511
beta_c 0.96388 1.00933 -0.1656 0.4915
beta_c 1.14236 1.00971 0.6526 0.9337
beta_c 1.01901 1.00879 0.0872 -0.1465
beta_c 1.03024 1.00929 0.1386 0.4482
beta_c 1.07702 1.00875 0.3531 -0.1878
beta_c 1.21068 1.00672 0.9658 -2.5696
beta_c 0.78357 1.01035 -0.9922 1.6833
beta_c 0.83364 1.00873 -0.7626 -0.2139
beta_c 0.82059 1.00964 -0.8225 0.8525
beta_c 0.87187 1.00917 -0.5874 0.3085
beta_c 0.79092 1.00954 -0.9585 0.7352
beta_c 1.21278 1.00920 0.9754 0.3385
beta_c 0.84735 1.00853 -0.6998 -0.4505
beta_c 0.98876 1.00941 -0.0515 0.5876
beta_c 1.16660 1.00960 0.7637 0.8030
beta_c 0.98872 1.00836 -0.0517 -0.6422
beta_c 0.88958 1.00997 -0.5062 1.2448
beta_c 0.90930 1.00940 -0.4158 0.5717
beta_c 0.96593 1.00827 -0.1562 -0.7490
beta_c 0.91600 1.00748 -0.3851 -1.6802
beta_c 0.98722 1.00984 -0.0586 1.0845
beta_c 0.96212 1.00845 -0.1737 -0.5453
beta_c 0.81736 1.00974 -0.8373 0.9741
beta_c 1.16321 1.00702 0.7482 -2.2196
beta_c 1.20466 1.00916 0.9382 0.2934
beta_c 1.02727 1.00861 0.1250 -0.3526
beta_c 0.82306 1.00950 -0.8112 0.6859
beta_c 1.17837 1.00856 0.8177 -0.4147
beta_c 0.94011 1.00853 -0.2745 -0.4457
beta_c 0.94834 1.00970 -0.2368 0.9177
beta_c 0.89327 1.00978 -0.4893 1.0143
beta_c 1.18713 1.00923 0.8578 0.3787
beta_c 1.08377 1.00926 0.3840 0.4035
beta_c 0.91314 1.00771 -0.3982 -1.4046
beta_c 0.94303 1.01017 -0.2612 1.4762
beta_c 0.96632 1.00945 -0.1544 0.6306
beta_c 0.94789 1.00970 -0.2389 0.9210
beta_c 1.07519 1.00878 0.3447 -0.1537
beta_c 1.19610 1.00854 0.8990 -0.4295
beta_c 0.80063 1.00974 -0.9140 0.9668
beta_c 1.15179 1.00982 0.6958 1.0649
beta_c 1.15237 1.00976 0.6985 0.9992
beta_c 0.87744 1.00793 -0.5619 -1.1495
beta_c 1.20863 1.00868 0.9564 -0.2756
beta_c 1.16408 1.00781 0.7522 -1.2912
beta_c 1.09712 1.00786 0.4452 -1.2342
beta_c 0.82852 1.00874 -0.7861 -0.1979
beta_c 0.97701 1.00919 -0.1054 0.3223
beta_c 1.11226 1.00682 0.5146 -2.4521
beta_c 1.02357 1.00829 0.1081 -0.7320
beta_c 0.80750 1.00872 -0.8825 -0.2254
beta_c 1.11512 1.00938 0.5277 0.5532
beta_c 0.96089 1.01017 -0.1793 1.4701
beta_c 0.87805 1.00973 -0.5591 0.9579
beta_c 0.93351 1.00857 -0.3048 -0.4055
beta_c 0.82708 1.00892 -0.7927 0.0151
beta_c 0.93942 1.00933 -0.2777 0.4943
beta_c 0.78864 1.00842 -0.9689 -0.5813
beta_c 1.21745 1.00797 0.9969 -1.0982
beta_c 0.84151 1.00883 -0.7266 -0.0913
beta_c 0.92976 1.00963 -0.3220 0.8381
beta_c 0.91314 1.01006 -0.3982 1.3399
beta_c 0.98235 1.00925 -0.0809 0.3957
beta_c 0.92979 1.00897 -0.3219 0.0715
beta_c 1.16898 1.00727 0.7747 -1.9247
beta_c 0.86353 1.00955 -0.6256 0.7526
beta_c 1.21687 1.00799 0.9942 -1.0837
beta_c 0.95312 1.00772 -0.2149 -1.3986
beta_r 1.14483 0.99979 0.9656 1.0558
beta_r 0.95042 0.98731 -0.3306 -0.8393
beta_r 0.87417 0.98459 -0.8389 -1.2523
beta_r 1.10003 1.00047 0.6669 1.1589
beta_r 0.89753 0.98483 -0.6831 -1.2157
beta_r 1.07284 0.99669 0.4856 0.5837
beta_r 1.11414 1.00084 0.7609 1.2148
beta_r 0.91525 0.98365 -0.5650 -1.3946
beta_r 0.94524 0.99056 -0.3651 -0.3468
beta_r 1.01924 0.99137 0.1283 -0.2233
beta_r 1.11072 0.99494 0.7382 0.3194
beta_r 1.10657 0.99997 0.7105 1.0829
beta_r 0.99594 0.99141 -0.0271 -0.2169
beta_r 1.01998 0.99326 0.1332 0.0644
beta_r 1.09101 0.99931 0.6067 0.9824
beta_r 0.89651 0.99028 -0.6899 -0.3883
beta_r 1.12951 0.99904 0.8634 0.9405
beta_r 1.10913 0.99831 0.7276 0.8300
beta_r 0.92014 0.98882 -0.5324 -0.6103
beta_r 1.03868 0.99327 0.2579 0.0645
beta_r 1.06969 0.99167 0.4646 -0.1781
beta_r 1.04431 0.99725 0.2954 0.6688
beta_r 0.87166 0.97865 -0.8556 -2.1546
beta_r 0.86855 0.97803 -0.8763 -2.2479
beta_r 0.91690 0.98726 -0.5540 -0.8464
beta_r 0.88141 0.98463 -0.7906 -1.2469
beta_r 0.99542 0.99113 -0.0306 -0.2593
beta_r 1.07121 0.99866 0.4747 0.8840
beta_r 1.02283 0.99197 0.1522 -0.1317
beta_r 1.12178 1.00258 0.8119 1.4793
beta_r 0.99712 0.99270 -0.0192 -0.0216
beta_r 0.98478 0.98586 -0.1015 -1.0601
beta_r 0.88822 0.98543 -0.7452 -1.1242
beta_r 1.13609 1.00651 0.9073 2.0757
beta_r 1.05175 0.99411 0.3450 0.1928
beta_r 1.14411 1.00384 0.9608 1.6702
beta_r 1.13041 0.99880 0.8694 0.9042
beta_r 0.87555 0.98731 -0.8297 -0.8398
beta_r 1.03103 0.99821 0.2068 0.8150
beta_r 0.99618 0.99079 -0.0255 -0.3115
beta_r 1.07629 1.00090 0.5086 1.2239
beta_r 0.86339 0.98324 -0.9107 -1.4575
beta_r 1.04777 0.99891 0.3185 0.9215
beta_r 1.03323 0.99765 0.2215 0.7303
beta_r 0.96199 0.98836 -0.2534 -0.6794
beta_r 0.88769 0.98695 -0.7487 -0.8945
beta_r 1.05576 0.99892 0.3718 0.9229
beta_r 0.86439 0.97656 -0.9041 -2.4713
beta_r 0.95127 0.99165 -0.3249 -0.1813
beta_r 0.85824 0.97818 -0.9451 -2.2253
beta_r 0.94219 0.98912 -0.3854 -0.5646
beta_r 0.92481 0.98369 -0.5013 -1.3892
beta_r 1.03575 0.99860 0.2383 0.8750
beta_r 1.05519 0.99615 0.3679 0.5020
beta_r 1.06239 0.99914 0.4160 0.9568
beta_r 0.97316 0.98740 -0.1790 -0.8257
beta_r 1.07628 0.99386 0.5085 0.1556
beta_r 1.04814 0.99662 0.3209 0.5734
beta_r 1.01030 0.99352 0.0687 0.1028
beta_r 1.08372 0.99326 0.5581 0.0630
beta_r 1.14150 1.00269 0.9433 1.4952
beta_r 0.99418 0.99468 -0.0388 0.2788
beta_r 1.13851 1.00564 0.9234 1.9437
beta_r 1.03702 0.99219 0.2468 -0.0980
beta_r 0.96607 0.99096 -0.2262 -0.2860
beta_r 0.99298 0.99040 -0.0468 -0.3701
beta_r 1.04658 1.00071 0.3105 1.1954
beta_r 0.94459 0.98410 -0.3694 -1.3262
beta_r 1.12689 1.00469 0.8460 1.7993
beta_r 0.96575 0.98828 -0.2283 -0.6929
beta_r 1.03747 0.99570 0.2498 0.4341
beta_r 1.10786 1.00237 0.7191 1.4471
beta_r 1.09887 1.00002 0.6591 1.0894
beta_r 1.05202 0.99820 0.3468 0.8134
beta_r 1.06422 0.99229 0.4281 -0.0841
beta_r 1.07708 0.99701 0.5139 0.6327
beta_r 1.02610 0.99142 0.1740 -0.2160
beta_r 0.97979 0.98689 -0.1347 -0.9026
beta_r 1.11955 0.99878 0.7970 0.9022
beta_r 0.89813 0.98642 -0.6791 -0.9751
beta_r 0.88860 0.98205 -0.7427 -1.6373
beta_r 0.94379 0.98700 -0.3748 -0.8873
beta_r 0.92042 0.98817 -0.5306 -0.7092
beta_r 1.14210 1.00106 0.9473 1.2484
beta_r 1.00918 0.99571 0.0612 0.4349
beta_r 1.11538 0.99824 0.7692 0.8202
beta_r 1.01573 0.99286 0.1049 0.0037
beta_r 0.91515 0.98851 -0.5657 -0.6568
beta_r 1.11250 1.00049 0.7500 1.1611
beta_r 1.11458 0.99659 0.7639 0.5688
beta_r 0.88713 0.98455 -0.7525 -1.2580
beta_r 1.07995 0.99504 0.5330 0.3343
beta_r 1.02060 0.99214 0.1373 -0.1064
beta_r 0.90381 0.98404 -0.6413 -1.3363
beta_r 0.95121 0.99028 -0.3253 -0.3880
beta_r 1.07022 0.99684 0.4681 0.6076
beta_r 0.90609 0.98437 -0.6260 -1.2866
beta_r 1.03218 0.99333 0.2145 0.0750
beta_r 1.00992 0.99225 0.0661 -0.0900
beta_r 1.00921 0.99024 0.0614 -0.3943
