t V gam alpha th Tc Tr thsp Tcc Trc lf gd
0.05 15.000 0.005 -4.945 -4.940 13.47 9.89 -3.909 12.87 9.62 1.005 0.000
0.15 14.994 0.059 -4.503 -4.445 13.18 9.48 -1.683 11.55 8.91 1.025 0.009
0.25 14.977 0.209 -3.857 -3.648 12.70 8.98 0.451 10.23 8.33 1.055 0.026
0.35 14.945 0.481 -3.106 -2.625 12.07 8.50 2.470 8.91 7.92 1.089 0.047
0.45 14.892 0.884 -2.323 -1.439 11.32 8.13 4.358 7.59 7.71 1.123 0.070
0.55 14.817 1.413 -1.558 -0.145 10.46 7.92 6.101 6.28 7.72 1.155 0.092
0.65 14.716 2.054 -0.847 1.208 9.52 7.91 7.686 4.98 7.96 1.181 0.112
0.75 14.589 2.788 -0.209 2.580 8.52 8.11 9.104 3.70 8.43 1.200 0.128
0.85 14.434 3.592 0.344 3.936 7.47 8.53 10.346 2.43 9.13 1.213 0.140
0.95 14.252 4.440 0.807 5.247 6.39 9.17 11.408 1.20 10.06 1.219 0.148
1.05 14.043 5.308 1.179 6.487 5.28 10.04 12.284 0.00 11.19 1.218 0.151
1.15 13.809 6.173 1.463 7.636 4.32 11.11 12.980 0.00 12.52 1.211 0.151
1.25 13.554 7.013 1.667 8.680 3.54 12.36 13.514 0.00 14.01 1.199 0.146
1.35 13.281 7.811 1.799 9.610 2.90 13.78 13.890 0.00 15.63 1.184 0.139
1.45 12.993 8.553 1.865 10.419 2.37 15.35 14.119 0.00 17.37 1.166 0.129
1.55 12.696 9.201 1.519 10.720 2.01 16.27 10.180 0.75 16.48 1.122 0.118
1.65 12.403 9.526 0.422 9.948 1.88 15.87 6.478 1.09 15.85 1.033 0.055
1.75 12.119 9.547 -0.221 9.326 1.63 16.57 6.530 0.33 17.69 0.981 0.003
1.85 11.844 9.381 -0.558 8.822 1.34 17.81 6.549 0.00 19.49 0.950 -0.030
1.95 11.577 9.097 -0.687 8.409 1.09 19.30 6.541 0.00 21.24 0.932 -0.050
2.05 11.319 8.741 -0.674 8.066 0.90 20.91 6.506 0.00 22.96 0.922 -0.063
2.15 11.070 8.341 -0.566 7.775 0.73 22.56 6.442 0.00 24.66 0.917 -0.070
2.25 10.831 7.918 -0.397 7.521 0.60 24.22 6.350 0.00 26.32 0.916 -0.074
2.35 10.600 7.483 -0.191 7.292 0.49 25.88 6.229 0.00 27.97 0.917 -0.076
2.45 10.378 7.047 0.032 7.079 0.40 27.53 6.080 0.00 29.61 0.919 -0.076
2.55 10.165 6.615 0.259 6.874 0.33 29.16 5.906 0.00 31.22 0.922 -0.076
2.65 9.960 6.192 0.479 6.672 0.27 30.78 5.708 0.00 32.82 0.925 -0.074
2.75 9.762 5.782 0.685 6.467 0.22 32.39 5.488 0.00 34.41 0.929 -0.072
2.85 9.573 5.386 0.871 6.257 0.18 33.97 5.250 0.00 35.97 0.933 -0.069
2.95 9.391 5.007 1.032 6.039 0.15 35.54 4.995 0.00 37.52 0.938 -0.066
3.05 9.216 4.646 1.166 5.813 0.12 37.09 4.726 0.00 39.04 0.942 -0.063
3.15 9.048 4.305 1.272 5.577 0.10 38.62 4.447 0.00 40.54 0.946 -0.060
3.25 8.887 3.985 1.348 5.333 0.08 40.12 4.159 0.00 42.00 0.951 -0.056
3.35 8.733 3.685 1.394 5.080 0.07 41.59 3.866 0.00 43.44 0.955 -0.052
3.45 8.586 3.408 1.411 4.819 0.05 43.03 3.570 0.00 44.84 0.959 -0.049
3.55 8.445 3.153 1.398 4.551 0.04 44.43 3.273 0.00 46.20 0.963 -0.045
3.65 8.310 2.921 1.357 4.279 0.04 45.80 2.977 0.00 47.52 0.967 -0.041
3.75 8.181 2.712 1.290 4.002 0.03 47.13 2.685 0.00 48.79 0.971 -0.037
3.85 8.059 2.526 1.197 3.724 0.02 48.41 2.397 0.00 50.02 0.975 -0.033
3.95 7.942 2.363 1.081 3.444 0.02 49.65 2.117 0.00 51.20 0.978 -0.029
4.05 7.831 2.223 0.943 3.166 0.02 50.84 1.845 0.00 52.33 0.982 -0.025
4.15 7.725 2.104 0.786 2.890 0.01 51.98 1.582 0.00 53.40 0.985 -0.021
4.25 7.625 2.006 0.612 2.618 0.01 53.06 1.331 0.00 54.42 0.988 -0.017
4.35 7.530 1.928 0.423 2.352 0.01 54.10 1.091 0.00 55.38 0.991 -0.014
4.45 7.440 1.869 0.222 2.091 0.01 55.07 0.863 0.00 56.29 0.993 -0.010
4.55 7.355 1.828 0.011 1.839 0.01 56.00 0.649 0.00 57.15 0.996 -0.007
4.65 7.275 1.803 -0.207 1.595 0.00 56.86 0.448 0.00 57.94 0.998 -0.005
4.75 7.199 1.792 -0.431 1.362 0.00 57.68 0.262 0.00 58.68 0.999 -0.002
4.85 7.128 1.795 -0.656 1.138 0.00 58.43 0.089 0.00 59.37 1.001 0.000
4.95 7.060 1.808 -0.882 0.926 0.00 59.13 -0.070 0.00 60.00 1.002 0.002
5.05 6.997 1.831 -1.106 0.725 0.00 59.78 -0.215 0.00 60.58 1.003 0.004
5.15 6.937 1.862 -1.325 0.537 0.00 60.38 -0.346 0.00 61.11 1.004 0.005
5.25 6.881 1.899 -1.539 0.360 0.00 60.92 -0.464 0.00 61.60 1.005 0.006
5.35 6.828 1.940 -1.744 0.196 0.00 61.42 -0.570 0.00 62.04 1.005 0.007
5.45 6.778 1.985 -1.941 0.044 0.00 61.88 -0.664 0.00 62.43 1.005 0.008
5.55 6.731 2.031 -2.127 -0.096 0.00 62.29 -0.747 0.00 62.79 1.005 0.008
5.65 6.687 2.077 -2.301 -0.224 0.00 62.65 -0.820 0.00 63.11 1.005 0.008
5.75 6.645 2.122 -2.463 -0.341 0.00 62.99 -0.883 0.00 63.40 1.005 0.008
5.85 6.605 2.165 -2.612 -0.447 0.00 63.28 -0.938 0.00 63.65 1.005 0.007
5.95 6.567 2.205 -2.748 -0.542 0.00 63.55 -0.985 0.00 63.88 1.004 0.007
