t V gam alpha th thsp Tcc Trc lf alt
18.69 14.459 -2.458 -5.944 -8.402 -8.608 9.31 33.72 1.1980 46.06
18.71 14.451 -2.489 -5.881 -8.371 -8.608 9.31 33.72 1.2001 46.05
18.73 14.622 -2.524 -5.895 -8.419 -8.608 9.31 33.72 1.2178 46.03
18.75 14.708 -2.590 -5.787 -8.376 -8.598 9.30 33.64 1.2330 46.03
18.77 14.751 -2.540 -5.846 -8.386 -8.598 9.30 33.64 1.2340 46.01
18.79 14.773 -2.547 -5.813 -8.360 -8.598 9.30 33.64 1.2380 46.00
18.81 14.783 -2.616 -5.832 -8.448 -8.584 9.30 33.56 1.2378 45.99
18.83 14.901 -2.586 -5.859 -8.444 -8.584 9.30 33.56 1.2491 45.98
18.85 14.961 -2.568 -5.913 -8.481 -8.584 9.30 33.56 1.2522 45.97
18.87 14.990 -2.560 -5.946 -8.506 -8.565 9.28 33.48 1.2532 45.95
18.89 15.005 -2.590 -5.940 -8.530 -8.565 9.28 33.48 1.2549 45.94
18.91 15.012 -2.593 -5.941 -8.534 -8.565 9.28 33.48 1.2553 45.93
18.93 15.018 -2.557 -6.006 -8.563 -8.544 9.27 33.38 1.2517 45.92
18.95 15.021 -2.611 -5.953 -8.564 -8.544 9.27 33.38 1.2549 45.91
18.97 15.022 -2.639 -5.876 -8.515 -8.544 9.27 33.38 1.2593 45.89
18.99 15.023 -2.671 -5.843 -8.514 -8.524 9.26 33.30 1.2609 45.88
19.01 15.024 -2.618 -5.864 -8.482 -8.524 9.26 33.30 1.2593 45.87
19.03 14.800 -2.641 -5.844 -8.485 -8.524 9.26 33.30 1.2352 45.86
19.05 14.689 -2.604 -5.866 -8.471 -8.511 9.25 33.22 1.2212 45.84
19.07 14.633 -2.589 -5.839 -8.429 -8.511 9.25 33.22 1.2162 45.83
19.09 14.605 -2.500 -5.928 -8.427 -8.511 9.25 33.22 1.2078 45.82
19.11 14.591 -2.406 -6.059 -8.465 -8.496 9.25 33.14 1.1985 45.81
19.13 14.714 -2.402 -6.045 -8.447 -8.496 9.25 33.14 1.2123 45.80
19.15 14.776 -2.383 -6.074 -8.457 -8.496 9.25 33.14 1.2170 45.79
19.17 14.807 -2.369 -6.068 -8.437 -8.476 9.24 33.05 1.2203 45.78
19.19 14.822 -2.370 -6.066 -8.437 -8.476 9.24 33.05 1.2218 45.77
19.21 14.830 -2.437 -5.976 -8.413 -8.476 9.24 33.05 1.2275 45.76
19.23 14.861 -2.388 -6.010 -8.399 -8.456 9.23 32.96 1.2286 45.74
19.25 14.877 -2.446 -5.941 -8.387 -8.456 9.23 32.96 1.2340 45.73
19.27 14.885 -2.434 -5.927 -8.360 -8.435 9.22 32.87 1.2354 45.72
19.29 14.889 -2.396 -5.948 -8.344 -8.435 9.22 32.87 1.2341 45.71
19.31 14.891 -2.357 -5.986 -8.343 -8.435 9.22 32.87 1.2317 45.70
19.33 14.966 -2.355 -6.041 -8.396 -8.412 9.20 32.78 1.2364 45.69
19.35 15.003 -2.357 -5.974 -8.330 -8.412 9.20 32.78 1.2441 45.68
19.37 15.022 -2.353 -5.961 -8.314 -8.412 9.20 32.78 1.2465 45.67
19.39 15.031 -2.435 -5.886 -8.321 -8.387 9.19 32.68 1.2517 45.66
19.41 15.036 -2.495 -5.785 -8.280 -8.387 9.19 32.68 1.2578 45.65
19.43 14.879 -2.499 -5.771 -8.270 -8.387 9.19 32.68 1.2405 45.64
19.45 14.800 -2.547 -5.687 -8.234 -8.372 9.17 32.61 1.2362 45.62
19.47 14.761 -2.580 -5.611 -8.191 -8.372 9.17 32.61 1.2358 45.62
19.49 14.741 -2.650 -5.552 -8.203 -8.372 9.17 32.61 1.2366 45.60
19.51 14.731 -2.640 -5.645 -8.285 -8.358 9.16 32.54 1.2298 45.59
19.53 14.727 -2.674 -5.697 -8.371 -8.358 9.16 32.54 1.2262 45.58
19.55 14.725 -2.645 -5.774 -8.419 -8.358 9.16 32.54 1.2212 45.57
19.57 14.724 -2.580 -5.761 -8.340 -8.342 9.15 32.46 1.2215 45.55
19.59 14.724 -2.506 -5.846 -8.352 -8.342 9.15 32.46 1.2161 45.55
19.61 14.724 -2.449 -5.887 -8.337 -8.342 9.15 32.46 1.2134 45.53
19.63 14.730 -2.410 -5.885 -8.294 -8.324 9.14 32.38 1.2139 45.53
19.65 14.733 -2.432 -5.818 -8.250 -8.324 9.14 32.38 1.2176 45.51
19.67 14.734 -2.436 -5.773 -8.209 -8.324 9.14 32.38 1.2200 45.50
19.69 14.735 -2.444 -5.767 -8.211 -8.308 9.13 32.31 1.2201 45.49
19.71 14.735 -2.383 -5.789 -8.172 -8.308 9.13 32.31 1.2186 45.49
19.73 14.793 -2.342 -5.851 -8.193 -8.308 9.13 32.31 1.2211 45.48
19.75 14.822 -2.389 -5.784 -8.173 -8.289 9.12 32.23 1.2279 45.47
19.77 14.837 -2.313 -5.817 -8.130 -8.289 9.12 32.23 1.2272 45.46
19.79 14.844 -2.340 -5.747 -8.087 -8.289 9.12 32.23 1.2318 45.45
19.81 14.848 -2.338 -5.705 -8.043 -8.270 9.10 32.15 1.2343 45.44
19.83 14.920 -2.292 -5.795 -8.087 -8.270 9.10 32.15 1.2367 45.43
19.85 14.955 -2.250 -5.817 -8.067 -8.270 9.10 32.15 1.2391 45.42
19.87 14.973 -2.228 -5.881 -8.109 -8.246 9.09 32.07 1.2371 45.42
19.89 14.982 -2.238 -5.846 -8.084 -8.246 9.09 32.07 1.2398 45.41
19.91 14.987 -2.236 -5.804 -8.040 -8.246 9.09 32.07 1.2424 45.39
19.93 14.919 -2.233 -5.809 -8.043 -8.225 9.07 31.99 1.2342 45.39
19.95 14.886 -2.246 -5.801 -8.047 -8.225 9.07 31.99 1.2305 45.37
19.97 14.869 -2.260 -5.736 -7.996 -8.205 9.05 31.91 1.2321 45.37
19.99 14.860 -2.300 -5.632 -7.932 -8.205 9.05 31.91 1.2368 45.36
20.01 14.856 -2.307 -5.680 -7.987 -8.205 9.05 31.91 1.2332 45.34
20.03 14.825 -2.320 -5.636 -7.956 -8.187 9.03 31.84 1.2320 45.33
20.05 14.810 -2.294 -5.653 -7.947 -8.187 9.03 31.84 1.2289 45.32
20.07 14.802 -2.275 -5.633 -7.909 -8.187 9.03 31.84 1.2288 45.31
20.09 14.798 -2.314 -5.562 -7.877 -8.170 9.02 31.77 1.2321 45.30
20.11 14.797 -2.276 -5.544 -7.820 -8.170 9.02 31.77 1.2325 45.29
20.13 14.756 -2.223 -5.660 -7.883 -8.170 9.02 31.77 1.2210 45.28
20.15 14.736 -2.173 -5.750 -7.923 -8.154 9.00 31.70 1.2133 45.26
20.17 14.726 -2.049 -5.926 -7.975 -8.154 9.00 31.70 1.2018 45.26
20.19 14.721 -2.043 -5.887 -7.929 -8.154 9.00 31.70 1.2031 45.25
20.21 14.946 -1.999 -5.950 -7.949 -8.129 8.98 31.61 1.2241 45.24
20.23 15.059 -2.058 -5.895 -7.953 -8.129 8.98 31.61 1.2396 45.23
20.25 15.115 -2.110 -5.807 -7.917 -8.129 8.98 31.61 1.2510 45.22
20.27 15.143 -2.102 -5.793 -7.896 -8.102 8.96 31.52 1.2547 45.21
20.29 15.157 -2.124 -5.704 -7.827 -8.102 8.96 31.52 1.2613 45.20
20.31 15.165 -2.160 -5.723 -7.883 -8.102 8.96 31.52 1.2606 45.19
20.33 14.895 -2.110 -5.741 -7.850 -8.081 8.94 31.45 1.2286 45.17
20.35 14.760 -2.150 -5.760 -7.909 -8.081 8.94 31.45 1.2121 45.16
20.37 14.693 -2.185 -5.713 -7.898 -8.066 8.93 31.38 1.2069 45.15
20.39 14.659 -2.200 -5.695 -7.894 -8.066 8.93 31.38 1.2039 45.14
20.41 14.642 -2.195 -5.690 -7.885 -8.066 8.93 31.38 1.2019 45.13
20.43 14.788 -2.207 -5.713 -7.920 -8.048 8.91 31.32 1.2166 45.12
20.45 14.861 -2.257 -5.672 -7.929 -8.048 8.91 31.32 1.2268 45.10
20.47 14.897 -2.267 -5.682 -7.950 -8.048 8.91 31.32 1.2301 45.09
20.49 14.916 -2.315 -5.632 -7.947 -8.029 8.89 31.25 1.2348 45.08
20.51 14.925 -2.332 -5.660 -7.992 -8.029 8.89 31.25 1.2338 45.07
20.53 14.858 -2.322 -5.744 -8.066 -8.029 8.89 31.25 1.2211 45.06
20.55 14.824 -2.366 -5.680 -8.045 -8.009 8.88 31.18 1.2208 45.05
20.57 14.808 -2.468 -5.556 -8.023 -8.009 8.88 31.18 1.2258 45.03
20.59 14.799 -2.436 -5.553 -7.989 -7.994 8.86 31.13 1.2247 45.03
20.61 14.795 -2.413 -5.573 -7.986 -7.994 8.86 31.13 1.2227 45.01
20.63 14.836 -2.450 -5.537 -7.987 -7.994 8.86 31.13 1.2292 45.00
20.65 14.857 -2.499 -5.465 -7.964 -7.978 8.84 31.08 1.2354 44.99
20.67 14.867 -2.460 -5.475 -7.935 -7.978 8.84 31.08 1.2357 44.98
20.69 14.872 -2.448 -5.435 -7.883 -7.978 8.84 31.08 1.2383 44.97
20.71 14.875 -2.431 -5.466 -7.897 -7.963 8.82 31.02 1.2366 44.96
20.73 14.890 -2.412 -5.534 -7.946 -7.963 8.82 31.02 1.2341 44.95
20.75 14.898 -2.415 -5.530 -7.945 -7.963 8.82 31.02 1.2351 44.94
20.77 14.902 -2.476 -5.503 -7.979 -7.946 8.80 30.97 1.2369 44.93
20.79 14.904 -2.460 -5.528 -7.988 -7.946 8.80 30.97 1.2353 44.92
20.81 14.905 -2.445 -5.516 -7.961 -7.946 8.80 30.97 1.2359 44.91
20.83 14.946 -2.478 -5.537 -8.015 -7.928 8.78 30.91 1.2392 44.90
20.85 14.967 -2.434 -5.548 -7.982 -7.928 8.78 30.91 1.2405 44.89
20.87 14.977 -2.433 -5.553 -7.986 -7.928 8.78 30.91 1.2412 44.88
20.89 14.982 -2.443 -5.518 -7.961 -7.909 8.76 30.86 1.2436 44.87
20.91 14.984 -2.492 -5.452 -7.943 -7.909 8.76 30.86 1.2476 44.86
20.93 15.097 -2.501 -5.512 -8.012 -7.909 8.76 30.86 1.2568 44.84
20.95 15.153 -2.593 -5.408 -8.001 -7.888 8.73 30.81 1.2694 44.84
20.97 15.181 -2.564 -5.427 -7.991 -7.888 8.73 30.81 1.2713 44.82
20.99 15.195 -2.537 -5.447 -7.984 -7.888 8.73 30.81 1.2715 44.81
21.01 15.202 -2.570 -5.464 -8.034 -7.864 8.70 30.75 1.2711 44.80
21.03 15.097 -2.557 -5.472 -8.028 -7.864 8.70 30.75 1.2582 44.79
21.05 15.045 -2.596 -5.428 -8.024 -7.864 8.70 30.75 1.2545 44.78
21.07 15.019 -2.603 -5.438 -8.041 -7.845 8.68 30.70 1.2506 44.77
21.09 15.006 -2.599 -5.435 -8.034 -7.845 8.68 30.70 1.2491 44.75
21.11 14.999 -2.550 -5.476 -8.027 -7.826 8.65 30.65 1.2456 44.74
21.13 14.920 -2.587 -5.478 -8.065 -7.826 8.65 30.65 1.2362 44.73
21.15 14.880 -2.630 -5.397 -8.028 -7.826 8.65 30.65 1.2361 44.72
21.17 14.860 -2.613 -5.423 -8.036 -7.811 8.63 30.61 1.2321 44.70
21.19 14.850 -2.709 -5.295 -8.004 -7.811 8.63 30.61 1.2382 44.69
21.21 14.845 -2.707 -5.293 -8.000 -7.811 8.63 30.61 1.2375 44.68
21.23 14.912 -2.682 -5.319 -8.001 -7.797 8.61 30.57 1.2435 44.67
21.25 14.946 -2.614 -5.338 -7.953 -7.797 8.61 30.57 1.2460 44.65
21.27 14.962 -2.557 -5.319 -7.876 -7.797 8.61 30.57 1.2489 44.64
21.29 14.971 -2.478 -5.402 -7.880 -7.780 8.58 30.53 1.2447 44.63
21.31 14.975 -2.434 -5.433 -7.867 -7.780 8.58 30.53 1.2432 44.62
21.33 15.072 -2.450 -5.371 -7.822 -7.780 8.58 30.53 1.2579 44.61
21.35 15.121 -2.457 -5.404 -7.861 -7.760 8.55 30.49 1.2615 44.60
21.37 15.146 -2.428 -5.414 -7.842 -7.760 8.55 30.49 1.2635 44.59
21.39 15.158 -2.337 -5.453 -7.790 -7.738 8.52 30.43 1.2624 44.58
21.41 15.164 -2.358 -5.446 -7.804 -7.738 8.52 30.43 1.2633 44.57
21.43 15.037 -2.316 -5.484 -7.800 -7.738 8.52 30.43 1.2461 44.56
21.45 14.974 -2.298 -5.501 -7.798 -7.720 8.50 30.39 1.2377 44.55
21.47 14.943 -2.330 -5.475 -7.805 -7.720 8.50 30.39 1.2353 44.54
21.49 14.927 -2.325 -5.435 -7.761 -7.720 8.50 30.39 1.2356 44.53
21.51 14.919 -2.330 -5.432 -7.761 -7.704 8.47 30.35 1.2347 44.52
21.53 14.985 -2.310 -5.456 -7.766 -7.704 8.47 30.35 1.2407 44.51
21.55 15.018 -2.285 -5.442 -7.728 -7.704 8.47 30.35 1.2451 44.50
