t V gam alpha th thsp Tcc Trc lf alt
0.01 6.115 -2.676 2.465 -0.211 -0.955 2.09 64.16 1.0232 49.87
0.03 6.290 -2.617 2.432 -0.184 -0.955 2.09 64.16 1.0370 49.87
0.05 6.377 -2.645 2.537 -0.108 -0.955 2.09 64.16 1.0460 49.86
0.07 6.421 -2.492 2.312 -0.180 -1.898 2.61 65.12 1.0489 49.86
0.09 6.443 -2.397 2.308 -0.089 -1.898 2.61 65.12 1.0529 49.85
0.11 6.454 -2.504 2.371 -0.132 -1.898 2.61 65.12 1.0567 49.85
0.13 6.248 -2.306 2.143 -0.162 -2.820 3.14 65.99 1.0418 49.85
0.15 6.144 -2.329 2.179 -0.149 -2.820 3.14 65.99 1.0378 49.84
0.17 6.093 -2.421 2.273 -0.147 -2.820 3.14 65.99 1.0378 49.84
0.19 6.067 -2.396 2.234 -0.162 -3.729 3.66 66.89 1.0386 49.83
0.21 6.054 -2.039 1.837 -0.202 -3.729 3.66 66.89 1.0373 49.83
0.23 6.135 -2.138 1.928 -0.210 -3.729 3.66 66.89 1.0467 49.83
0.25 6.175 -1.960 1.698 -0.262 -4.604 4.17 67.69 1.0505 49.83
0.27 6.195 -1.811 1.473 -0.338 -4.604 4.17 67.69 1.0531 49.83
0.29 6.205 -1.710 1.244 -0.466 -4.604 4.17 67.69 1.0545 49.83
0.31 6.210 -1.698 1.076 -0.622 -5.436 4.67 68.33 1.0564 49.83
0.33 6.251 -1.568 0.798 -0.770 -5.436 4.67 68.33 1.0596 49.82
0.35 6.271 -1.451 0.462 -0.989 -5.436 4.67 68.33 1.0604 49.82
0.37 6.282 -1.246 -0.001 -1.246 -6.205 5.16 68.77 1.0591 49.82
0.39 6.287 -1.155 -0.302 -1.457 -6.205 5.16 68.77 1.0591 49.82
0.41 6.289 -1.064 -0.637 -1.701 -6.205 5.16 68.77 1.0581 49.82
0.43 6.163 -1.071 -0.958 -2.029 -6.891 5.64 68.97 1.0492 49.82
0.45 6.099 -0.812 -1.462 -2.274 -6.891 5.64 68.97 1.0423 49.82
0.47 6.068 -0.653 -2.031 -2.683 -7.492 6.10 68.96 1.0364 49.83
0.49 6.052 -0.535 -2.483 -3.018 -7.492 6.10 68.96 1.0324 49.83
0.51 6.044 -0.556 -2.708 -3.264 -7.492 6.10 68.96 1.0310 49.83
0.53 6.093 -0.525 -3.101 -3.626 -8.020 6.54 68.86 1.0306 49.83
0.55 6.117 -0.492 -3.473 -3.965 -8.020 6.54 68.86 1.0287 49.83
0.57 6.129 -0.499 -3.756 -4.255 -8.020 6.54 68.86 1.0270 49.83
0.59 6.135 -0.664 -4.003 -4.667 -8.484 6.96 68.71 1.0251 49.84
0.61 6.138 -0.780 -4.213 -4.993 -8.484 6.96 68.71 1.0232 49.84
0.63 6.130 -0.576 -4.708 -5.284 -8.484 6.96 68.71 1.0174 49.84
0.65 6.127 -0.349 -5.274 -5.624 -8.884 7.36 68.50 1.0106 49.84
0.67 6.125 -0.390 -5.524 -5.914 -8.884 7.36 68.50 1.0074 49.84
0.69 6.124 -0.638 -5.566 -6.204 -9.230 7.74 68.30 1.0068 49.84
0.71 6.123 -0.635 -5.868 -6.504 -9.230 7.74 68.30 1.0027 49.85
0.73 6.448 -0.612 -6.102 -6.713 -9.230 7.74 68.30 1.0145 49.85
0.75 6.610 -0.547 -6.498 -7.045 -9.516 8.09 68.09 1.0165 49.85
0.77 6.691 -0.720 -6.529 -7.250 -9.516 8.09 68.09 1.0192 49.85
0.79 6.731 -0.746 -6.701 -7.447 -9.516 8.09 68.09 1.0180 49.85
0.81 6.752 -0.752 -6.901 -7.653 -9.748 8.42 67.88 1.0155 49.85
0.83 6.633 -0.753 -7.066 -7.819 -9.748 8.42 67.88 1.0068 49.85
0.85 6.574 -0.912 -7.046 -7.959 -9.748 8.42 67.88 1.0036 49.85
0.87 6.545 -1.085 -7.027 -8.112 -9.931 8.71 67.68 1.0017 49.85
0.89 6.530 -1.381 -6.851 -8.233 -9.931 8.71 67.68 1.0026 49.85
0.91 6.522 -1.669 -6.657 -8.326 -9.931 8.71 67.68 1.0042 49.85
0.93 6.674 -1.999 -6.364 -8.364 -10.054 8.96 67.51 1.0147 49.85
0.95 6.750 -2.095 -6.310 -8.405 -10.054 8.96 67.51 1.0183 49.85
0.97 6.788 -2.298 -6.141 -8.439 -10.054 8.96 67.51 1.0219 49.84
0.99 6.807 -2.399 -6.023 -8.422 -10.123 9.17 67.34 1.0237 49.84
1.01 6.816 -2.585 -5.918 -8.504 -10.123 9.17 67.34 1.0249 49.83
1.03 6.963 -2.715 -5.758 -8.473 -10.123 9.17 67.34 1.0342 49.83
1.05 7.036 -2.765 -5.702 -8.467 -10.144 9.32 67.16 1.0381 49.82
1.07 7.073 -2.845 -5.567 -8.412 -10.144 9.32 67.16 1.0413 49.81
1.09 7.091 -2.959 -5.408 -8.367 -10.144 9.32 67.16 1.0440 49.81
1.11 7.101 -3.007 -5.370 -8.377 -10.130 9.42 66.99 1.0443 49.80
1.13 6.993 -3.163 -5.184 -8.347 -10.130 9.42 66.99 1.0405 49.80
1.15 6.939 -3.392 -4.987 -8.378 -10.130 9.42 66.99 1.0399 49.79
1.17 6.912 -3.256 -5.088 -8.344 -10.097 9.50 66.81 1.0359 49.78
1.19 6.898 -3.272 -5.028 -8.300 -10.097 9.50 66.81 1.0352 49.78
1.21 6.891 -3.308 -5.030 -8.337 -10.097 9.50 66.81 1.0341 49.77
1.23 7.163 -3.340 -4.997 -8.337 -10.045 9.54 66.61 1.0489 49.77
1.25 7.299 -3.296 -5.043 -8.339 -10.045 9.54 66.61 1.0550 49.76
1.27 7.367 -3.045 -5.266 -8.311 -9.980 9.56 66.39 1.0541 49.76
1.29 7.401 -2.967 -5.378 -8.345 -9.980 9.56 66.39 1.0531 49.75
1.31 7.418 -3.100 -5.231 -8.331 -9.980 9.56 66.39 1.0557 49.75
1.33 7.506 -2.881 -5.477 -8.358 -9.907 9.56 66.15 1.0556 49.74
1.35 7.550 -2.943 -5.412 -8.356 -9.907 9.56 66.15 1.0582 49.74
1.37 7.572 -2.987 -5.339 -8.326 -9.907 9.56 66.15 1.0599 49.74
1.39 7.584 -3.023 -5.342 -8.365 -9.831 9.54 65.91 1.0594 49.73
1.41 7.589 -3.207 -5.178 -8.385 -9.831 9.54 65.91 1.0617 49.72
1.43 7.730 -3.325 -5.091 -8.416 -9.831 9.54 65.91 1.0709 49.72
1.45 7.801 -3.426 -5.015 -8.441 -9.753 9.51 65.67 1.0756 49.71
1.47 7.836 -3.381 -5.108 -8.489 -9.753 9.51 65.67 1.0749 49.70
1.49 7.854 -3.438 -5.110 -8.549 -9.675 9.47 65.42 1.0750 49.70
1.51 7.863 -3.371 -5.161 -8.532 -9.675 9.47 65.42 1.0733 49.69
1.53 7.873 -3.407 -5.147 -8.554 -9.675 9.47 65.42 1.0731 49.69
1.55 7.878 -3.415 -5.169 -8.585 -9.596 9.43 65.16 1.0718 49.68
1.57 7.880 -3.358 -5.178 -8.536 -9.596 9.43 65.16 1.0705 49.67
1.59 7.882 -3.520 -5.022 -8.542 -9.596 9.43 65.16 1.0726 49.67
1.61 7.882 -3.576 -4.928 -8.504 -9.518 9.38 64.91 1.0733 49.66
1.63 7.782 -3.523 -5.019 -8.541 -9.518 9.38 64.91 1.0641 49.65
1.65 7.731 -3.590 -4.953 -8.543 -9.518 9.38 64.91 1.0612 49.64
1.67 7.706 -3.585 -4.944 -8.529 -9.442 9.33 64.66 1.0587 49.63
1.69 7.694 -3.511 -5.053 -8.563 -9.442 9.33 64.66 1.0547 49.62
1.71 7.687 -3.476 -5.026 -8.502 -9.366 9.27 64.40 1.0537 49.62
1.73 7.822 -3.392 -5.101 -8.493 -9.366 9.27 64.40 1.0591 49.61
1.75 7.889 -3.294 -5.183 -8.477 -9.366 9.27 64.40 1.0605 49.60
1.77 7.922 -3.239 -5.198 -8.437 -9.288 9.21 64.13 1.0610 49.59
1.79 7.939 -3.395 -5.014 -8.410 -9.288 9.21 64.13 1.0644 49.59
1.81 7.947 -3.308 -5.024 -8.332 -9.288 9.21 64.13 1.0635 49.58
1.83 8.134 -3.288 -4.960 -8.249 -9.211 9.15 63.86 1.0754 49.57
1.85 8.227 -3.302 -4.896 -8.198 -9.211 9.15 63.86 1.0814 49.57
1.87 8.273 -3.376 -4.852 -8.227 -9.211 9.15 63.86 1.0844 49.56
1.89 8.296 -3.376 -4.795 -8.171 -9.135 9.08 63.59 1.0859 49.55
1.91 8.308 -3.439 -4.687 -8.125 -9.135 9.08 63.59 1.0877 49.55
1.93 8.460 -3.485 -4.605 -8.090 -9.062 9.01 63.33 1.0987 49.54
1.95 8.537 -3.456 -4.626 -8.082 -9.062 9.01 63.33 1.1021 49.53
1.97 8.575 -3.392 -4.694 -8.086 -9.062 9.01 63.33 1.1020 49.52
1.99 8.594 -3.314 -4.769 -8.082 -8.988 8.94 63.06 1.1004 49.52
2.01 8.603 -3.284 -4.798 -8.082 -8.988 8.94 63.06 1.0991 49.51
2.03 8.730 -3.296 -4.766 -8.063 -8.988 8.94 63.06 1.1074 49.50
2.05 8.793 -3.199 -4.804 -8.003 -8.915 8.88 62.79 1.1097 49.50
2.07 8.824 -3.161 -4.797 -7.957 -8.915 8.88 62.79 1.1108 49.49
2.09 8.840 -3.108 -4.787 -7.895 -8.842 8.81 62.52 1.1109 49.48
2.11 8.848 -2.945 -4.954 -7.899 -8.842 8.81 62.52 1.1061 49.48
2.13 8.756 -2.934 -4.975 -7.909 -8.842 8.81 62.52 1.0980 49.47
2.15 8.710 -2.846 -5.016 -7.863 -8.768 8.74 62.25 1.0925 49.47
2.17 8.686 -2.839 -5.007 -7.846 -8.768 8.74 62.25 1.0898 49.46
2.19 8.675 -2.741 -5.108 -7.850 -8.768 8.74 62.25 1.0855 49.45
2.21 8.669 -2.623 -5.158 -7.781 -8.695 8.68 61.97 1.0826 49.45
2.23 8.920 -2.560 -5.174 -7.733 -8.695 8.68 61.97 1.0983 49.44
2.25 9.046 -2.493 -5.259 -7.752 -8.695 8.68 61.97 1.1039 49.44
2.27 9.109 -2.300 -5.400 -7.700 -8.620 8.61 61.69 1.1036 49.43
2.29 9.140 -2.245 -5.398 -7.643 -8.620 8.61 61.69 1.1045 49.43
2.31 9.156 -2.295 -5.328 -7.623 -8.620 8.61 61.69 1.1062 49.43
2.33 9.218 -2.164 -5.455 -7.619 -8.544 8.54 61.40 1.1062 49.42
2.35 9.249 -2.165 -5.364 -7.529 -8.544 8.54 61.40 1.1094 49.42
2.37 9.265 -2.129 -5.375 -7.504 -8.467 8.47 61.11 1.1091 49.42
2.39 9.273 -2.096 -5.362 -7.458 -8.467 8.47 61.11 1.1085 49.41
2.41 9.276 -2.010 -5.457 -7.467 -8.467 8.47 61.11 1.1051 49.41
2.43 9.240 -1.978 -5.459 -7.436 -8.391 8.41 60.82 1.1014 49.41
2.45 9.222 -1.865 -5.500 -7.366 -8.391 8.41 60.82 1.0976 49.41
2.47 9.213 -1.939 -5.426 -7.365 -8.391 8.41 60.82 1.0976 49.40
2.49 9.209 -1.929 -5.442 -7.371 -8.315 8.34 60.54 1.0956 49.40
2.51 9.207 -1.922 -5.515 -7.437 -8.315 8.34 60.54 1.0923 49.40
2.53 9.308 -1.789 -5.661 -7.450 -8.315 8.34 60.54 1.0946 49.40
2.55 9.359 -1.733 -5.674 -7.407 -8.237 8.27 60.25 1.0965 49.40
2.57 9.384 -1.714 -5.685 -7.398 -8.237 8.27 60.25 1.0967 49.39
2.59 9.397 -1.763 -5.578 -7.341 -8.237 8.27 60.25 1.0992 49.39
2.61 9.403 -1.631 -5.645 -7.276 -8.159 8.21 59.95 1.0966 49.39
2.63 9.261 -1.632 -5.623 -7.256 -8.159 8.21 59.95 1.0857 49.39
2.65 9.190 -1.544 -5.689 -7.234 -8.159 8.21 59.95 1.0779 49.38
2.67 9.155 -1.457 -5.718 -7.176 -8.081 8.15 59.67 1.0735 49.38
2.69 9.137 -1.359 -5.690 -7.049 -8.081 8.15 59.67 1.0716 49.38
2.71 9.128 -1.283 -5.714 -6.998 -8.081 8.15 59.67 1.0692 49.38
2.73 9.357 -1.168 -5.755 -6.922 -8.003 8.08 59.38 1.0830 49.38
2.75 9.472 -1.075 -5.836 -6.911 -8.003 8.08 59.38 1.0877 49.38
2.77 9.529 -1.015 -5.830 -6.846 -8.003 8.08 59.38 1.0908 49.38
2.79 9.557 -1.078 -5.736 -6.814 -7.923 8.02 59.08 1.0940 49.38
2.81 9.572 -1.016 -5.739 -6.755 -7.923 8.02 59.08 1.0937 49.38
2.83 9.775 -0.916 -5.840 -6.757 -7.923 8.02 59.08 1.1047 49.38
2.85 9.877 -1.092 -5.617 -6.709 -7.843 7.95 58.79 1.1171 49.37
2.87 9.928 -1.084 -5.632 -6.716 -7.843 7.95 58.79 1.1192 49.37
2.89 9.953 -1.167 -5.557 -6.724 -7.843 7.95 58.79 1.1221 49.37
2.91 9.966 -1.132 -5.587 -6.720 -7.764 7.88 58.50 1.1210 49.37
2.93 10.074 -1.034 -5.695 -6.728 -7.764 7.88 58.50 1.1249 49.36
2.95 10.129 -1.100 -5.589 -6.689 -7.764 7.88 58.50 1.1310 49.36
2.97 10.156 -1.031 -5.600 -6.631 -7.685 7.81 58.20 1.1315 49.36
2.99 10.169 -1.035 -5.611 -6.646 -7.685 7.81 58.20 1.1310 49.36
3.01 10.176 -0.993 -5.633 -6.626 -7.685 7.81 58.20 1.1297 49.36
3.03 10.198 -0.945 -5.613 -6.558 -7.607 7.75 57.91 1.1307 49.36
3.05 10.208 -0.983 -5.585 -6.568 -7.607 7.75 57.91 1.1311 49.35
3.07 10.214 -1.066 -5.443 -6.509 -7.607 7.75 57.91 1.1345 49.35
3.09 10.216 -1.085 -5.396 -6.481 -7.530 7.68 57.62 1.1349 49.35
3.11 10.218 -1.038 -5.377 -6.415 -7.530 7.68 57.62 1.1342 49.35
3.13 10.412 -1.018 -5.435 -6.453 -7.530 7.68 57.62 1.1468 49.34
3.15 10.508 -1.034 -5.346 -6.380 -7.454 7.61 57.33 1.1562 49.34
3.17 10.557 -1.046 -5.335 -6.380 -7.454 7.61 57.33 1.1592 49.34
3.19 10.581 -1.094 -5.250 -6.344 -7.454 7.61 57.33 1.1627 49.34
3.21 10.593 -1.059 -5.216 -6.276 -7.378 7.53 57.05 1.1635 49.33
3.23 10.534 -1.126 -5.140 -6.267 -7.378 7.53 57.05 1.1597 49.33
3.25 10.505 -1.114 -5.205 -6.319 -7.378 7.53 57.05 1.1542 49.33
3.27 10.490 -1.080 -5.228 -6.308 -7.304 7.46 56.77 1.1511 49.32
3.29 10.483 -1.053 -5.202 -6.255 -7.304 7.46 56.77 1.1500 49.32
3.31 10.479 -1.025 -5.170 -6.195 -7.304 7.46 56.77 1.1495 49.32
3.33 10.525 -0.884 -5.272 -6.155 -7.230 7.39 56.49 1.1490 49.31
3.35 10.548 -0.872 -5.245 -6.118 -7.230 7.39 56.49 1.1504 49.31
3.37 10.559 -0.820 -5.293 -6.112 -7.230 7.39 56.49 1.1488 49.31
3.39 10.565 -0.701 -5.427 -6.127 -7.156 7.32 56.21 1.1439 49.31
3.41 10.568 -0.718 -5.363 -6.081 -7.156 7.32 56.21 1.1449 49.31
3.43 10.552 -0.742 -5.326 -6.068 -7.083 7.25 55.93 1.1436 49.31
3.45 10.544 -0.741 -5.249 -5.990 -7.083 7.25 55.93 1.1440 49.31
3.47 10.540 -0.772 -5.262 -6.034 -7.083 7.25 55.93 1.1420 49.31
3.49 10.538 -0.744 -5.292 -6.036 -7.012 7.18 55.65 1.1396 49.31
3.51 10.537 -0.720 -5.231 -5.952 -7.012 7.18 55.65 1.1401 49.31
3.53 10.699 -0.564 -5.382 -5.946 -7.012 7.18 55.65 1.1476 49.31
3.55 10.780 -0.446 -5.453 -5.900 -6.940 7.11 55.37 1.1508 49.32
3.57 10.820 -0.467 -5.341 -5.808 -6.940 7.11 55.37 1.1564 49.32
3.59 10.841 -0.359 -5.468 -5.827 -6.940 7.11 55.37 1.1529 49.32
3.61 10.851 -0.217 -5.616 -5.833 -6.867 7.03 55.09 1.1477 49.32
3.63 11.068 -0.153 -5.725 -5.878 -6.867 7.03 55.09 1.1610 49.33
3.65 11.177 -0.054 -5.795 -5.850 -6.867 7.03 55.09 1.1666 49.33
3.67 11.232 -0.092 -5.705 -5.798 -6.793 6.96 54.79 1.1731 49.33
3.69 11.259 -0.006 -5.839 -5.845 -6.793 6.96 54.79 1.1695 49.34
3.71 11.272 0.026 -5.829 -5.803 -6.793 6.96 54.79 1.1699 49.34
3.73 11.116 0.149 -5.930 -5.781 -6.719 6.88 54.51 1.1521 49.35
3.75 11.037 0.167 -5.914 -5.747 -6.719 6.88 54.51 1.1449 49.35
3.77 10.998 0.161 -5.910 -5.749 -6.719 6.88 54.51 1.1407 49.35
3.79 10.979 0.174 -5.883 -5.708 -6.647 6.81 54.22 1.1388 49.36
3.81 10.969 0.153 -5.783 -5.630 -6.647 6.81 54.22 1.1400 49.36
3.83 10.813 0.181 -5.780 -5.599 -6.578 6.73 53.94 1.1262 49.37
3.85 10.735 0.231 -5.822 -5.591 -6.578 6.73 53.94 1.1171 49.37
3.87 10.696 0.289 -5.900 -5.611 -6.578 6.73 53.94 1.1104 49.37
3.89 10.677 0.241 -5.798 -5.557 -6.511 6.66 53.67 1.1109 49.38
3.91 10.667 0.262 -5.758 -5.496 -6.511 6.66 53.67 1.1100 49.38
3.93 10.721 0.218 -5.729 -5.511 -6.511 6.66 53.67 1.1141 49.38
3.95 10.748 0.243 -5.750 -5.507 -6.446 6.59 53.40 1.1144 49.39
3.97 10.762 0.268 -5.768 -5.500 -6.446 6.59 53.40 1.1136 49.39
3.99 10.769 0.332 -5.805 -5.472 -6.446 6.59 53.40 1.1119 49.39
4.01 10.772 0.356 -5.792 -5.436 -6.382 6.51 53.13 1.1113 49.40
4.03 10.824 0.454 -5.822 -5.367 -6.382 6.51 53.13 1.1134 49.40
4.05 10.850 0.438 -5.812 -5.374 -6.382 6.51 53.13 1.1147 49.41
4.07 10.863 0.478 -5.858 -5.380 -6.319 6.44 52.86 1.1131 49.41
4.09 10.869 0.428 -5.847 -5.419 -6.319 6.44 52.86 1.1127 49.42
4.11 10.873 0.442 -5.830 -5.389 -6.319 6.44 52.86 1.1125 49.42
4.13 10.844 0.453 -5.822 -5.369 -6.258 6.37 52.60 1.1093 49.43
4.15 10.830 0.471 -5.812 -5.342 -6.258 6.37 52.60 1.1072 49.43
4.17 10.823 0.459 -5.805 -5.346 -6.258 6.37 52.60 1.1058 49.43
4.19 10.819 0.546 -5.859 -5.313 -6.199 6.30 52.34 1.1027 49.44
4.21 10.818 0.608 -5.908 -5.300 -6.199 6.30 52.34 1.0998 49.44
4.23 10.839 0.645 -5.924 -5.279 -6.199 6.30 52.34 1.1001 49.45
4.25 10.850 0.619 -5.871 -5.252 -6.141 6.23 52.08 1.1015 49.46
4.27 10.856 0.673 -5.911 -5.238 -6.141 6.23 52.08 1.0995 49.46
4.29 10.859 0.675 -5.869 -5.194 -6.141 6.23 52.08 1.1001 49.47
4.31 10.860 0.647 -5.848 -5.200 -6.084 6.16 51.83 1.0998 49.47
4.33 11.005 0.638 -5.835 -5.197 -6.084 6.16 51.83 1.1110 49.48
4.35 11.078 0.607 -5.749 -5.141 -6.084 6.16 51.83 1.1189 49.48
4.37 11.114 0.588 -5.708 -5.120 -6.029 6.09 51.58 1.1222 49.49
4.39 11.132 0.669 -5.767 -5.098 -6.029 6.09 51.58 1.1207 49.49
4.41 11.142 0.723 -5.851 -5.128 -5.975 6.01 51.33 1.1176 49.50
4.43 11.092 0.775 -5.874 -5.098 -5.975 6.01 51.33 1.1115 49.51
4.45 11.067 0.778 -5.888 -5.110 -5.975 6.01 51.33 1.1079 49.51
4.47 11.055 0.754 -5.829 -5.075 -5.923 5.95 51.08 1.1079 49.52
4.49 11.049 0.649 -5.679 -5.030 -5.923 5.95 51.08 1.1111 49.52
4.51 11.046 0.656 -5.708 -5.053 -5.923 5.95 51.08 1.1088 49.53
4.53 11.069 0.701 -5.763 -5.062 -5.874 5.88 50.85 1.1078 49.54
4.55 11.080 0.673 -5.729 -5.056 -5.874 5.88 50.85 1.1087 49.54
4.57 11.086 0.758 -5.737 -4.979 -5.874 5.88 50.85 1.1079 49.55
4.59 11.088 0.701 -5.677 -4.976 -5.827 5.81 50.62 1.1091 49.55
4.61 11.090 0.709 -5.652 -4.943 -5.827 5.81 50.62 1.1089 49.56
4.63 11.267 0.799 -5.753 -4.954 -5.827 5.81 50.62 1.1196 49.56
4.65 11.356 0.752 -5.686 -4.933 -5.780 5.74 50.38 1.1284 49.57
4.67 11.400 0.746 -5.672 -4.926 -5.780 5.74 50.38 1.1316 49.57
4.69 11.422 0.766 -5.779 -5.014 -5.735 5.67 50.15 1.1289 49.58
4.71 11.433 0.797 -5.800 -5.003 -5.735 5.67 50.15 1.1279 49.58
4.73 11.291 0.799 -5.793 -4.995 -5.735 5.67 50.15 1.1150 49.59
4.75 11.220 0.838 -5.882 -5.044 -5.692 5.61 49.93 1.1051 49.59
4.77 11.184 0.853 -5.828 -4.975 -5.692 5.61 49.93 1.1028 49.60
4.79 11.166 0.857 -5.778 -4.921 -5.692 5.61 49.93 1.1020 49.60
4.81 11.158 0.806 -5.690 -4.884 -5.654 5.55 49.72 1.1033 49.61
4.83 11.161 0.709 -5.602 -4.893 -5.654 5.55 49.72 1.1054 49.61
4.85 11.163 0.680 -5.538 -4.857 -5.654 5.55 49.72 1.1068 49.61
4.87 11.164 0.720 -5.595 -4.874 -5.620 5.49 49.52 1.1040 49.61
4.89 11.165 0.606 -5.472 -4.866 -5.620 5.49 49.52 1.1071 49.62
4.91 11.165 0.651 -5.506 -4.855 -5.620 5.49 49.52 1.1051 49.62
4.93 11.149 0.613 -5.431 -4.818 -5.589 5.43 49.33 1.1053 49.62
4.95 11.141 0.721 -5.539 -4.819 -5.589 5.43 49.33 1.1001 49.62
4.97 11.137 0.677 -5.448 -4.771 -5.589 5.43 49.33 1.1019 49.63
4.99 11.135 0.678 -5.422 -4.744 -5.561 5.37 49.15 1.1018 49.63
5.01 11.134 0.667 -5.402 -4.736 -5.561 5.37 49.15 1.1014 49.64
5.03 11.344 0.604 -5.337 -4.734 -5.561 5.37 49.15 1.1211 49.64
5.05 11.449 0.483 -5.193 -4.710 -5.535 5.31 48.97 1.1345 49.64
5.07 11.502 0.482 -5.207 -4.724 -5.535 5.31 48.97 1.1379 49.64
5.09 11.528 0.395 -5.121 -4.726 -5.513 5.26 48.80 1.1425 49.65
5.11 11.541 0.394 -5.177 -4.782 -5.513 5.26 48.80 1.1408 49.65
5.13 11.444 0.378 -5.176 -4.799 -5.513 5.26 48.80 1.1312 49.65
5.15 11.395 0.466 -5.218 -4.752 -5.494 5.21 48.64 1.1248 49.66
5.17 11.370 0.422 -5.163 -4.741 -5.494 5.21 48.64 1.1236 49.66
5.19 11.358 0.347 -5.106 -4.760 -5.494 5.21 48.64 1.1237 49.66
5.21 11.352 0.359 -5.073 -4.714 -5.479 5.16 48.49 1.1235 49.67
5.23 11.400 0.365 -5.079 -4.715 -5.479 5.16 48.49 1.1269 49.67
5.25 11.425 0.442 -5.111 -4.670 -5.467 5.11 48.34 1.1272 49.67
5.27 11.437 0.385 -5.065 -4.680 -5.467 5.11 48.34 1.1291 49.68
5.29 11.443 0.368 -5.039 -4.671 -5.467 5.11 48.34 1.1298 49.68
5.31 11.446 0.291 -4.961 -4.670 -5.458 5.06 48.21 1.1320 49.68
5.33 11.406 0.259 -4.995 -4.736 -5.458 5.06 48.21 1.1265 49.68
5.35 11.385 0.218 -4.963 -4.744 -5.458 5.06 48.21 1.1251 49.69
5.37 11.375 0.195 -4.994 -4.799 -5.453 5.02 48.08 1.1224 49.69
5.39 11.370 0.220 -4.997 -4.777 -5.453 5.02 48.08 1.1212 49.69
5.41 11.368 0.178 -5.010 -4.832 -5.451 4.98 47.97 1.1199 49.70
5.43 11.050 0.196 -5.019 -4.823 -5.451 4.98 47.97 1.0908 49.70
5.45 10.891 0.115 -4.965 -4.850 -5.451 4.98 47.97 1.0781 49.70
5.47 10.812 0.151 -5.082 -4.930 -5.455 4.94 47.87 1.0670 49.70
5.49 10.772 0.178 -5.109 -4.932 -5.455 4.94 47.87 1.0622 49.70
5.51 10.752 0.156 -5.099 -4.942 -5.455 4.94 47.87 1.0603 49.70
5.53 11.072 0.200 -5.146 -4.947 -5.458 4.91 47.77 1.0858 49.70
5.55 11.232 0.181 -5.132 -4.951 -5.458 4.91 47.77 1.0997 49.70
5.57 11.312 0.176 -5.102 -4.926 -5.458 4.91 47.77 1.1073 49.70
5.59 11.352 0.183 -5.107 -4.924 -5.463 4.88 47.67 1.1101 49.71
5.61 11.372 0.122 -4.991 -4.870 -5.463 4.88 47.67 1.1154 49.71
5.63 11.282 0.064 -4.987 -4.923 -5.463 4.88 47.67 1.1070 49.71
5.65 11.238 -0.097 -4.853 -4.950 -5.473 4.85 47.59 1.1070 49.71
5.67 11.215 -0.123 -4.873 -4.996 -5.473 4.85 47.59 1.1039 49.71
5.69 11.204 -0.110 -4.893 -5.003 -5.473 4.85 47.59 1.1018 49.71
5.71 11.198 -0.138 -4.832 -4.970 -5.488 4.82 47.52 1.1030 49.72
5.73 11.264 -0.155 -4.856 -5.011 -5.488 4.82 47.52 1.1076 49.72
5.75 11.296 -0.241 -4.783 -5.024 -5.488 4.82 47.52 1.1127 49.72
5.77 11.313 -0.247 -4.750 -4.997 -5.505 4.80 47.46 1.1149 49.72
5.79 11.321 -0.179 -4.821 -5.000 -5.505 4.80 47.46 1.1129 49.72
5.81 11.325 -0.197 -4.801 -4.998 -5.505 4.80 47.46 1.1136 49.72
5.83 11.546 -0.233 -4.736 -4.970 -5.523 4.78 47.40 1.1358 49.72
5.85 11.656 -0.136 -4.816 -4.952 -5.523 4.78 47.40 1.1429 49.72
5.87 11.711 -0.155 -4.848 -5.003 -5.539 4.76 47.33 1.1467 49.72
5.89 11.739 -0.190 -4.789 -4.979 -5.539 4.76 47.33 1.1510 49.72
5.91 11.752 -0.195 -4.746 -4.941 -5.539 4.76 47.33 1.1536 49.72
5.93 11.370 -0.094 -4.860 -4.954 -5.560 4.74 47.28 1.1139 49.72
5.95 11.180 -0.152 -4.817 -4.969 -5.560 4.74 47.28 1.0978 49.72
5.97 11.084 -0.260 -4.674 -4.934 -5.560 4.74 47.28 1.0937 49.72
5.99 11.036 -0.217 -4.699 -4.915 -5.590 4.73 47.26 1.0884 49.72
6.01 11.013 -0.135 -4.756 -4.892 -5.590 4.73 47.26 1.0842 49.72
6.03 11.301 -0.186 -4.680 -4.865 -5.618 4.71 47.23 1.1124 49.72
6.05 11.445 -0.180 -4.757 -4.937 -5.618 4.71 47.23 1.1227 49.72
6.07 11.517 -0.160 -4.783 -4.943 -5.618 4.71 47.23 1.1283 49.72
6.09 11.553 -0.126 -4.800 -4.926 -5.644 4.70 47.19 1.1309 49.72
6.11 11.571 -0.130 -4.852 -4.981 -5.644 4.70 47.19 1.1305 49.72
6.13 11.468 -0.226 -4.782 -5.008 -5.644 4.70 47.19 1.1232 49.73
6.15 11.416 -0.290 -4.737 -5.027 -5.675 4.69 47.17 1.1199 49.73
6.17 11.390 -0.347 -4.768 -5.115 -5.675 4.69 47.17 1.1162 49.73
6.19 11.377 -0.398 -4.754 -5.152 -5.675 4.69 47.17 1.1154 49.73
6.21 11.371 -0.470 -4.716 -5.185 -5.709 4.69 47.15 1.1160 49.73
6.23 11.472 -0.405 -4.772 -5.177 -5.709 4.69 47.15 1.1232 49.73
6.25 11.523 -0.467 -4.779 -5.247 -5.742 4.68 47.14 1.1275 49.73
