it n time energy barrier aux reached lf_min al_max
387 253 30.4799 1.3810 10.1270 1.0350 0.959 0.334 7.15
388 254 29.9054 1.2842 10.5796 1.0906 0.966 0.258 6.27
389 254 32.0291 1.4853 10.9413 1.0793 0.969 0.436 9.27
390 255 30.2245 1.2271 10.7892 1.0163 0.972 0.467 8.33
391 255 31.9279 1.5184 11.2839 1.1233 0.972 0.354 5.76
392 256 30.1016 1.4298 10.9042 1.0690 0.978 0.426 6.19
393 256 28.6447 1.2267 10.5442 0.9278 0.975 0.478 8.97
394 257 30.1715 1.2672 10.5296 1.0219 0.972 0.439 11.74
395 257 29.5426 1.2372 10.4734 0.9862 0.966 0.433 8.32
396 258 33.0331 1.4349 10.4723 1.1609 0.966 0.291 7.54
397 258 31.4574 1.4749 10.7421 1.1714 0.972 0.215 10.97
398 259 31.6347 1.2317 10.3292 1.0794 0.966 0.529 12.80
399 259 32.4317 1.1218 9.9633 1.1328 0.966 0.408 10.88
400 260 30.2600 1.1979 9.4691 1.0976 0.966 0.674 9.63
401 260 33.1446 1.5585 9.4435 1.0698 0.963 0.215 10.71
402 261 31.6534 1.5343 9.5801 1.1171 0.966 0.264 9.53
403 261 31.8167 1.2859 9.3419 1.0797 0.969 0.479 9.25
404 262 31.6315 1.2877 9.7378 1.1581 0.969 0.403 10.49
405 262 27.9033 1.1758 9.5993 1.1473 0.975 0.407 7.43
406 263 28.1541 1.3505 9.6288 1.1095 0.981 0.412 12.10
407 263 31.5116 1.3931 9.4870 1.1006 0.981 0.532 10.33
408 264 32.4124 1.3205 9.8521 1.0508 0.984 0.307 8.13
409 264 32.1095 1.3661 9.8119 1.1250 0.978 0.509 12.84
410 265 32.5219 1.2023 10.6900 1.1247 0.975 0.428 8.87
411 265 30.8862 1.2601 10.3073 1.1580 0.978 0.529 9.63
412 266 31.3503 1.3296 10.0518 1.0583 0.975 0.572 13.32
413 266 29.4403 1.2078 10.5644 1.1039 0.969 0.407 10.06
414 267 31.4504 1.6663 10.8909 1.0327 0.969 0.373 6.99
415 267 32.7001 1.3091 10.9346 1.1579 0.972 0.483 7.93
416 268 29.7985 1.4297 10.8799 1.1235 0.972 0.279 7.51
417 268 29.3369 1.3414 10.8924 1.0905 0.972 0.201 8.98
418 269 28.9507 1.5353 10.5035 1.0943 0.975 0.368 9.26
419 269 28.8640 1.6286 10.5815 1.1133 0.984 0.456 6.71
420 270 31.6209 1.5398 10.5345 1.0928 0.981 0.347 8.80
421 270 31.2232 1.4496 10.7452 1.1062 0.981 0.379 11.45
422 271 30.8202 1.2812 10.7372 1.1447 0.981 0.594 9.06
423 271 30.1530 1.4284 10.8146 1.0426 0.987 0.348 9.43
424 272 32.0383 1.4495 9.9583 1.1104 0.975 0.599 9.34
425 272 30.7130 1.4197 10.1246 1.0340 0.969 0.308 10.34
426 273 29.9468 1.3267 9.9485 1.1863 0.966 0.374 10.18
427 273 32.1473 1.5657 10.4424 1.1024 0.966 0.197 9.68
428 274 30.6428 1.1923 10.3557 1.0796 0.963 0.573 7.70
429 274 29.9540 1.2605 10.3645 1.1457 0.956 0.453 14.40
430 275 31.1846 1.4052 10.0683 1.1320 0.959 0.353 10.32
431 275 30.9264 1.4628 9.8909 1.0399 0.950 0.430 8.58
432 276 30.4575 1.5879 9.9036 1.2138 0.950 0.418 7.14
433 276 30.8734 1.5883 9.4706 1.2420 0.950 0.533 10.34
434 277 29.0415 1.4545 9.7138 1.2214 0.966 0.304 7.94
435 277 30.2880 1.6718 10.3093 1.1822 0.966 0.330 7.44
436 278 30.2993 1.3043 10.1241 1.1932 0.966 0.532 9.33
437 278 32.3684 1.6940 9.5498 1.2235 0.956 0.481 12.10
438 279 29.1641 1.5124 10.2029 1.1088 0.956 0.339 11.18
439 279 29.0802 1.3580 10.0454 1.2316 0.963 0.496 9.59
440 280 28.6025 1.1918 9.9733 1.0433 0.963 0.409 8.34
441 280 31.0409 1.4286 10.3226 1.1935 0.966 0.367 7.54
442 281 30.1658 1.5199 10.6974 1.1767 0.966 0.539 14.48
443 281 29.8484 1.4195 10.9527 1.0367 0.963 0.492 11.85
444 282 32.4958 1.5255 11.0145 1.2405 0.956 0.414 9.80
445 282 31.8449 1.4487 10.5132 1.1730 0.959 0.399 8.13
446 283 31.1364 1.6979 10.5579 1.2107 0.963 0.519 6.38
447 283 31.5108 1.5215 10.4996 1.2029 0.972 0.467 9.59
448 284 31.2047 1.4867 10.0445 1.1546 0.975 0.524 10.78
449 284 29.3381 1.4254 10.4911 1.1794 0.972 0.516 6.90
450 285 31.0830 1.5660 10.8436 1.1507 0.969 0.265 7.43
451 285 31.1060 1.4950 10.8277 1.1985 0.975 0.412 9.85
452 286 33.7288 1.6705 10.7963 1.1779 0.966 0.548 9.88
453 286 27.2113 1.5989 10.8762 1.2778 0.966 0.521 8.13
454 287 32.2529 1.4440 10.8373 1.0836 0.966 0.274 9.53
455 287 30.4605 1.2041 10.6048 1.1805 0.969 0.561 11.58
456 288 28.9684 1.2756 11.1706 1.2570 0.966 0.313 9.79
457 288 31.8080 1.3078 11.6014 1.2314 0.963 0.458 10.09
458 289 30.9455 1.4349 11.7341 1.2847 0.963 0.451 9.23
459 289 32.9655 1.4156 11.5170 1.2311 0.963 0.515 12.72
460 290 32.0197 1.4551 11.5040 1.3408 0.966 0.359 8.32
461 290 30.4154 1.4112 11.5890 1.2319 0.963 0.477 10.12
462 291 31.6239 1.3647 11.5511 1.0657 0.969 0.536 9.39
463 291 31.1199 1.5720 11.6663 1.2317 0.966 0.437 9.88
464 292 30.6526 1.6388 12.0728 1.1979 0.969 0.273 8.76
465 292 31.9548 1.7913 12.4205 1.2932 0.963 0.352 14.03
466 293 30.9438 1.4846 12.4434 1.3013 0.966 0.399 8.75
467 293 32.6710 1.7099 12.4679 1.1720 0.969 0.469 9.02
468 294 30.5523 1.4505 12.3521 1.2537 0.969 0.441 9.46
469 294 30.5219 1.6030 12.7592 1.2112 0.972 0.336 7.91
470 295 33.3925 1.6361 12.6795 1.2877 0.966 0.438 13.21
471 295 32.8672 1.4304 12.2914 1.3547 0.962 0.469 12.07
472 296 34.3083 1.5007 12.4411 1.2889 0.962 0.384 10.98
473 296 30.9331 1.2520 12.2267 1.2257 0.966 0.463 8.70
474 297 32.3328 1.4542 12.4661 1.2666 0.966 -0.005 8.80
475 297 32.1994 1.5188 12.2459 1.2634 0.956 0.477 8.14
476 298 34.3422 1.2907 11.7326 1.2634 0.953 0.291 8.47
477 298 32.5588 1.5434 11.7612 1.2795 0.947 0.358 6.56
478 299 30.2334 1.1983 11.6372 1.3095 0.944 0.552 10.99
479 299 31.2729 1.4129 11.4176 1.2996 0.944 0.369 14.99
480 300 34.4228 1.8043 11.7670 1.3305 0.947 0.265 8.13
481 300 31.9231 1.4193 11.7266 1.3726 0.950 0.439 10.14
482 300 32.1000 1.4586 11.2302 1.2623 0.950 0.580 8.28
483 300 32.6878 1.6129 11.1130 1.2152 0.953 0.497 7.77
484 300 29.2223 1.3384 10.4388 1.2765 0.956 0.526 8.09
485 300 31.0452 1.4307 10.5032 1.3037 0.972 0.300 9.87
486 300 30.8821 1.8129 10.6175 1.4033 0.972 0.488 7.77
487 300 30.5293 1.4255 10.2202 1.1631 0.975 0.522 7.51
488 300 31.4045 1.6130 10.6674 1.2044 0.978 0.327 8.83
489 300 31.9365 1.5626 10.9762 1.0644 0.975 0.437 8.07
490 300 31.5681 1.4099 10.5602 1.3601 0.975 0.381 10.88
491 300 28.1965 1.4414 10.7538 1.2014 0.978 0.413 9.47
492 300 28.8401 1.7637 11.1967 1.4087 0.984 0.484 10.74
493 300 31.2185 1.3761 11.2301 1.1551 0.984 0.372 7.70
494 300 30.6269 1.4130 11.2783 1.3722 0.984 0.432 11.25
495 300 32.0053 1.4676 11.0375 1.2850 0.978 0.495 8.06
496 300 31.6352 1.5524 10.7942 1.1505 0.981 0.590 11.46
497 300 32.6191 1.6855 11.1771 1.3166 0.984 0.324 8.09
498 300 30.6852 1.3349 10.7980 1.3141 0.978 0.446 11.81
499 300 31.4419 1.5066 10.6345 1.2521 0.981 0.447 11.53
500 300 29.4230 1.3551 10.6771 1.2724 0.987 0.438 10.20
501 300 32.6120 1.5651 10.9758 1.2130 0.987 0.354 10.73
502 300 32.4013 1.4119 10.6681 1.1697 0.987 0.493 9.98
503 300 32.9520 1.6473 10.7722 1.3311 0.987 0.614 6.21
504 300 31.4260 1.6368 11.1029 1.2354 0.984 0.424 8.63
505 300 32.1197 1.4368 11.6098 1.2294 0.991 0.485 11.71
506 300 28.0286 1.2351 11.9086 1.2738 0.988 0.405 8.72
507 300 28.3534 1.4869 11.5940 1.1894 0.988 0.431 8.53
508 300 32.1328 1.8535 12.2256 1.1256 0.994 0.365 7.22
509 300 32.5823 1.5030 12.1043 1.1795 0.994 0.514 8.70
510 300 32.5060 1.9368 12.4825 1.3913 0.984 0.317 9.32
511 300 32.4462 1.4600 12.2866 1.2231 0.981 0.443 14.98
512 300 30.8242 1.5931 12.5202 1.2532 0.978 0.407 9.43
513 300 28.4818 1.3647 12.4249 1.2657 0.978 0.361 11.38
514 300 30.3378 1.3881 12.4264 1.2063 0.978 0.398 9.12
515 300 31.3901 1.5822 12.2397 1.2224 0.972 0.390 14.44
516 300 31.6429 1.5248 12.3207 1.1992 0.966 0.437 8.93
517 300 32.3428 1.3498 12.1577 1.2451 0.966 0.554 9.53
518 300 33.1449 1.5141 11.6426 1.2072 0.966 0.477 10.36
519 300 32.4935 1.2940 11.7180 1.2621 0.963 0.409 9.90
520 300 30.4890 1.2656 10.9538 1.2180 0.969 0.442 12.07
521 300 32.5878 1.4579 11.2214 1.2848 0.969 0.302 12.14
522 300 32.7298 1.3387 11.0982 1.2247 0.972 0.368 9.37
523 300 32.1990 1.3883 11.3370 1.2024 0.969 0.465 8.11
524 300 29.3499 1.2782 10.9631 1.2305 0.972 0.420 10.50
525 300 32.3986 1.3776 10.9166 1.2717 0.978 0.490 8.04
526 300 34.5659 1.7837 11.2333 1.3470 0.975 0.442 10.85
527 300 31.7050 1.6876 11.3445 1.1440 0.975 0.449 9.16
528 300 30.5541 1.3239 11.4052 1.2892 0.975 0.336 8.44
529 300 30.5402 1.5061 11.6184 1.2025 0.975 0.295 9.73
530 300 30.1645 1.6145 11.9443 1.0915 0.975 0.388 7.81
531 300 30.9170 1.4591 11.7272 1.2468 0.975 0.279 9.49
532 300 29.7723 1.7899 12.1436 1.1415 0.972 0.477 7.39
533 300 31.6642 1.7441 11.9150 1.4181 0.969 0.424 12.27
534 300 31.7877 1.8233 12.3329 1.2129 0.953 0.358 8.86
535 300 30.6397 1.4739 11.9887 1.1214 0.947 0.572 7.87
536 300 30.4477 1.5603 11.8493 1.3410 0.956 0.423 9.44
537 300 30.1992 1.4689 11.8287 1.1793 0.956 0.466 7.51
538 300 29.3727 1.4384 12.0048 1.2335 0.953 0.123 8.06
539 300 31.3584 1.4438 11.7410 1.2338 0.950 0.536 9.56
540 300 31.8864 1.5402 11.6956 1.2606 0.950 0.467 14.92
541 300 33.3871 1.4706 11.6585 1.1789 0.953 0.516 10.16
542 300 33.5246 1.4773 11.2605 1.3322 0.953 0.388 10.66
543 300 31.5085 1.5722 11.3402 1.2723 0.959 0.419 11.73
544 300 31.8792 1.4127 11.0288 1.1755 0.975 0.535 9.71
545 300 31.9638 1.4460 11.7364 1.2648 0.978 0.335 14.25
546 300 32.8910 1.5142 11.7350 1.3270 0.981 0.343 9.44
547 300 30.0955 1.3127 11.7488 1.2228 0.981 0.575 6.80
548 300 31.5698 1.5392 11.3957 1.2460 0.981 0.465 7.54
549 300 30.2045 1.1686 11.0496 1.2296 0.988 0.564 9.06
550 300 31.1484 1.6603 11.4621 1.2952 0.984 0.464 12.72
551 300 30.6455 1.3310 11.1021 1.2958 0.984 0.411 8.36
552 300 29.7904 1.5714 11.1766 1.2126 0.987 0.474 13.95
553 300 31.3932 1.5312 11.2856 1.2429 0.984 0.477 8.21
554 300 31.5714 1.5167 11.2330 1.3435 0.984 0.460 8.52
555 300 28.3770 1.4785 10.6319 1.1656 0.987 0.401 12.72
556 300 29.9503 1.3605 10.0256 1.2538 0.984 0.588 9.75
557 300 32.4260 1.7384 10.4767 1.3145 0.978 0.304 12.24
558 300 29.4541 1.6374 10.7616 1.1625 0.978 0.337 10.06
559 300 31.2351 1.5814 11.4082 1.3444 0.978 0.407 6.03
560 300 29.2854 1.4660 10.9182 1.3361 0.981 0.423 7.84
561 300 30.8307 1.2563 11.1379 1.3198 0.981 0.438 7.84
562 300 31.2305 1.3273 11.1901 1.2435 0.981 0.442 9.56
563 300 30.2464 1.5925 11.3259 1.1497 0.984 0.361 9.41
564 300 31.8876 1.2692 11.2168 1.2115 0.981 0.389 10.59
565 300 29.8823 1.3841 11.3943 1.1684 0.975 0.539 9.64
566 300 30.0316 1.5215 11.6793 1.1910 0.975 0.494 10.19
567 300 31.9471 1.6008 11.2907 1.2231 0.981 0.388 12.45
568 300 31.5175 1.3627 11.3580 1.2302 0.978 0.515 9.61
569 300 30.9267 1.2989 10.5446 1.3140 0.975 0.607 8.40
570 300 29.6039 1.2500 10.4379 1.1230 0.978 0.453 8.82
571 300 31.2059 1.3415 10.6043 1.1118 0.975 0.344 12.15
572 300 31.2055 1.3217 10.3369 1.2501 0.975 0.424 9.13
573 300 31.1850 1.3739 10.1422 1.1427 0.972 0.477 9.48
574 300 28.8266 1.5920 10.4244 1.2121 0.975 0.388 7.71
575 300 30.4614 1.4108 10.5930 1.1568 0.981 0.405 10.35
576 300 30.4661 1.3959 10.7968 1.2902 0.981 0.409 10.36
577 300 29.1555 1.1992 10.3530 1.1446 0.981 0.675 9.51
578 300 29.2930 1.5451 10.2273 1.1435 0.984 0.429 9.17
579 300 29.7753 1.6437 11.0761 1.2055 0.988 0.287 10.24
580 300 30.1076 1.4648 11.1095 1.3599 0.988 0.328 7.64
581 300 29.9497 1.4532 11.2620 1.2228 0.991 0.357 11.51
582 300 30.7194 1.5072 11.6240 1.2452 0.988 0.522 7.60
583 300 31.2399 1.6033 11.3355 1.1568 0.988 0.459 9.78
584 300 31.8166 1.4852 11.1723 1.3473 0.988 0.533 9.28
585 300 28.2077 1.4732 10.8472 1.2070 0.984 0.366 9.95
586 300 29.8706 1.5183 10.8543 1.2379 0.988 0.499 11.60
587 300 31.7326 1.5900 11.4048 1.3274 0.981 0.301 10.38
588 300 29.9080 1.2622 11.2702 1.2951 0.981 0.550 10.23
589 300 31.2147 1.4547 10.3974 1.2251 0.981 0.560 8.81
590 300 31.0746 1.4523 10.7383 1.2820 0.975 0.511 8.76
591 300 29.6779 1.4901 10.1450 1.2698 0.975 0.401 9.25
592 300 30.4947 1.3522 10.0700 1.3642 0.975 0.064 9.12
593 300 32.2966 1.4153 10.3998 1.3382 0.972 0.275 13.58
594 300 28.6742 1.1215 10.3564 1.1766 0.972 0.450 10.30
595 300 28.6845 1.3476 10.6104 1.2833 0.972 0.464 6.28
596 300 32.4750 1.3192 10.5275 1.2729 0.966 0.446 9.12
597 300 30.8572 1.4567 10.5830 1.2914 0.966 0.408 8.80
598 300 29.8730 1.7605 10.7472 1.3182 0.966 0.500 11.11
599 300 31.3968 1.4918 11.7599 1.2846 0.966 0.197 12.38
600 300 31.4627 1.3998 11.6281 1.1459 0.972 0.431 10.94
601 300 29.3661 1.3273 12.1675 1.3903 0.972 0.384 10.82
602 300 30.4708 1.3742 12.0375 1.2066 0.972 0.399 9.13
603 300 30.4527 1.4082 11.8225 1.1870 0.978 0.384 9.51
604 300 29.3964 1.5542 11.6421 1.2047 0.978 0.585 7.17
605 300 28.6829 1.3420 11.4442 1.2317 0.978 0.346 7.45
606 300 30.8618 1.4909 11.2512 1.1722 0.981 0.632 10.65
607 300 28.4907 1.7088 11.4835 1.2597 0.984 0.298 10.04
608 300 32.4877 1.7411 11.9172 1.1898 0.978 0.257 9.73
609 300 30.1964 1.8068 11.9576 1.3027 0.978 0.327 6.95
610 300 32.1273 1.3656 11.6509 1.2962 0.975 0.461 10.16
611 300 33.4202 1.8581 11.6954 1.2581 0.959 0.270 9.92
612 300 30.7398 1.5812 11.8109 1.1899 0.959 0.353 7.88
613 300 30.0529 1.5854 12.0402 1.2228 0.956 0.307 8.16
614 300 31.4089 1.4970 12.7165 1.2073 0.953 0.395 8.70
615 300 29.1336 1.6001 12.9181 1.3106 0.956 0.405 9.97
616 300 27.1806 1.5869 13.3378 1.1797 0.959 0.419 7.83
617 300 30.4795 1.4542 13.2312 1.2266 0.953 0.533 10.18
618 300 29.6507 1.4261 12.7302 1.2999 0.962 0.405 11.43
619 300 32.3047 1.5241 12.2550 1.2920 0.959 0.479 10.27
620 300 32.0905 1.4601 12.6883 1.3011 0.959 0.218 14.73
621 300 30.3201 1.3736 12.2383 1.1827 0.975 0.522 8.59
622 300 30.8200 1.4002 12.1395 1.1941 0.975 0.400 9.29
623 300 29.8680 1.3775 11.6799 1.3036 0.978 0.523 7.83
624 300 28.9292 1.4903 11.7313 1.1776 0.981 0.270 7.27
625 300 30.6703 1.3862 11.2999 1.2696 0.981 0.545 13.37
626 300 32.0683 1.4389 10.8339 1.2248 0.978 0.500 8.35
627 300 31.2126 1.6790 10.9884 1.2117 0.984 0.384 8.45
628 300 30.9187 1.6213 11.2820 1.2132 0.981 0.579 7.56
629 300 31.0949 1.5883 11.1012 1.3019 0.984 0.533 6.70
630 300 33.3902 1.6747 11.4465 1.0961 0.978 0.231 10.11
631 300 30.6479 1.7373 11.9013 1.2489 0.975 0.277 7.74
632 300 30.9527 1.5277 12.1199 1.1958 0.978 0.398 9.91
633 300 32.3375 1.4739 12.3952 1.2964 0.975 0.408 11.86
634 300 30.2455 1.3194 11.7781 1.1941 0.975 0.420 7.98
635 300 31.5307 1.4084 12.0726 1.2604 0.966 0.432 9.59
636 300 27.5152 1.2055 12.1605 1.1948 0.969 0.382 10.72
637 300 30.4488 1.2118 11.6288 1.2760 0.972 0.582 9.12
638 300 29.5267 1.3392 11.0774 1.1937 0.975 0.555 10.64
639 300 31.0132 1.6654 11.0712 1.2412 0.975 0.489 10.20
640 300 30.8633 1.3227 10.3631 1.2731 0.984 0.334 10.58
641 300 30.3623 1.3892 9.8310 1.3564 0.984 0.529 12.51
642 300 31.0184 1.4352 9.4900 1.2696 0.984 0.362 10.54
643 300 31.8742 1.4803 9.7358 1.2001 0.987 0.345 8.59
644 300 31.1343 1.4792 9.9827 1.3019 0.984 0.325 7.73
645 300 30.1834 1.6842 10.2242 1.3285 0.994 0.351 8.33
646 300 32.6120 1.1912 10.1747 1.2017 0.984 0.520 12.57
647 300 30.9014 1.4663 10.7463 1.1397 0.984 0.298 6.86
648 300 28.6709 1.3583 11.1168 1.2293 0.984 0.452 9.94
649 300 32.9698 1.3705 11.0482 1.3657 0.981 0.376 7.61
650 300 30.5208 1.2247 10.9234 1.3692 0.981 0.581 11.55
651 300 29.9961 1.4380 11.0998 1.2274 0.981 0.480 13.98
652 300 30.8180 1.5834 11.3964 1.2976 0.978 0.515 8.77
653 300 28.8232 1.9526 11.6168 1.1496 0.975 0.367 5.29
654 300 29.9281 1.2971 11.5246 1.2658 0.978 0.436 8.95
655 300 30.4377 1.4293 11.8691 1.2305 0.975 0.243 8.80
656 300 30.2145 1.3005 11.7587 1.1269 0.984 0.334 9.35
657 300 29.4432 1.2895 11.1253 1.2554 0.984 0.583 7.94
658 300 30.9965 1.5360 10.5577 1.1303 0.984 0.624 8.01
659 300 31.5639 1.4296 10.8838 1.2186 0.987 0.332 11.44
660 300 31.1501 1.4444 11.3211 1.3812 0.987 0.503 12.59
661 300 28.9198 1.4426 11.4945 1.1893 0.987 0.364 7.43
662 300 27.7653 1.4817 11.3105 1.1105 0.991 0.342 7.62
663 300 27.8284 1.4924 11.1877 1.2027 0.994 0.428 11.00
664 300 31.3968 1.8281 11.6189 1.0944 0.994 0.378 6.75
665 300 30.2936 1.3692 10.9869 1.2783 0.994 0.434 9.56
666 300 29.9104 1.5762 11.8242 1.2493 0.994 0.147 7.79
667 300 32.2911 1.7094 11.8467 1.3041 0.994 0.530 8.89
668 300 29.9216 1.5430 12.9493 1.2160 0.994 0.049 11.32
669 300 31.5974 1.5508 12.4993 1.2106 0.994 0.384 9.92
670 300 28.5899 1.2684 12.6425 1.2679 0.994 0.328 12.47
671 300 27.7861 1.2607 12.2095 1.2379 0.997 0.556 10.19
672 300 29.8741 1.1610 12.2459 1.3861 0.994 0.212 7.58
673 300 31.4804 1.4355 12.0359 1.2768 0.991 0.398 9.89
674 300 32.8866 1.6774 11.8340 1.2992 0.988 0.346 6.68
675 300 31.2880 1.4543 11.9671 1.2970 0.991 0.358 10.41
676 300 32.5303 1.4825 11.2117 1.3510 0.991 0.516 11.21
677 300 29.3211 1.2315 11.2289 1.2262 0.988 0.343 10.39
678 300 30.8376 1.5615 10.2349 1.2293 0.972 0.514 8.68
679 300 28.6624 1.1910 10.1015 1.1897 0.972 0.525 10.07
680 300 32.0295 1.5200 9.8644 1.3272 0.969 0.532 11.62
681 300 28.5762 1.3881 10.5164 1.3806 0.966 0.528 10.00
682 300 31.0239 1.3654 10.5413 1.2225 0.966 0.406 7.47
683 300 30.3361 1.7745 10.7380 1.2270 0.969 0.466 10.08
684 300 29.4852 1.6265 10.4354 1.2579 0.963 0.582 7.24
685 300 32.8085 1.8268 10.6040 1.1414 0.959 0.363 10.68
686 300 31.2213 1.7663 11.3171 1.2758 0.959 0.293 11.45
687 300 28.8138 1.5648 11.3257 1.2216 0.962 0.454 5.89
688 300 31.7432 1.7136 12.1279 1.3200 0.975 0.203 5.55
689 300 30.5105 1.4110 12.4266 1.2555 0.975 0.393 7.21
690 300 30.0241 1.4048 12.4610 1.2531 0.978 0.416 10.24
691 300 30.6453 1.4065 12.3131 1.2245 0.981 0.343 10.16
692 300 30.5403 1.2552 11.9244 1.3515 0.981 0.480 10.49
693 300 30.8959 1.5124 11.7986 1.2847 0.978 0.399 10.90
694 300 31.6163 1.5372 11.9970 1.2806 0.988 0.432 10.50
695 300 30.1419 1.6510 11.9253 1.2750 0.984 0.422 10.80
696 300 31.3024 1.4033 11.3716 1.3139 0.984 0.323 12.18
697 300 32.6276 1.4245 11.5045 1.3037 0.984 0.337 10.84
698 300 30.4158 1.4159 10.8484 1.2115 0.984 0.475 13.69
699 300 31.5108 1.5328 10.8393 1.2238 0.981 0.426 10.28
700 300 31.2461 1.4432 10.8040 1.2138 0.978 0.477 10.29
701 300 29.3872 1.4495 10.7562 1.3213 0.972 0.430 8.02
702 300 30.5890 1.3301 10.8645 1.3293 0.966 0.471 12.05
703 300 29.9069 1.5203 10.6272 1.2646 0.963 0.493 7.52
704 300 28.3357 1.2902 10.6613 1.2880 0.962 0.550 8.71
705 300 29.2411 1.5032 10.5051 1.3316 0.969 0.352 9.96
706 300 30.3531 1.6285 10.8382 1.1282 0.966 0.424 6.53
707 300 28.6657 1.4541 10.8076 1.2292 0.966 0.575 12.15
708 300 31.1335 1.3442 11.2142 1.2383 0.966 0.479 7.91
709 300 31.7515 1.7896 11.6568 1.2034 0.959 0.474 8.89
710 300 30.0318 1.5957 11.7199 1.2752 0.959 0.355 10.05
711 300 29.9968 1.4263 11.3930 1.2818 0.963 0.474 8.87
712 300 29.7985 1.5370 11.4825 1.2383 0.972 0.481 9.96
713 300 30.6417 1.4512 11.2716 1.2870 0.978 0.579 14.27
714 300 29.5988 1.2484 10.8446 1.2310 0.978 0.637 12.01
715 300 28.7976 1.3599 10.7522 1.1995 0.975 0.411 9.61
716 300 31.0124 1.4688 11.2902 1.3015 0.975 0.166 8.64
717 300 29.1428 1.3846 11.2258 1.1597 0.972 0.465 13.55
718 300 28.7455 1.4785 11.0170 1.1847 0.972 0.353 8.46
719 300 30.3542 1.5315 10.5594 1.2708 0.975 0.254 11.50
720 300 31.5325 1.4231 10.3444 1.1594 0.975 0.523 9.97
721 300 29.5385 1.5293 10.4025 1.1939 0.975 0.497 12.11
722 300 28.5777 1.4795 10.5052 1.2146 0.972 0.446 11.02
723 300 29.1957 1.2957 10.5906 1.1880 0.972 0.428 7.80
724 300 31.2594 1.4626 10.8214 1.2243 0.966 0.348 10.51
725 300 30.4119 1.5197 10.9172 1.3511 0.966 0.480 8.74
726 300 29.9433 1.4198 10.1170 1.3120 0.963 0.310 11.93
727 300 28.3068 1.4294 10.3784 1.1971 0.966 0.377 6.88
728 300 30.4071 1.3180 10.1343 1.2023 0.966 0.368 11.55
729 300 29.3662 1.4916 10.1861 1.2123 0.972 0.420 11.30
730 300 31.4601 1.5279 10.6302 1.2861 0.972 0.360 9.74
731 300 31.1641 1.3966 10.6584 1.2380 0.972 0.377 11.66
732 300 30.9872 1.3144 10.5097 1.2388 0.972 0.259 10.95
733 300 29.6446 1.4464 10.5215 1.1571 0.969 0.538 11.80
734 300 30.9934 1.4384 10.4595 1.2203 0.972 0.289 9.65
735 300 30.6508 1.5348 10.8268 1.4067 0.975 0.460 11.08
736 300 28.1182 1.8690 11.1496 1.2039 0.978 0.419 8.92
737 300 28.3739 1.2483 10.7998 1.2710 0.978 0.477 10.94
738 300 29.6572 1.7186 11.5737 1.3216 0.978 0.391 11.86
739 300 30.1835 1.5062 11.7358 1.2160 0.972 0.356 10.85
740 300 29.2092 1.1959 11.4595 1.2953 0.966 0.478 10.76
741 300 27.9581 1.2669 11.3843 1.1738 0.966 0.185 9.44
742 300 30.7159 1.5296 12.0400 1.2652 0.966 0.243 7.78
743 300 29.3615 1.4457 11.9971 1.3001 0.969 0.520 10.59
744 300 28.9709 1.4287 12.3073 1.1960 0.972 0.428 7.77
745 300 31.7898 1.4775 12.1830 1.2645 0.972 0.445 7.62
746 300 29.3997 1.4937 11.7038 1.2934 0.975 0.487 9.83
747 300 30.2743 1.3621 11.6838 1.2908 0.975 0.531 7.98
748 300 32.5659 1.5079 11.1405 1.2906 0.972 0.347 9.07
749 300 31.1184 1.6120 11.4484 1.3366 0.975 0.217 9.20
750 300 29.3809 1.1351 11.1401 1.2175 0.981 0.577 8.60
751 300 30.0219 1.4586 11.2324 1.3022 0.978 0.450 11.67
752 300 30.0328 1.4023 11.0866 1.2348 0.978 0.327 12.13
753 300 28.8011 1.4362 11.6383 1.3686 0.978 0.411 8.00
754 300 29.4708 1.6121 11.1503 1.2724 0.978 0.586 9.08
755 300 28.6283 1.2673 10.7211 1.1693 0.978 0.454 12.19
756 300 29.8737 1.2828 10.7332 1.3068 0.975 0.305 6.83
757 300 30.3642 1.3820 10.4617 1.2506 0.972 0.432 12.62
758 300 30.4624 1.4399 10.5062 1.2348 0.975 0.205 8.47
759 300 30.0318 1.4037 10.0354 1.2974 0.978 0.453 8.65
760 300 30.5253 1.5135 10.1806 1.3009 0.981 0.446 10.79
761 300 29.2996 1.2912 10.5153 1.3469 0.984 0.393 7.82
762 300 29.2615 1.5956 10.9098 1.2299 0.984 0.262 8.90
763 300 32.1345 1.6301 10.7505 1.4112 0.984 0.273 9.59
764 300 28.7736 1.2526 10.9306 1.3428 0.975 0.414 7.56
765 300 29.8702 1.4144 11.4522 1.1951 0.972 0.342 8.44
766 300 28.1989 1.4962 11.4716 1.2441 0.975 0.462 10.97
767 300 31.2666 1.5579 12.2175 1.3629 0.975 0.536 10.08
768 300 31.0196 1.4335 12.3372 1.3451 0.975 0.455 9.99
769 300 30.6901 1.3295 11.9501 1.3147 0.975 0.458 10.17
770 300 28.3243 1.4044 11.6980 1.2930 0.975 0.295 9.55
771 300 28.6734 1.5040 11.3708 1.3826 0.972 0.509 9.58
772 300 30.7339 1.5348 11.1051 1.1566 0.969 0.414 11.20
773 300 32.4769 1.8204 11.5782 1.2470 0.959 0.153 9.55
774 300 30.1495 1.4637 11.3780 1.2919 0.966 0.490 12.22
