it n time energy barrier aux reached lf_min al_max
360 240 27.7592 1.3325 8.2274 1.0320 0.956 0.390 9.04
361 240 29.7890 1.1330 8.2814 0.9657 0.959 0.578 10.69
362 241 30.9879 1.2871 8.8826 1.0173 0.963 0.416 10.98
363 241 30.5710 1.5046 8.9452 0.8626 0.963 0.468 9.34
364 242 30.7044 1.3917 9.2032 1.0760 0.956 0.340 6.63
365 242 31.8604 1.3142 9.5298 1.0538 0.947 0.571 11.87
366 243 28.9670 1.3569 9.4656 0.9250 0.944 0.464 9.44
367 243 29.5949 1.3234 10.0738 1.0456 0.953 0.183 14.92
368 244 29.8292 1.1548 10.2246 0.9537 0.953 0.524 10.01
369 244 31.4209 1.2912 10.2942 1.0082 0.953 0.402 7.67
370 245 32.3673 1.1253 10.2284 1.0347 0.956 0.319 10.83
371 245 31.6821 1.2987 10.5599 0.9305 0.956 0.526 11.55
372 246 30.7566 1.3484 10.3013 1.0055 0.956 0.302 12.51
373 246 30.6418 1.2911 10.0481 1.0593 0.956 0.358 10.65
374 247 30.5868 1.2778 9.5769 1.1037 0.956 0.611 10.59
375 247 30.7667 1.2460 9.3126 1.0312 0.963 0.303 9.81
376 248 29.8405 1.3120 9.1218 1.0659 0.966 0.484 12.56
377 248 32.7632 1.0431 8.6009 1.0396 0.959 0.348 11.52
378 249 29.0013 1.1551 8.4788 1.0712 0.956 0.386 10.03
379 249 29.5240 1.1497 8.4594 1.1140 0.953 0.500 11.01
380 250 31.6011 1.1483 8.8325 1.0203 0.950 0.154 10.48
381 250 27.8839 1.1140 8.5287 1.0176 0.950 0.377 10.22
382 251 30.6237 1.5604 8.8710 1.1035 0.944 0.312 7.99
383 251 29.6760 1.2182 9.4049 1.0428 0.950 0.352 10.50
384 252 30.4170 1.4226 9.4875 1.0783 0.956 0.511 7.78
385 252 31.5252 1.2631 9.7451 1.0302 0.959 0.482 12.55
386 253 30.3082 1.3445 10.0340 0.9618 0.959 0.266 8.04
