it n time energy barrier aux reached lf_min al_max
64 105 27.2587 0.4844 3.1122 0.4584 0.384 0.720 9.07
65 106 27.0103 0.5068 3.0975 0.4093 0.394 0.670 8.76
66 106 27.8894 0.5027 3.2351 0.4610 0.375 0.571 7.56
67 107 26.8410 0.5289 3.1245 0.4204 0.384 0.574 7.71
68 108 27.3720 0.5492 2.9856 0.4569 0.375 0.689 8.18
69 108 26.5338 0.5032 3.1621 0.4339 0.391 0.588 10.11
70 109 27.4677 0.5658 3.3819 0.4511 0.419 0.537 7.16
71 110 29.0329 0.4754 3.3534 0.4333 0.425 0.452 9.38
72 111 26.9669 0.5792 3.3863 0.4789 0.450 0.668 3.98
73 111 27.3278 0.5325 3.5871 0.4660 0.478 0.461 8.01
74 112 28.9531 0.4999 3.6291 0.4707 0.481 0.554 9.04
75 113 30.0538 0.4812 3.6243 0.4843 0.478 0.695 14.97
76 113 29.1029 0.4626 3.5939 0.5386 0.481 0.638 12.51
77 114 27.3741 0.5084 3.6655 0.4402 0.488 0.586 8.67
78 115 28.9971 0.4774 3.6095 0.4770 0.488 0.706 8.04
79 115 29.4236 0.4414 3.6379 0.4616 0.463 0.677 6.09
80 116 29.5413 0.4882 3.5465 0.4634 0.431 0.619 9.66
81 117 28.8724 0.4738 3.5078 0.5092 0.422 0.572 9.54
82 118 29.6050 0.4792 3.5612 0.5002 0.388 0.623 9.56
83 118 29.5453 0.4900 3.3361 0.5027 0.375 0.654 7.12
84 119 29.4854 0.4884 3.3324 0.4366 0.375 0.646 9.62
85 120 27.7863 0.5510 3.3697 0.4652 0.388 0.527 14.15
86 120 27.3737 0.5115 3.4944 0.4593 0.400 0.498 7.14
87 121 26.5648 0.6649 3.5007 0.5317 0.434 0.672 10.62
88 122 27.4907 0.5866 3.6334 0.4843 0.441 0.470 9.56
89 123 28.3554 0.5297 3.8164 0.5092 0.478 0.529 13.60
90 123 26.1659 0.5765 3.7515 0.5354 0.500 0.586 9.33
91 124 30.0745 0.5807 3.9182 0.4960 0.522 0.654 13.67
92 125 28.6450 0.6052 4.0283 0.5251 0.534 0.499 8.83
93 125 28.4646 0.5812 4.1729 0.5130 0.541 0.659 9.67
94 126 30.3598 0.5529 4.1686 0.5623 0.550 0.578 8.94
95 127 31.3755 0.5335 4.2694 0.5385 0.538 0.421 12.26
96 128 28.7050 0.4817 4.2862 0.5237 0.528 0.625 14.97
97 128 29.3226 0.5320 4.2255 0.5076 0.494 0.767 11.20
98 129 28.6661 0.5342 4.2347 0.5222 0.484 0.697 9.75
99 130 28.5908 0.5485 3.8847 0.4466 0.463 0.742 7.85
100 130 30.2541 0.6135 3.9478 0.5578 0.456 0.601 7.21
101 131 30.7500 0.5947 3.7836 0.5089 0.441 0.583 8.88
102 132 30.1563 0.5938 3.7544 0.5924 0.444 0.569 12.07
103 132 27.9380 0.7022 4.0189 0.5794 0.459 0.342 9.72
104 133 29.9750 0.6511 4.0246 0.5635 0.481 0.523 9.42
105 134 28.4757 0.6270 3.9076 0.5620 0.513 0.691 13.02
106 135 29.2164 0.5722 4.0467 0.5400 0.544 0.636 13.81
107 135 28.9967 0.6857 4.2436 0.6012 0.581 0.668 9.55
108 136 30.0012 0.6304 4.1858 0.5468 0.603 0.665 13.91
109 137 30.2633 0.6266 4.3130 0.5838 0.619 0.593 10.77
110 137 30.1262 0.6918 4.3249 0.5999 0.631 0.548 10.36
111 138 30.9596 0.5735 4.2227 0.5591 0.647 0.729 14.07
112 139 30.4313 0.6662 4.1609 0.6046 0.669 0.695 6.06
113 140 30.3598 0.6538 3.8636 0.5697 0.687 0.623 9.75
114 140 28.9878 0.6374 4.0127 0.5224 0.706 0.577 8.15
115 141 28.5779 0.7092 4.1829 0.6132 0.706 0.275 8.56
116 142 29.9539 0.7576 4.0272 0.5610 0.722 0.648 9.70
117 142 29.8034 0.7030 4.1560 0.6117 0.719 0.589 14.11
118 143 30.2329 0.6889 4.2674 0.6203 0.719 0.586 14.91
119 144 30.6632 0.6940 4.6079 0.5876 0.712 0.485 10.32
120 145 33.8493 0.6878 4.7579 0.6642 0.719 0.546 14.09
121 145 32.3911 0.7223 4.9150 0.6077 0.741 0.458 11.18
122 146 30.7018 0.7120 5.2315 0.5691 0.744 0.591 10.95
123 147 32.9813 0.6395 5.3297 0.5877 0.731 0.632 9.77
124 147 31.3386 0.6296 5.2670 0.6202 0.728 0.658 12.29
125 148 33.4137 0.7368 5.3013 0.6450 0.725 0.411 14.44
126 149 29.2940 0.6735 5.3342 0.6358 0.712 0.454 10.00
127 149 33.1111 0.6245 5.3436 0.6649 0.684 0.609 7.89
128 150 32.5756 0.6667 5.3632 0.5865 0.669 0.650 7.92
129 151 31.2657 0.7010 5.1888 0.6376 0.656 0.332 8.14
130 152 35.2108 0.5169 5.0568 0.6444 0.609 0.683 8.85
131 152 34.3758 0.7073 5.0941 0.6409 0.572 0.545 7.90
132 153 31.8268 0.6610 4.9835 0.6565 0.550 0.482 10.16
133 154 30.1274 0.6489 5.0155 0.6453 0.562 0.558 10.59
134 154 31.8561 0.6546 5.2379 0.6661 0.562 0.570 13.55
135 155 32.2267 0.6430 5.1788 0.6858 0.597 0.584 12.20
136 156 33.3835 0.5951 5.1525 0.6496 0.609 0.711 10.48
137 157 31.1554 0.6580 5.3080 0.6898 0.650 0.426 12.53
138 157 32.9892 0.6915 5.4131 0.6725 0.672 0.567 10.15
139 158 31.3757 0.7234 5.3135 0.5570 0.706 0.607 10.86
140 159 32.8374 0.7587 5.2873 0.6130 0.744 0.429 7.92
141 159 33.4411 0.6542 5.3733 0.6895 0.759 0.657 13.96
142 160 32.5005 0.7338 5.4062 0.7179 0.778 0.562 8.44
143 161 33.9523 0.6981 5.5583 0.7401 0.759 0.519 14.98
144 162 33.1225 0.6321 5.4414 0.6353 0.766 0.535 12.85
145 162 32.9917 0.6691 5.6912 0.7316 0.766 0.472 13.15
146 163 32.8796 0.7013 5.7526 0.6799 0.734 0.424 5.23
147 164 33.6548 0.7428 5.6305 0.6535 0.700 0.492 5.30
148 164 33.4771 0.7202 5.5236 0.6699 0.691 0.529 8.69
149 165 36.5568 0.6850 5.5865 0.6243 0.650 0.554 7.06
150 166 33.5505 0.7008 5.5910 0.6777 0.650 0.557 7.64
151 166 36.4679 0.7193 5.7557 0.7083 0.638 0.597 10.35
152 167 36.2227 0.6877 6.0393 0.7217 0.622 0.522 14.46
153 168 35.4814 0.7723 5.9824 0.7540 0.616 0.594 10.57
154 169 33.6887 0.7137 6.0793 0.7926 0.603 0.556 14.97
155 169 33.6167 0.7204 5.8714 0.6961 0.606 0.623 13.49
156 170 33.7488 0.7504 5.8340 0.6813 0.625 0.639 7.85
157 171 35.4887 0.7535 5.6904 0.6503 0.644 0.627 10.33
158 171 34.1167 0.7984 5.7900 0.7355 0.656 0.405 9.70
159 172 36.0085 0.8701 5.9111 0.7105 0.688 0.566 10.01
160 173 34.3680 0.7772 5.7795 0.7309 0.706 0.595 11.79
161 174 36.7708 0.7097 5.6415 0.7455 0.734 0.530 10.92
162 174 35.5496 0.7780 5.3353 0.6889 0.738 0.515 10.85
163 175 37.1652 0.7327 5.4054 0.6928 0.747 0.499 11.02
164 176 37.5056 0.7232 5.1822 0.8187 0.731 0.648 9.33
165 176 35.6765 0.6834 5.3187 0.7945 0.691 0.395 14.83
166 177 38.3971 0.7253 5.3538 0.7088 0.656 0.639 14.99
167 178 37.7117 0.7070 5.6665 0.7319 0.647 0.584 12.72
168 179 35.8968 0.7354 5.6244 0.7420 0.634 0.630 12.46
169 179 37.3107 0.7503 5.6716 0.7531 0.631 0.534 8.62
170 180 38.8450 0.8115 6.0743 0.7620 0.603 0.454 13.20
171 181 35.9302 0.8461 6.1917 0.7482 0.597 0.371 7.75
172 181 36.6872 0.8452 6.0871 0.7730 0.616 0.541 8.46
173 182 36.6048 0.8043 6.2619 0.6937 0.619 0.465 7.43
174 183 36.7970 0.8565 6.6092 0.7597 0.641 0.456 12.72
175 183 37.7616 0.7576 6.3875 0.7606 0.669 0.628 8.98
176 184 36.8745 0.8235 6.6787 0.7194 0.700 0.520 11.82
177 185 38.2096 0.8120 6.7318 0.7839 0.703 0.323 5.28
178 186 39.6312 0.7526 6.9270 0.7016 0.703 0.485 13.79
179 186 37.7814 0.7794 6.9178 0.7697 0.716 0.403 10.62
180 187 37.4796 0.7580 6.6927 0.7934 0.738 0.645 10.14
181 188 40.9423 0.7648 6.4972 0.8132 0.728 0.567 13.88
182 188 38.2317 0.7577 6.6312 0.8026 0.731 0.462 8.55
183 189 41.3856 0.7647 6.4157 0.7395 0.722 0.607 8.25
184 190 41.1891 0.8279 6.0717 0.7879 0.697 0.659 12.63
185 191 39.6579 0.8343 6.2206 0.7719 0.666 0.525 12.45
186 191 37.7808 0.8312 5.9773 0.7951 0.666 0.539 11.24
187 192 40.0359 0.9220 6.0066 0.8360 0.675 0.611 11.98
188 193 38.7887 0.8811 6.0162 0.7857 0.706 0.589 8.80
189 193 40.2569 0.9270 6.1671 0.8011 0.709 0.492 6.95
190 194 38.3841 0.8948 6.3187 0.8244 0.713 0.529 9.16
191 195 39.3383 0.8700 6.5481 0.8009 0.738 0.387 10.77
192 196 39.0663 0.8044 6.5159 0.8407 0.750 0.591 10.04
193 196 41.2081 0.8327 6.6848 0.8484 0.759 0.525 11.15
194 197 41.7134 0.8267 6.6201 0.8607 0.772 0.721 10.99
195 198 42.0626 0.7298 6.5751 0.8392 0.781 0.595 11.61
196 198 44.5445 0.7716 6.5271 0.8146 0.759 0.593 12.61
197 199 44.7208 0.7839 6.2224 0.8430 0.731 0.581 11.74
198 200 44.3481 0.8103 6.3638 0.7292 0.681 0.552 6.36
199 200 41.2896 0.8412 6.2469 0.7900 0.663 0.514 8.12
200 201 44.2609 0.8515 6.4322 0.8385 0.634 0.531 3.45
201 202 41.3917 0.8376 6.4795 0.7983 0.622 0.575 6.26
202 203 40.6745 0.9334 6.5592 0.8637 0.622 0.553 9.36
203 203 41.7994 0.8400 6.5051 0.8506 0.631 0.574 9.96
204 204 40.3814 0.9227 6.7428 0.8581 0.659 0.432 8.24
205 205 42.9579 0.8760 6.6197 0.8275 0.672 0.609 10.35
206 205 42.1291 0.8605 6.7468 0.8953 0.700 0.500 10.87
207 206 42.4158 0.8159 6.6004 0.7947 0.719 0.678 7.49
208 207 43.1529 0.8620 6.2888 0.9030 0.738 0.523 12.42
209 208 45.8433 0.8526 6.4383 0.8323 0.731 0.517 9.74
210 208 45.0977 0.8284 6.2940 0.8661 0.734 0.641 11.54
211 209 46.7139 0.9268 6.1625 0.8516 0.709 0.538 8.02
212 210 44.7959 0.9037 6.1894 0.9134 0.691 0.561 7.37
213 210 44.8510 0.9100 6.2545 0.8785 0.678 0.456 8.13
214 211 42.7527 0.9394 6.2677 0.8389 0.669 0.539 9.47
215 212 44.2984 0.9598 6.5309 0.8825 0.666 0.581 9.35
216 213 42.9153 0.9674 6.6675 0.8894 0.663 0.587 14.94
217 213 43.5203 0.9524 7.1278 0.8865 0.681 0.528 12.28
218 214 41.4368 0.9671 7.1662 0.9214 0.703 0.575 10.41
219 215 45.9338 0.9449 7.1564 0.8983 0.697 0.443 11.77
220 215 47.3624 0.9943 7.6962 0.9191 0.691 0.390 10.05
221 216 47.2651 0.9792 7.6341 0.8922 0.703 0.606 9.62
222 217 47.4630 0.9899 7.8086 0.8921 0.697 0.531 9.50
223 217 43.7176 0.9629 7.5677 0.8789 0.703 0.419 10.01
224 218 47.6431 0.9731 7.4280 0.8817 0.684 0.596 10.97
225 219 44.0388 0.9614 7.2638 0.9250 0.691 0.709 11.46
226 220 46.4109 0.9529 7.3070 0.9351 0.681 0.510 9.33
227 220 45.6906 0.9482 7.0264 0.9262 0.666 0.630 7.26
228 221 48.6267 0.9812 7.1849 0.8679 0.644 0.444 6.36
229 222 47.1325 1.0484 6.9812 0.8770 0.650 0.406 4.47
230 222 47.2785 0.9852 6.5498 1.0111 0.653 0.569 7.17
231 223 47.9005 0.9778 6.5308 1.0226 0.666 0.519 9.82
232 224 46.6715 1.0335 6.5503 0.9164 0.672 0.479 8.92
233 225 47.1407 0.9772 6.8166 0.9292 0.672 0.594 9.88
234 225 49.2969 0.9986 7.0071 0.9891 0.681 0.413 5.48
235 226 44.4714 0.9790 7.0681 0.8874 0.700 0.499 10.71
236 227 51.5791 1.0452 7.1058 1.0026 0.688 0.543 9.96
237 227 50.3135 0.9816 7.3827 0.9558 0.672 0.517 7.62
238 228 53.6848 0.9936 7.0824 0.9601 0.659 0.578 9.94
239 229 49.8764 1.0585 7.2151 1.0274 0.675 0.559 12.00
240 230 47.7835 0.9995 7.3575 0.9742 0.691 0.442 8.62
241 230 46.0368 1.0449 7.4976 0.9179 0.706 0.622 13.05
242 231 49.4808 0.9971 7.3420 0.9554 0.694 0.531 12.96
243 232 48.9070 1.0093 7.4740 1.0670 0.694 0.567 13.24
244 232 49.1045 1.0221 7.8128 1.0469 0.681 0.504 10.04
245 233 51.6294 1.0167 7.8439 0.9247 0.647 0.478 9.26
246 234 53.8523 1.0628 7.6127 0.9420 0.637 0.481 9.32
247 234 53.5570 0.9986 7.3380 0.9209 0.622 0.624 6.36
248 235 54.5780 1.1069 7.7481 1.0158 0.613 0.575 5.97
249 236 57.6008 1.0297 7.5821 0.9766 0.562 0.551 8.53
250 237 53.0785 1.1099 7.2694 0.9867 0.537 0.633 5.53
251 237 49.7974 1.1016 7.4073 1.0495 0.516 0.495 11.26
252 238 50.3720 1.0959 7.5020 1.0108 0.534 0.552 12.14
253 239 47.7259 1.0058 7.1274 0.9659 0.541 0.610 10.48
254 239 48.0770 1.0007 6.8996 1.0188 0.569 0.502 10.78
255 240 46.1996 1.0452 6.8070 0.9685 0.597 0.566 14.18
256 241 50.1084 1.0366 6.5914 1.1193 0.631 0.561 14.92
257 242 49.2751 1.1065 6.5865 0.9609 0.678 0.577 6.71
258 242 55.2896 1.1331 6.7753 1.0464 0.681 0.447 4.69
259 243 56.1500 1.0292 7.2703 1.0045 0.688 0.408 11.04
260 244 50.3193 1.0338 7.2361 0.9822 0.706 0.511 8.19
261 244 53.2744 1.0588 7.2241 0.9937 0.684 0.558 11.23
262 245 49.2468 1.0404 7.2169 1.0610 0.659 0.613 8.37
263 246 49.3592 1.1296 7.2987 1.0811 0.653 0.518 8.77
264 247 54.0680 1.1040 7.5502 1.0100 0.628 0.557 7.77
265 247 53.4211 1.0740 7.7131 1.0563 0.584 0.531 9.22
266 248 57.6653 1.1174 8.1270 1.0517 0.553 0.530 14.98
267 249 57.0394 1.1209 8.6422 1.0730 0.516 0.434 8.97
268 249 56.3514 1.1045 8.4922 1.0596 0.503 0.477 4.72
269 250 54.1677 1.2354 8.3452 0.9784 0.516 0.558 10.36
270 251 53.6960 1.2275 8.5620 1.0619 0.503 0.414 8.55
271 251 50.5548 1.1890 8.7431 1.1068 0.522 0.472 14.11
272 252 45.4616 1.3170 8.9905 1.0860 0.534 0.590 7.97
273 253 47.6895 1.2233 9.1509 0.9961 0.531 0.490 10.97
274 254 49.9090 1.1927 9.5152 1.0424 0.534 0.355 13.85
275 254 50.2821 1.3133 9.6716 1.0752 0.553 0.499 10.24
276 255 55.4693 1.3653 9.8926 1.0166 0.553 0.416 8.35
277 256 54.1834 1.2713 9.7695 1.0574 0.547 0.469 11.91
278 256 57.9620 1.2379 9.5815 1.1260 0.559 0.630 9.93
279 257 54.6684 1.2325 9.5064 1.0485 0.559 0.480 6.42
280 258 55.3691 1.1745 9.4152 0.9940 0.566 0.588 8.29
281 259 51.3357 1.0896 9.3649 1.1276 0.566 0.505 7.43
282 259 51.6345 1.1020 9.4697 1.1528 0.566 0.363 8.65
283 260 51.9220 1.1483 9.4849 1.0453 0.556 0.471 7.98
284 261 53.7469 1.1033 9.0152 1.0700 0.547 0.611 9.00
285 261 53.2777 1.1265 8.8457 1.0434 0.525 0.568 6.16
286 262 60.9784 1.1601 8.6229 1.1249 0.522 0.417 7.01
287 263 52.9289 1.2794 8.6807 1.0156 0.534 0.299 8.54
288 264 62.8905 1.2839 9.2195 1.1170 0.528 0.499 5.75
289 264 59.0686 1.2622 9.4477 1.0646 0.528 0.529 6.23
290 265 55.0727 1.2266 9.6289 1.0564 0.541 0.559 8.05
291 266 54.1167 1.2515 9.5724 1.0104 0.556 0.393 10.01
292 266 51.5767 1.2353 9.5488 1.0804 0.572 0.448 13.47
293 267 47.0655 1.2333 9.8196 1.0804 0.588 0.537 8.77
294 268 47.2180 1.2867 9.7419 1.0878 0.600 0.612 14.96
295 268 47.5243 1.2494 9.5681 1.0653 0.622 0.673 10.97
296 269 50.8148 1.2475 9.4130 1.1548 0.641 0.570 11.04
297 270 55.3083 1.3317 9.0659 1.1356 0.628 0.559 7.94
298 271 53.0260 1.5325 8.6086 1.1119 0.625 0.571 4.93
299 271 58.1493 1.4130 8.7180 1.1767 0.616 0.504 6.67
300 272 58.5719 1.4489 9.0780 1.1001 0.591 0.184 8.08
301 273 59.2636 1.3743 9.1111 1.0526 0.569 0.420 7.26
302 273 53.5484 1.2418 9.1557 1.1121 0.550 0.467 10.00
303 274 54.2240 1.2741 9.0224 1.0718 0.544 0.532 10.81
304 275 56.2250 1.2047 9.3953 1.1901 0.541 0.545 12.01
305 276 53.7026 1.1627 9.8118 1.0838 0.538 0.633 13.08
306 276 55.6319 1.1691 9.9428 1.1167 0.544 0.568 11.49
307 277 56.3510 1.2950 10.2831 1.0747 0.541 0.520 9.13
308 278 60.3425 1.3301 10.3298 1.1074 0.538 0.471 8.38
309 278 52.2886 1.5279 10.0423 1.1623 0.547 0.387 7.58
310 279 53.1626 1.4749 9.6158 1.1347 0.547 0.499 6.38
311 280 50.6389 1.3843 9.7036 1.1373 0.544 0.479 7.92
312 281 52.0330 1.4398 9.6385 1.0747 0.553 0.538 6.13
313 281 49.6525 1.2082 9.5801 1.1102 0.563 0.534 12.42
314 282 51.6794 1.2677 9.6420 1.2099 0.572 0.514 9.53
315 283 51.2567 1.1220 9.7710 1.2001 0.588 0.450 11.49
316 283 54.1219 1.1249 10.1793 1.1955 0.578 0.511 14.91
317 284 52.0116 1.2017 10.1855 1.1701 0.597 0.551 12.94
318 285 56.1869 1.1630 10.1226 1.0858 0.628 0.556 9.94
319 285 58.0056 1.1883 10.0974 1.1378 0.619 0.498 12.51
320 286 56.4098 1.2813 10.2703 1.2319 0.619 0.462 7.73
321 287 58.2359 1.2281 10.0937 1.0872 0.606 0.540 5.49
322 288 56.8906 1.2552 9.8221 1.2398 0.581 0.491 6.57
323 288 59.0737 1.2930 10.3604 1.1471 0.544 0.526 7.42
324 289 49.3275 1.3471 9.7502 1.1584 0.534 0.666 6.38
325 290 55.0083 1.2029 9.6926 1.3095 0.519 0.365 8.17
326 290 58.4154 1.2882 9.3688 1.1577 0.503 0.588 7.56
327 291 50.9549 1.4321 9.1721 1.3163 0.519 0.614 8.78
328 292 56.5545 1.3125 9.7305 1.2645 0.522 0.373 9.78
329 293 54.3178 1.3540 9.7616 1.1004 0.547 0.507 10.47
330 293 46.8242 1.3329 9.7024 1.1529 0.575 0.440 8.69
331 294 56.0958 1.2785 9.7024 1.2090 0.609 0.570 13.83
332 295 53.5828 1.2385 9.7435 1.1519 0.634 0.433 9.92
333 295 49.8027 1.2146 9.0885 1.2009 0.684 0.465 7.02
334 296 49.9927 1.2713 9.5480 1.1751 0.691 0.459 9.57
335 297 58.3193 1.2582 9.2187 1.2195 0.691 0.605 10.09
336 298 53.2474 1.4322 9.3400 1.2459 0.694 0.421 8.10
337 298 54.6240 1.4860 9.9815 1.2518 0.678 0.392 6.87
338 299 52.1546 1.5622 9.6399 1.2980 0.691 0.190 10.60
339 300 50.1726 1.4419 9.5517 1.1673 0.709 0.437 12.12
340 300 50.2047 1.3981 9.7627 1.1506 0.716 0.312 9.98
341 301 52.8658 1.1696 10.0029 1.1322 0.706 0.453 12.88
342 302 57.1326 1.2330 10.2208 1.2617 0.691 0.559 9.43
343 302 59.1305 1.0769 10.4883 1.2095 0.656 0.588 9.09
344 303 61.2703 1.0700 10.4234 1.1570 0.634 0.497 11.05
345 304 62.0673 1.0666 10.9505 1.3898 0.609 0.396 11.78
346 305 60.9381 1.1411 10.8304 1.2665 0.609 0.614 11.65
347 305 58.5023 1.2064 10.1043 1.3040 0.588 0.632 5.33
348 306 52.8420 1.1403 10.2103 1.3031 0.550 0.632 8.34
349 307 53.3293 1.2653 10.6791 1.2924 0.525 0.417 5.13
350 307 53.2373 1.1871 10.3995 1.3508 0.528 0.524 10.38
351 308 48.8985 1.3259 10.3418 1.3102 0.547 0.555 8.93
352 309 47.9053 1.3843 9.9628 1.3479 0.578 0.500 8.21
353 310 43.5160 1.3165 10.0354 1.2339 0.603 0.403 11.66
354 310 49.9050 1.2448 9.8137 1.2276 0.634 0.501 12.39
355 311 49.2893 1.4092 9.7662 1.3786 0.681 0.267 9.47
356 312 47.9509 1.3817 10.1836 1.3485 0.713 0.512 8.46
357 312 48.5855 1.3345 10.8687 1.3171 0.772 0.288 8.24
358 313 51.1852 1.4335 11.0225 1.2986 0.806 0.301 7.70
359 314 46.5778 1.2976 10.7404 1.2158 0.828 0.426 6.62
360 315 53.9761 1.1923 11.2084 1.3311 0.806 0.462 7.35
361 315 50.3244 1.1918 11.1331 1.3939 0.794 0.597 13.71
362 316 56.5885 1.2018 11.6174 1.4098 0.759 0.483 9.92
363 317 49.9818 1.3050 11.2969 1.3056 0.722 0.445 9.98
364 317 50.4227 1.1463 11.6613 1.4271 0.709 0.519 7.97
365 318 48.9225 1.3447 11.7152 1.3496 0.697 0.304 8.22
366 319 51.4633 1.3999 11.6687 1.4659 0.688 0.475 13.78
367 319 51.3470 1.2393 11.0504 1.2996 0.681 0.541 10.70
368 320 51.8746 1.2217 10.9471 1.3398 0.681 0.491 7.61
369 321 54.4620 1.2553 10.9417 1.2700 0.672 0.502 8.29
370 322 53.9588 1.2860 10.4548 1.3413 0.681 0.460 7.92
371 322 49.7996 1.1634 10.6443 1.3126 0.700 0.510 8.32
372 323 50.9474 1.4591 10.3422 1.2819 0.738 0.485 10.16
373 324 44.0611 1.3730 10.7892 1.2942 0.784 0.225 8.93
374 324 49.3353 1.2509 10.5432 1.1383 0.803 0.498 11.96
375 325 52.2566 1.2243 10.7875 1.3280 0.809 0.227 7.90
376 326 45.5113 1.1362 10.4669 1.4098 0.825 0.531 11.40
377 327 50.5916 1.3279 10.7504 1.2822 0.800 0.354 9.44
378 327 49.9457 1.3329 11.1716 1.3295 0.797 0.401 8.37
379 328 50.1292 1.4095 11.4014 1.2799 0.803 0.406 9.11
380 329 49.7721 1.4656 12.2842 1.3569 0.806 0.116 6.54
381 329 48.6567 1.5294 12.3347 1.3678 0.784 0.428 5.94
382 330 49.3540 1.2381 12.3995 1.3714 0.772 0.469 8.58
383 331 50.0017 1.3616 12.6761 1.3388 0.763 0.286 9.73
384 332 51.5341 1.3023 12.7170 1.3344 0.747 0.525 6.62
385 332 48.2113 1.1735 12.4614 1.2373 0.756 0.172 9.11
386 333 51.7679 1.3496 12.5412 1.4074 0.734 0.519 12.85
