it n time energy barrier aux reached lf_min al_max
386 253 12.4231 0.5325 3.7633 0.9547 0.359 0.752 3.94
387 253 12.3766 0.5469 3.5785 1.0337 0.353 0.801 3.54
388 254 12.3974 0.5301 3.5161 1.0740 0.353 0.774 5.14
389 254 12.5549 0.5508 3.7938 1.0820 0.334 0.699 6.67
390 255 12.3397 0.5618 3.5232 1.0240 0.350 0.727 2.85
391 255 12.5745 0.5667 3.5940 1.1238 0.344 0.764 4.55
392 256 12.3737 0.5504 3.5063 1.0629 0.366 0.789 2.42
393 256 12.4487 0.5355 3.2309 0.9304 0.353 0.773 4.29
394 257 12.4521 0.5400 3.2540 1.0105 0.359 0.767 5.16
395 257 12.5758 0.5382 2.9503 0.9833 0.347 0.782 3.71
396 258 12.6690 0.5355 2.6339 1.1572 0.347 0.805 4.04
397 258 12.7034 0.5607 2.7501 1.1604 0.334 0.762 3.62
398 259 12.4916 0.5609 2.8687 1.0665 0.344 0.773 4.41
399 259 12.7306 0.5449 2.6773 1.1164 0.366 0.704 8.19
400 260 12.4812 0.5286 2.2952 1.0842 0.353 0.803 4.26
401 260 12.6109 0.5582 2.2877 1.0623 0.362 0.643 4.63
402 261 12.8913 0.5468 2.3332 1.1110 0.344 0.631 8.06
403 261 12.8289 0.5268 2.1709 1.0815 0.337 0.814 5.21
404 262 12.8029 0.5626 2.4418 1.1517 0.334 0.639 5.53
405 262 12.7253 0.5322 2.4869 1.1486 0.347 0.803 3.51
406 263 12.7738 0.5552 2.9763 1.1057 0.359 0.721 3.85
407 263 12.8888 0.5455 3.1133 1.0908 0.366 0.742 5.11
408 264 12.8777 0.5665 3.0686 1.0584 0.356 0.802 3.83
409 264 12.6383 0.5513 2.9591 1.1237 0.353 0.810 5.71
410 265 12.8597 0.5730 3.3288 1.1102 0.363 0.729 3.47
411 265 12.9140 0.5557 3.2028 1.1477 0.362 0.761 4.26
412 266 12.9094 0.5504 3.1874 1.0540 0.391 0.769 5.52
413 266 12.9653 0.5750 3.5738 1.0966 0.409 0.720 5.30
414 267 13.1151 0.5914 3.7203 1.0215 0.397 0.762 1.79
415 267 13.1747 0.5833 3.7944 1.1572 0.394 0.741 4.33
416 268 12.9329 0.5741 3.3981 1.1247 0.384 0.851 3.65
417 268 12.8994 0.5502 3.2454 1.0870 0.400 0.771 3.86
418 269 13.1059 0.5523 3.1857 1.0912 0.397 0.725 6.86
419 269 12.7792 0.5551 3.1399 1.1160 0.400 0.786 2.99
420 270 13.1775 0.5805 2.9642 1.0771 0.384 0.671 5.12
421 270 12.9944 0.5808 3.4825 1.1079 0.397 0.671 5.98
422 271 13.0964 0.5572 3.6649 1.1365 0.394 0.653 3.17
423 271 13.2414 0.5497 3.4209 1.0440 0.381 0.668 4.01
424 272 13.0928 0.5444 2.8775 1.1036 0.391 0.809 6.47
425 272 13.3310 0.5575 2.8985 1.0279 0.394 0.784 5.80
426 273 13.3257 0.5584 2.7603 1.1837 0.397 0.787 3.57
427 273 13.2774 0.5935 2.7444 1.0990 0.391 0.828 5.58
428 274 13.2687 0.5818 2.6815 1.0671 0.409 0.749 3.47
429 274 13.3354 0.5716 2.7034 1.1382 0.413 0.722 5.37
430 275 13.5177 0.6167 2.8307 1.1204 0.425 0.752 2.97
431 275 13.4244 0.6081 2.4444 1.0361 0.419 0.807 2.74
432 276 13.4798 0.5887 2.2869 1.2031 0.406 0.758 3.16
433 276 13.4367 0.5777 2.2125 1.2323 0.409 0.771 4.64
434 277 13.5682 0.5774 2.3390 1.2086 0.413 0.770 4.36
435 277 13.4732 0.5890 2.2364 1.1714 0.403 0.838 3.53
436 278 13.5999 0.5572 2.3451 1.1827 0.406 0.755 3.07
437 278 13.7063 0.6028 2.3443 1.2027 0.391 0.797 3.57
438 279 13.5206 0.6049 2.7008 1.1076 0.381 0.730 4.75
439 279 13.6599 0.5901 3.2261 1.2112 0.372 0.799 3.08
440 280 13.5222 0.5929 3.1199 1.0470 0.375 0.800 4.06
441 280 13.6940 0.5636 3.0508 1.1916 0.369 0.691 4.86
442 281 13.5499 0.5768 3.4068 1.1683 0.372 0.728 6.00
443 281 13.6565 0.5728 3.4849 1.0197 0.375 0.714 5.60
444 282 13.7441 0.5571 3.4844 1.2377 0.366 0.741 3.99
445 282 13.8449 0.5714 3.4909 1.1690 0.369 0.724 4.54
446 283 13.8583 0.5687 3.4321 1.2115 0.350 0.839 4.54
447 283 14.0192 0.5749 3.3004 1.1857 0.350 0.810 3.85
448 284 13.8915 0.5817 3.2561 1.1449 0.341 0.758 5.63
449 284 13.6782 0.5991 3.1395 1.1683 0.359 0.745 3.51
450 285 13.8418 0.6209 3.0319 1.1366 0.359 0.732 3.02
451 285 13.9406 0.5871 3.0081 1.1944 0.350 0.742 4.74
452 286 13.9986 0.6083 2.6239 1.1799 0.350 0.760 5.49
453 286 13.7423 0.6140 2.5090 1.2654 0.356 0.718 3.46
454 287 14.0619 0.5988 2.5166 1.0785 0.356 0.851 5.44
455 287 13.9124 0.6221 3.2205 1.1699 0.375 0.732 7.10
456 288 13.9668 0.6468 3.4597 1.2659 0.413 0.707 2.44
457 288 14.1335 0.6318 3.9978 1.2251 0.434 0.784 2.29
458 289 14.0723 0.6272 3.8933 1.2751 0.450 0.729 3.35
459 289 14.2905 0.6022 3.5305 1.2231 0.422 0.820 4.38
460 290 14.2059 0.6034 4.0646 1.3383 0.416 0.674 3.85
461 290 14.0699 0.6049 4.0732 1.2339 0.428 0.735 3.87
462 291 13.6768 0.6198 4.2304 1.0594 0.447 0.736 4.32
463 291 14.2178 0.5876 4.6315 1.2325 0.438 0.742 3.91
464 292 14.2506 0.6173 4.9529 1.1795 0.441 0.687 3.55
465 292 14.1769 0.5854 4.2163 1.2860 0.409 0.774 6.63
466 293 14.1156 0.5944 4.1517 1.2996 0.391 0.644 3.69
467 293 14.2088 0.6036 3.6364 1.1663 0.378 0.774 3.79
468 294 14.2351 0.5786 3.6002 1.2575 0.372 0.731 4.62
469 294 14.2864 0.6101 3.4965 1.2188 0.381 0.780 4.41
470 295 14.4588 0.6182 3.0732 1.2895 0.375 0.823 5.93
471 295 14.2580 0.5933 2.9294 1.3493 0.378 0.690 5.52
472 296 14.5567 0.6302 2.7972 1.2880 0.356 0.827 5.39
473 296 14.3539 0.6074 2.7050 1.2283 0.356 0.729 4.66
474 297 14.6347 0.6501 2.9068 1.2703 0.362 0.750 3.15
475 297 14.6354 0.6139 3.0497 1.2588 0.362 0.794 4.34
476 298 14.5154 0.6131 2.9031 1.2546 0.363 0.721 4.58
477 298 14.3472 0.6547 3.0167 1.2620 0.378 0.820 3.54
478 299 14.2644 0.6234 3.0436 1.3053 0.403 0.787 5.03
479 299 14.5253 0.6181 3.1797 1.2914 0.412 0.839 6.51
480 300 14.6529 0.6097 3.0882 1.3176 0.409 0.807 6.17
481 300 14.7322 0.5967 3.4934 1.3678 0.397 0.718 3.84
482 300 14.5217 0.6137 3.6444 1.2503 0.409 0.722 4.93
483 300 14.7753 0.6228 3.8072 1.2040 0.409 0.751 4.25
484 300 14.5084 0.6298 3.4582 1.2609 0.422 0.818 3.87
485 300 14.6400 0.5906 3.5893 1.2964 0.441 0.506 6.37
486 300 14.7514 0.6211 3.5913 1.3908 0.425 0.625 5.06
487 300 14.6335 0.5950 3.5095 1.1599 0.422 0.653 5.54
488 300 14.7061 0.5774 3.3363 1.1948 0.381 0.689 5.55
489 300 14.8014 0.5988 3.2748 1.0615 0.372 0.765 4.61
490 300 14.6209 0.5923 3.3376 1.3532 0.381 0.719 4.45
491 300 14.5519 0.6167 2.9469 1.2056 0.394 0.760 3.88
492 300 14.6460 0.6378 2.6031 1.4035 0.388 0.751 3.70
493 300 14.6949 0.6465 2.5268 1.1557 0.394 0.717 2.39
494 300 14.6172 0.6537 2.8789 1.3604 0.391 0.840 3.90
495 300 14.7010 0.6429 3.0935 1.2958 0.388 0.808 3.46
496 300 14.6603 0.6574 3.5266 1.1456 0.403 0.871 4.95
497 300 14.7464 0.6720 3.7328 1.3198 0.391 0.791 2.83
498 300 14.5707 0.6485 3.7835 1.3195 0.416 0.746 4.75
499 300 14.5854 0.6681 4.3396 1.2345 0.422 0.676 3.33
500 300 14.2135 0.6332 4.5756 1.2580 0.431 0.665 4.10
501 300 14.6976 0.6211 4.5387 1.2042 0.416 0.849 6.08
502 300 14.6135 0.6172 4.6472 1.1577 0.419 0.835 3.63
503 300 14.7314 0.6345 4.5632 1.3321 0.416 0.780 2.60
504 300 14.6436 0.6511 3.9729 1.2260 0.409 0.754 4.64
505 300 14.5984 0.6161 3.6179 1.2194 0.409 0.595 4.80
506 300 14.6166 0.6035 3.3188 1.2616 0.413 0.686 3.88
507 300 14.5889 0.6090 3.5317 1.1718 0.419 0.712 4.04
508 300 14.6712 0.6573 3.6326 1.1175 0.403 0.777 2.86
509 300 14.6938 0.6371 3.1975 1.1773 0.406 0.722 3.94
510 300 14.5612 0.6193 2.9724 1.3990 0.391 0.741 4.21
511 300 14.3493 0.6166 2.9934 1.2094 0.409 0.737 5.82
512 300 14.6327 0.6268 3.0134 1.2477 0.406 0.675 3.12
513 300 14.5374 0.5992 2.6428 1.2546 0.409 0.819 3.99
514 300 14.4210 0.6177 2.7108 1.1936 0.413 0.816 4.61
515 300 14.5360 0.6477 2.7783 1.2128 0.425 0.739 2.76
516 300 14.5875 0.6319 3.0041 1.1921 0.428 0.701 3.19
517 300 14.6234 0.6232 2.6608 1.2304 0.431 0.752 3.77
518 300 14.8318 0.6108 2.7534 1.2003 0.422 0.727 5.32
519 300 14.4938 0.6273 3.3972 1.2464 0.419 0.780 5.15
520 300 14.4896 0.6137 3.6138 1.1994 0.438 0.676 4.07
521 300 14.4710 0.6385 3.6823 1.2790 0.438 0.812 5.70
522 300 14.4541 0.6430 3.6007 1.2187 0.444 0.777 4.04
523 300 14.6024 0.6112 4.0252 1.2020 0.434 0.728 5.15
524 300 14.6231 0.6396 4.1044 1.2213 0.434 0.789 5.55
525 300 14.7088 0.6391 3.9535 1.2613 0.428 0.765 4.01
526 300 14.7413 0.6227 3.6733 1.3317 0.416 0.803 5.40
527 300 14.6468 0.6280 3.4842 1.1349 0.397 0.837 3.64
528 300 14.5055 0.6025 3.2343 1.2921 0.419 0.768 4.39
529 300 14.6281 0.6343 2.6990 1.2023 0.422 0.640 4.02
530 300 14.5770 0.6521 2.4043 1.0876 0.413 0.780 4.39
531 300 14.5729 0.6418 2.8712 1.2435 0.416 0.746 3.45
532 300 14.6089 0.6449 3.1681 1.1346 0.406 0.768 3.41
533 300 14.5177 0.6276 2.7768 1.4038 0.409 0.778 5.44
534 300 14.7770 0.6410 2.8381 1.2003 0.400 0.798 5.32
535 300 14.4819 0.6375 2.7402 1.1149 0.403 0.807 2.18
536 300 14.5559 0.6339 2.8204 1.3260 0.419 0.833 5.65
537 300 14.5709 0.6313 3.0112 1.1728 0.438 0.852 3.92
538 300 14.5982 0.6413 3.0853 1.2165 0.450 0.711 2.69
539 300 14.4696 0.6344 3.0118 1.2336 0.459 0.717 4.15
540 300 14.5974 0.6250 2.9377 1.2561 0.453 0.756 4.93
541 300 14.6307 0.6252 2.5404 1.1661 0.447 0.697 3.65
542 300 14.7073 0.6228 2.2145 1.3166 0.447 0.720 3.38
543 300 14.5674 0.6344 2.1988 1.2589 0.450 0.751 4.02
544 300 14.7187 0.6128 1.9555 1.1700 0.450 0.767 3.86
545 300 14.4223 0.6493 1.9796 1.2523 0.453 0.825 3.49
546 300 14.7681 0.6296 1.7464 1.3146 0.441 0.792 5.59
547 300 14.4828 0.6231 1.8499 1.2008 0.447 0.746 2.98
548 300 14.5160 0.6532 1.7604 1.2417 0.437 0.791 4.08
549 300 14.5048 0.6409 1.9520 1.2245 0.431 0.682 4.04
550 300 14.5842 0.6543 2.2713 1.2862 0.434 0.595 4.45
551 300 14.5540 0.6312 2.2010 1.2869 0.438 0.767 4.16
552 300 14.6499 0.6420 2.2872 1.2038 0.438 0.783 4.83
553 300 14.5377 0.6472 2.6210 1.2277 0.450 0.656 4.92
554 300 14.6497 0.6065 2.6625 1.3360 0.447 0.742 6.13
555 300 14.6359 0.6182 2.8582 1.1597 0.444 0.722 5.41
556 300 14.4885 0.6049 2.8749 1.2398 0.456 0.779 3.34
557 300 14.7583 0.6266 2.7729 1.3030 0.441 0.747 3.62
558 300 14.5739 0.6004 2.6671 1.1551 0.422 0.800 4.37
559 300 14.5921 0.6520 2.3642 1.3317 0.419 0.823 2.53
560 300 14.4937 0.6400 2.2506 1.3163 0.428 0.781 5.60
561 300 14.3860 0.6385 2.6843 1.3025 0.441 0.749 4.48
562 300 14.4247 0.6313 2.7254 1.2441 0.450 0.783 2.51
563 300 14.6233 0.6547 3.0131 1.1501 0.441 0.690 3.68
564 300 14.5566 0.6051 2.9775 1.2072 0.444 0.775 4.29
565 300 14.4378 0.6274 2.8353 1.1669 0.441 0.763 5.30
566 300 14.4344 0.6097 2.9895 1.1715 0.434 0.786 5.30
567 300 14.7685 0.6297 2.9194 1.2163 0.434 0.777 5.17
568 300 14.5794 0.6272 3.2157 1.2252 0.459 0.756 3.88
569 300 14.3449 0.5992 3.0822 1.3018 0.459 0.748 3.46
570 300 14.6071 0.6339 2.8617 1.1132 0.456 0.706 3.70
571 300 14.6461 0.6371 2.6335 1.1053 0.450 0.710 4.11
572 300 14.5588 0.6269 2.4995 1.2371 0.447 0.844 5.01
573 300 14.4513 0.6340 1.8790 1.1411 0.456 0.795 4.38
574 300 14.7162 0.6478 1.8717 1.2014 0.450 0.789 3.10
575 300 14.6168 0.6322 2.1409 1.1450 0.444 0.657 4.47
576 300 14.6312 0.6613 1.9876 1.2879 0.447 0.836 3.15
577 300 14.5282 0.6409 1.8983 1.1444 0.466 0.863 3.63
578 300 14.6191 0.6576 1.7704 1.1426 0.466 0.787 3.08
579 300 14.6674 0.6338 1.7992 1.1964 0.456 0.837 7.06
580 300 14.5378 0.6426 1.9706 1.3535 0.459 0.786 4.10
581 300 14.5528 0.6526 2.6458 1.2121 0.453 0.740 5.79
582 300 14.5606 0.6516 3.0393 1.2380 0.462 0.788 4.78
583 300 14.7139 0.6321 3.0824 1.1538 0.441 0.766 3.76
584 300 14.7403 0.6203 3.0690 1.3450 0.441 0.789 3.66
585 300 14.7523 0.6478 2.7238 1.1972 0.438 0.755 4.54
586 300 14.6133 0.6530 2.8541 1.2353 0.434 0.770 4.09
587 300 14.6667 0.6265 2.9252 1.3217 0.413 0.773 2.91
588 300 14.5972 0.6672 3.1299 1.2844 0.413 0.733 2.23
589 300 14.7212 0.6281 3.3200 1.1985 0.409 0.803 3.08
590 300 14.7041 0.6354 3.7122 1.2734 0.397 0.714 3.38
591 300 14.5145 0.6011 2.7132 1.2583 0.384 0.832 3.02
592 300 14.6718 0.6349 2.3623 1.3454 0.372 0.785 6.83
593 300 14.5274 0.6030 2.3618 1.3194 0.381 0.766 2.58
594 300 14.2477 0.6239 2.4641 1.1629 0.419 0.757 5.15
595 300 14.5847 0.6083 2.5713 1.2691 0.434 0.724 3.34
596 300 14.5314 0.6182 2.6432 1.2626 0.444 0.745 3.63
597 300 14.6766 0.6197 2.6055 1.2865 0.450 0.789 5.35
598 300 14.6110 0.6508 2.3013 1.3165 0.437 0.783 2.58
599 300 14.5995 0.6226 2.4208 1.2767 0.441 0.770 3.21
600 300 14.7248 0.6200 1.9555 1.1421 0.441 0.747 3.61
