t V gam alpha th Tc Tr thsp Tcc Trc lf gd
0.05 15.000 -0.000 -5.058 -5.059 13.46 10.00 -5.157 12.78 10.00 0.999 0.000
0.15 14.997 -0.004 -5.073 -5.077 13.13 10.00 -5.156 11.28 10.00 0.999 -0.001
0.25 14.989 -0.010 -5.080 -5.091 12.59 10.00 -5.153 9.78 10.00 0.998 -0.001
0.35 14.974 -0.020 -5.081 -5.101 11.87 10.00 -5.147 8.28 10.00 0.997 -0.002
0.45 14.950 -0.034 -5.074 -5.108 11.02 10.00 -5.136 6.78 10.00 0.995 -0.002
0.55 14.915 -0.055 -5.056 -5.111 10.04 10.00 -5.119 5.28 10.00 0.993 -0.004
0.65 14.868 -0.084 -5.025 -5.109 8.97 10.00 -5.095 3.78 10.00 0.991 -0.005
0.75 14.810 -0.124 -4.979 -5.102 7.82 10.00 -5.065 2.28 10.00 0.988 -0.007
0.85 14.738 -0.176 -4.915 -5.091 6.61 10.00 -5.028 0.78 10.00 0.984 -0.009
0.95 14.654 -0.243 -4.831 -5.073 5.42 10.00 -4.983 0.00 10.00 0.981 -0.012
1.05 14.558 -0.326 -4.724 -5.050 4.44 10.00 -4.932 0.00 10.00 0.976 -0.015
1.15 14.455 -0.427 -4.594 -5.021 3.63 10.00 -4.875 0.00 10.00 0.972 -0.018
1.25 14.346 -0.545 -4.441 -4.986 2.97 10.00 -4.813 0.00 10.00 0.968 -0.021
1.35 14.233 -0.679 -4.266 -4.946 2.43 10.00 -4.750 0.00 10.00 0.964 -0.024
1.45 14.117 -0.829 -4.072 -4.901 1.99 10.00 -4.684 0.00 10.00 0.961 -0.026
1.55 14.001 -0.993 -3.860 -4.853 1.63 10.00 -4.618 0.00 10.00 0.958 -0.029
1.65 13.884 -1.169 -3.632 -4.801 1.34 10.00 -4.551 0.00 10.00 0.955 -0.031
1.75 13.768 -1.356 -3.390 -4.746 1.09 10.00 -4.484 0.00 10.00 0.953 -0.033
1.85 13.653 -1.552 -3.138 -4.689 0.90 10.00 -4.418 0.00 10.00 0.951 -0.034
1.95 13.541 -1.756 -2.876 -4.631 0.73 10.00 -4.353 0.00 10.00 0.950 -0.036
2.05 13.430 -1.966 -2.606 -4.572 0.60 10.00 -4.289 0.00 10.00 0.949 -0.037
2.15 13.322 -2.182 -2.330 -4.512 0.49 10.00 -4.226 0.00 10.00 0.948 -0.038
2.25 13.218 -2.402 -2.050 -4.452 0.40 10.00 -4.165 0.00 10.00 0.948 -0.038
2.35 13.116 -2.625 -1.766 -4.391 0.33 10.00 -4.106 0.00 10.00 0.948 -0.039
2.45 13.017 -2.851 -1.481 -4.332 0.27 10.00 -4.049 0.00 10.00 0.948 -0.039
2.55 12.922 -3.078 -1.195 -4.273 0.22 10.00 -3.993 0.00 10.00 0.948 -0.040
2.65 12.830 -3.305 -0.909 -4.215 0.18 10.00 -3.939 0.00 10.00 0.948 -0.040
2.75 12.742 -3.532 -0.625 -4.158 0.15 10.00 -3.888 0.00 10.00 0.948 -0.040
2.85 12.657 -3.759 -0.343 -4.102 0.12 10.00 -3.838 0.00 10.00 0.949 -0.040
2.95 12.575 -3.984 -0.063 -4.047 0.10 10.00 -3.790 0.00 10.00 0.950 -0.039
3.05 12.497 -4.207 0.213 -3.994 0.08 10.00 -3.745 0.00 10.00 0.951 -0.039
3.15 12.422 -4.427 0.484 -3.943 0.07 10.00 -3.701 0.00 10.00 0.951 -0.038
3.25 12.351 -4.645 0.752 -3.893 0.05 10.00 -3.659 0.00 10.00 0.952 -0.038
3.35 12.282 -4.859 1.014 -3.845 0.04 10.00 -3.619 0.00 10.00 0.953 -0.037
3.45 12.217 -5.069 1.270 -3.799 0.04 10.00 -3.581 0.00 10.00 0.955 -0.037
3.55 12.155 -5.275 1.521 -3.754 0.03 10.00 -3.544 0.00 10.00 0.956 -0.036
3.65 12.096 -5.477 1.765 -3.711 0.02 10.00 -3.510 0.00 10.00 0.957 -0.035
3.75 12.040 -5.673 2.003 -3.670 0.02 10.00 -3.477 0.00 10.00 0.958 -0.034
3.85 11.987 -5.865 2.234 -3.631 0.02 10.00 -3.445 0.00 10.00 0.959 -0.033
3.95 11.933 -5.924 2.951 -2.973 0.01 13.08 0.000 0.00 18.00 1.017 -0.012
4.05 11.872 -5.672 3.239 -2.434 0.01 18.55 0.000 0.00 26.00 1.088 0.043
4.15 11.800 -5.096 3.103 -1.993 0.01 24.67 0.000 0.00 32.10 1.150 0.101
4.25 11.718 -4.303 2.672 -1.631 0.01 28.84 0.000 0.00 33.27 1.176 0.140
4.35 11.629 -3.477 2.141 -1.336 0.01 30.35 0.000 0.00 31.47 1.164 0.146
4.45 11.533 -2.763 1.670 -1.094 0.00 29.92 0.000 0.00 28.96 1.129 0.125
4.55 11.435 -2.228 1.332 -0.895 0.00 28.78 0.000 0.00 27.29 1.091 0.094
4.65 11.334 -1.860 1.127 -0.733 0.00 27.90 0.000 0.00 26.99 1.060 0.064
4.75 11.232 -1.610 1.010 -0.600 0.00 27.76 0.000 0.00 27.84 1.042 0.043
4.85 11.129 -1.421 0.930 -0.491 0.00 28.34 0.000 0.00 29.26 1.034 0.033
4.95 11.027 -1.252 0.850 -0.402 0.00 29.35 0.000 0.00 30.72 1.032 0.029
5.05 10.924 -1.087 0.758 -0.329 0.00 30.49 0.000 0.00 31.92 1.032 0.029
5.15 10.822 -0.926 0.656 -0.270 0.00 31.53 0.000 0.00 32.80 1.030 0.028
5.25 10.720 -0.776 0.556 -0.221 0.00 32.41 0.000 0.00 33.48 1.027 0.026
5.35 10.618 -0.647 0.466 -0.181 0.00 33.17 0.000 0.00 34.09 1.022 0.022
5.45 10.518 -0.540 0.392 -0.148 0.00 33.86 0.000 0.00 34.74 1.018 0.018
5.55 10.419 -0.455 0.333 -0.121 0.00 34.57 0.000 0.00 35.48 1.014 0.015
5.65 10.321 -0.384 0.285 -0.099 0.00 35.32 0.000 0.00 36.28 1.012 0.012
5.75 10.224 -0.325 0.243 -0.081 0.00 36.10 0.000 0.00 37.09 1.010 0.010
5.85 10.128 -0.272 0.205 -0.067 0.00 36.89 0.000 0.00 37.89 1.009 0.009
5.95 10.034 -0.224 0.170 -0.054 0.00 37.67 0.000 0.00 38.65 1.008 0.008
6.05 9.941 -0.181 0.137 -0.045 0.00 38.43 0.000 0.00 39.37 1.007 0.007
6.15 9.850 -0.143 0.107 -0.036 0.00 39.15 0.000 0.00 40.06 1.006 0.007
6.25 9.760 -0.110 0.080 -0.030 0.00 39.85 0.000 0.00 40.74 1.005 0.006
6.35 9.671 -0.082 0.057 -0.024 0.00 40.54 0.000 0.00 41.40 1.004 0.005
6.45 9.584 -0.057 0.037 -0.020 0.00 41.21 0.000 0.00 42.06 1.004 0.004
6.55 9.499 -0.036 0.020 -0.016 0.00 41.87 0.000 0.00 42.70 1.003 0.004
6.65 9.414 -0.017 0.004 -0.013 0.00 42.52 0.000 0.00 43.33 1.003 0.003
6.75 9.331 -0.001 -0.010 -0.011 0.00 43.15 0.000 0.00 43.94 1.002 0.003
6.85 9.250 0.014 -0.023 -0.009 0.00 43.76 0.000 0.00 44.54 1.002 0.002
6.95 9.169 0.027 -0.034 -0.007 0.00 44.36 0.000 0.00 45.12 1.002 0.002
7.05 9.090 0.038 -0.044 -0.006 0.00 44.95 0.000 0.00 45.68 1.002 0.002
7.15 9.013 0.048 -0.053 -0.005 0.00 45.52 0.000 0.00 46.23 1.001 0.002
7.25 8.936 0.057 -0.061 -0.004 0.00 46.07 0.000 0.00 46.77 1.001 0.001
7.35 8.861 0.064 -0.068 -0.003 0.00 46.61 0.000 0.00 47.29 1.001 0.001
7.45 8.787 0.071 -0.074 -0.003 0.00 47.14 0.000 0.00 47.80 1.001 0.001
7.55 8.714 0.077 -0.079 -0.002 0.00 47.66 0.000 0.00 48.30 1.001 0.001
7.65 8.643 0.082 -0.083 -0.002 0.00 48.16 0.000 0.00 48.79 1.001 0.001
7.75 8.572 0.086 -0.087 -0.001 0.00 48.65 0.000 0.00 49.27 1.001 0.001
7.85 8.503 0.090 -0.091 -0.001 0.00 49.13 0.000 0.00 49.73 1.000 0.001
7.95 8.435 0.093 -0.094 -0.001 0.00 49.60 0.000 0.00 50.18 1.000 0.000
8.05 8.367 0.095 -0.096 -0.001 0.00 50.05 0.000 0.00 50.63 1.000 0.000
8.15 8.301 0.098 -0.098 -0.001 0.00 50.50 0.000 0.00 51.06 1.000 0.000
8.25 8.236 0.099 -0.100 -0.001 0.00 50.93 0.000 0.00 51.48 1.000 0.000
8.35 8.172 0.101 -0.101 -0.000 0.00 51.36 0.000 0.00 51.89 1.000 0.000
8.45 8.109 0.102 -0.102 -0.000 0.00 51.77 0.000 0.00 52.30 1.000 0.000
8.55 8.047 0.103 -0.103 -0.000 0.00 52.18 0.000 0.00 52.69 1.000 0.000
8.65 7.986 0.103 -0.103 -0.000 0.00 52.58 0.000 0.00 53.08 1.000 0.000
8.75 7.925 0.104 -0.104 -0.000 0.00 52.96 0.000 0.00 53.45 1.000 -0.000
8.85 7.866 0.104 -0.104 -0.000 0.00 53.34 0.000 0.00 53.82 1.000 -0.000
8.95 7.807 0.104 -0.104 -0.000 0.00 53.71 0.000 0.00 54.18 1.000 -0.000
9.05 7.750 0.103 -0.104 -0.000 0.00 54.08 0.000 0.00 54.53 1.000 -0.000
9.15 7.693 0.103 -0.103 -0.000 0.00 54.43 0.000 0.00 54.88 1.000 -0.000
9.25 7.637 0.103 -0.103 -0.000 0.00 54.78 0.000 0.00 55.21 1.000 -0.000
9.35 7.582 0.102 -0.102 -0.000 0.00 55.12 0.000 0.00 55.54 1.000 -0.000
9.45 7.527 0.101 -0.101 -0.000 0.00 55.45 0.000 0.00 55.87 1.000 -0.000
9.55 7.474 0.100 -0.100 -0.000 0.00 55.77 0.000 0.00 56.18 1.000 -0.000
9.65 7.421 0.099 -0.099 -0.000 0.00 56.09 0.000 0.00 56.49 1.000 -0.000
9.75 7.369 0.098 -0.098 -0.000 0.00 56.40 0.000 0.00 56.79 1.000 -0.000
9.85 7.318 0.097 -0.097 -0.000 0.00 56.71 0.000 0.00 57.09 1.000 -0.000
9.95 7.267 0.096 -0.096 -0.000 0.00 57.01 0.000 0.00 57.38 1.000 -0.000
10.05 7.217 0.095 -0.095 -0.000 0.00 57.30 0.000 0.00 57.67 1.000 -0.000
10.15 7.168 0.094 -0.094 -0.000 0.00 57.58 0.000 0.00 57.94 1.000 -0.000
10.25 7.119 0.092 -0.092 -0.000 0.00 57.87 0.000 0.00 58.22 1.000 -0.000
