t V gam alpha th Tc Tr thsp Tcc Trc lf gd
0.05 6.000 0.001 -0.038 -0.037 2.74 63.84 -0.389 2.88 63.99 1.000 0.000
0.15 6.002 0.010 -0.218 -0.207 2.81 64.06 -1.158 3.20 64.38 1.002 0.002
0.25 6.009 0.032 -0.516 -0.484 2.92 64.36 -1.912 3.50 64.75 1.003 0.004
0.35 6.022 0.064 -0.909 -0.844 3.07 64.68 -2.644 3.81 65.09 1.004 0.006
0.45 6.044 0.104 -1.372 -1.268 3.25 64.99 -3.345 4.11 65.38 1.004 0.007
0.55 6.073 0.146 -1.883 -1.737 3.44 65.28 -4.013 4.40 65.62 1.004 0.007
0.65 6.113 0.186 -2.423 -2.237 3.66 65.52 -4.642 4.69 65.81 1.004 0.007
0.75 6.163 0.218 -2.973 -2.755 3.89 65.70 -5.232 4.98 65.92 1.003 0.006
0.85 6.223 0.239 -3.520 -3.280 4.12 65.83 -5.782 5.27 65.97 1.002 0.004
0.95 6.294 0.245 -4.050 -3.805 4.37 65.89 -6.292 5.56 65.94 1.000 0.001
1.05 6.375 0.233 -4.554 -4.321 4.63 65.88 -6.764 5.84 65.85 0.998 -0.002
1.15 6.466 0.200 -5.025 -4.825 4.89 65.81 -7.199 6.13 65.69 0.995 -0.006
1.25 6.567 0.147 -5.458 -5.311 5.15 65.67 -7.599 6.41 65.48 0.993 -0.009
1.35 6.677 0.073 -5.850 -5.777 5.42 65.48 -7.967 6.70 65.22 0.990 -0.013
1.45 6.797 -0.020 -6.200 -6.221 5.69 65.24 -8.305 6.98 64.91 0.988 -0.016
1.55 6.924 -0.131 -6.511 -6.642 5.96 64.95 -8.614 7.25 64.57 0.985 -0.019
1.65 7.060 -0.256 -6.782 -7.039 6.23 64.62 -8.897 7.52 64.19 0.984 -0.022
1.75 7.203 -0.393 -7.018 -7.411 6.50 64.26 -9.155 7.79 63.79 0.982 -0.024
1.85 7.353 -0.538 -7.222 -7.760 6.77 63.87 -9.390 8.05 63.37 0.981 -0.025
1.95 7.509 -0.687 -7.398 -8.085 7.04 63.45 -9.604 8.30 62.92 0.980 -0.026
2.05 7.671 -0.837 -7.550 -8.388 7.30 63.02 -9.797 8.55 62.47 0.980 -0.026
2.15 7.839 -0.985 -7.682 -8.668 7.56 62.57 -9.972 8.79 62.00 0.980 -0.026
