it n time energy barrier aux reached lf_min al_max
386 253 12.3614 0.9022 13.8880 0.9618 0.300 0.641 7.21
387 253 12.3890 0.8831 14.1341 1.0350 0.312 0.660 3.17
388 254 12.2657 0.9166 14.1149 1.0906 0.300 0.618 3.48
389 254 12.5099 0.8115 13.7306 1.0793 0.284 0.534 8.28
390 255 12.3241 0.9222 13.2066 1.0163 0.291 0.542 8.01
391 255 12.3195 0.8155 13.1331 1.1233 0.294 0.584 3.52
392 256 12.3481 0.8184 13.0590 1.0690 0.319 0.605 1.61
393 256 12.4362 0.9611 12.2098 0.9278 0.303 0.685 4.15
394 257 12.6469 0.8792 12.4241 1.0219 0.300 0.680 3.56
395 257 12.4539 0.8826 12.2270 0.9862 0.284 0.653 3.07
396 258 12.6073 0.7986 11.9734 1.1609 0.287 0.641 9.94
397 258 12.6560 0.8531 12.0175 1.1714 0.288 0.672 3.01
398 259 12.6589 0.8681 12.5352 1.0794 0.300 0.710 6.16
399 259 12.5579 0.8999 12.9757 1.1328 0.322 0.645 6.78
400 260 12.6181 0.8707 12.0193 1.0976 0.319 0.713 3.28
401 260 12.6598 0.7778 11.7225 1.0698 0.319 0.528 3.39
402 261 12.7740 0.8290 11.4781 1.1171 0.303 0.620 8.38
403 261 12.5902 0.8736 11.2062 1.0797 0.316 0.649 5.49
404 262 12.8488 0.8995 11.7653 1.1581 0.312 0.573 7.26
405 262 12.5581 0.8925 11.8243 1.1473 0.328 0.647 5.82
406 263 12.6030 0.8109 12.0253 1.1095 0.328 0.535 4.36
407 263 12.9462 0.9050 11.8205 1.1006 0.331 0.609 2.59
408 264 12.9041 0.9001 12.2743 1.0508 0.331 0.650 2.45
409 264 12.8639 0.8258 11.5332 1.1250 0.322 0.631 7.24
410 265 12.9711 0.9656 12.7615 1.1247 0.322 0.589 4.69
411 265 12.8722 0.8762 12.8069 1.1580 0.306 0.602 3.57
412 266 12.8342 0.8850 12.8970 1.0583 0.319 0.517 3.13
413 266 12.8167 0.9219 13.9360 1.1039 0.325 0.616 4.52
414 267 13.0942 0.8445 13.7359 1.0327 0.316 0.655 1.53
415 267 12.8755 0.9580 13.7517 1.1579 0.303 0.631 1.75
416 268 12.8739 0.8701 13.2479 1.1235 0.309 0.617 3.81
417 268 12.7745 0.8215 13.4199 1.0905 0.328 0.630 2.37
418 269 13.0102 0.8300 12.6075 1.0943 0.328 0.563 3.12
419 269 13.0371 0.7573 12.7380 1.1133 0.334 0.610 3.80
420 270 13.2163 0.9056 12.4351 1.0928 0.322 0.629 3.22
421 270 13.1474 0.9204 12.6284 1.1062 0.334 0.559 7.89
422 271 13.2498 0.9158 12.7681 1.1447 0.331 0.563 2.31
423 271 13.2219 0.8824 12.5708 1.0426 0.316 0.612 2.10
424 272 13.3572 0.8653 11.7803 1.1104 0.322 0.579 2.61
425 272 13.0261 0.7964 12.6410 1.0340 0.337 0.635 5.72
426 273 13.2100 0.8826 12.6155 1.1863 0.331 0.547 3.48
427 273 13.3831 0.8492 13.2977 1.1024 0.322 0.563 2.61
428 274 13.2692 0.8908 13.6478 1.0796 0.331 0.514 3.48
429 274 13.2804 0.9172 14.0613 1.1457 0.338 0.591 12.24
430 275 13.3670 0.8765 14.1602 1.1320 0.356 0.682 3.43
431 275 13.4707 0.8887 14.1022 1.0399 0.359 0.679 3.18
432 276 13.4313 0.8651 13.3975 1.2138 0.347 0.671 3.71
433 276 13.4975 0.8542 12.7786 1.2420 0.344 0.605 4.80
434 277 13.4156 0.8684 13.0276 1.2214 0.359 0.636 12.75
435 277 13.4094 0.8602 12.4990 1.1822 0.337 0.692 3.40
436 278 13.4759 0.9012 12.4636 1.1932 0.338 0.630 3.45
437 278 13.6470 0.8160 11.9144 1.2235 0.325 0.571 4.11
438 279 13.5501 0.8531 12.2987 1.1088 0.319 0.578 4.41
439 279 13.6466 0.9024 11.6150 1.2316 0.303 0.684 2.62
440 280 13.6677 0.9059 11.4174 1.0433 0.297 0.666 3.65
441 280 13.6042 0.8262 11.3493 1.1935 0.291 0.598 5.09
442 281 13.3836 0.8861 12.4881 1.1767 0.309 0.572 14.97
443 281 13.5648 0.8882 13.3597 1.0367 0.322 0.653 5.19
444 282 13.6940 0.8927 13.3289 1.2405 0.306 0.653 1.88
445 282 13.5716 0.8756 13.3799 1.1730 0.319 0.638 3.27
446 283 13.8067 0.8157 13.2352 1.2107 0.309 0.695 3.65
447 283 13.8450 0.8906 13.0491 1.2029 0.313 0.692 3.88
448 284 13.8676 0.8967 12.9765 1.1546 0.300 0.646 4.81
449 284 13.6987 0.8663 13.7932 1.1794 0.319 0.566 3.58
450 285 13.7371 0.9075 14.4260 1.1507 0.322 0.578 3.05
451 285 13.7827 0.8932 14.8548 1.1985 0.322 0.602 2.61
452 286 14.1345 0.8974 14.5163 1.1779 0.303 0.536 4.20
453 286 13.7247 0.8883 13.7528 1.2778 0.309 0.504 6.54
454 287 13.8218 0.8557 13.6535 1.0836 0.322 0.550 5.83
455 287 13.9590 0.9431 13.2445 1.1805 0.319 0.585 1.45
456 288 13.7155 0.9468 14.1038 1.2570 0.344 0.594 11.51
457 288 13.9985 0.8979 15.2202 1.2314 0.359 0.635 1.39
458 289 14.2392 0.9188 14.9957 1.2847 0.356 0.584 3.38
459 289 14.1712 0.8921 14.5343 1.2311 0.331 0.671 4.49
460 290 14.2039 0.8700 14.5788 1.3408 0.328 0.502 3.20
461 290 13.9358 0.9093 13.9400 1.2319 0.328 0.599 2.60
462 291 14.0860 0.9609 14.0432 1.0657 0.337 0.558 1.60
463 291 14.2019 0.9156 14.6698 1.2317 0.325 0.614 4.23
464 292 14.1861 0.9626 16.1712 1.1979 0.319 0.582 2.63
465 292 14.0332 0.8909 16.6445 1.2932 0.316 0.628 4.69
466 293 14.1415 0.9481 16.6158 1.3013 0.303 0.585 3.87
467 293 14.3594 0.8885 16.4080 1.1720 0.281 0.688 3.63
468 294 14.0764 0.8740 16.7694 1.2537 0.306 0.374 4.95
469 294 14.3169 0.9060 16.8703 1.2112 0.306 0.705 4.07
470 295 14.3545 0.9202 16.7465 1.2877 0.294 0.529 5.97
471 295 14.2236 0.9209 16.8058 1.3547 0.297 0.666 5.70
472 296 14.2806 0.9019 16.4136 1.2889 0.297 0.574 5.16
473 296 14.5058 0.8889 15.7587 1.2257 0.297 0.568 3.21
474 297 14.3832 0.8867 15.8622 1.2666 0.309 0.490 5.25
475 297 14.3103 0.8175 15.4481 1.2634 0.312 0.679 4.22
476 298 14.5950 0.9156 14.7059 1.2634 0.303 0.502 2.45
477 298 14.4514 0.9217 14.5969 1.2795 0.316 0.715 3.48
478 299 14.3025 0.9570 14.4421 1.3095 0.328 0.607 4.11
479 299 14.5331 0.9262 14.5073 1.2996 0.338 0.646 9.86
480 300 14.6464 0.8298 14.2098 1.3305 0.350 0.664 6.21
481 300 14.3492 0.8867 14.3873 1.3726 0.356 0.555 4.80
482 300 14.4757 0.8765 14.1779 1.2623 0.369 0.521 5.14
483 300 14.6827 0.9387 14.3543 1.2152 0.369 0.646 4.15
484 300 14.4469 0.9491 13.0976 1.2765 0.369 0.688 4.32
485 300 14.2746 0.9292 13.2669 1.3037 0.375 0.362 5.52
486 300 14.5706 0.8800 13.6946 1.4033 0.381 0.577 2.31
487 300 14.6475 0.9054 13.1080 1.1631 0.388 0.450 8.50
488 300 14.6342 0.8656 13.0176 1.2044 0.366 0.607 2.76
489 300 14.4565 0.8831 13.0632 1.0644 0.369 0.677 4.65
490 300 14.2931 0.8597 13.1187 1.3601 0.375 0.608 4.54
491 300 14.4769 0.8894 13.0162 1.2014 0.369 0.662 3.38
492 300 14.5641 0.8417 12.9384 1.4087 0.353 0.643 3.75
493 300 14.4850 0.8940 13.6911 1.1551 0.369 0.610 2.56
494 300 14.5428 0.8473 13.8078 1.3722 0.366 0.654 3.15
495 300 14.6136 0.8831 13.5460 1.2850 0.350 0.534 10.18
496 300 14.6270 0.8738 13.2334 1.1505 0.341 0.663 4.15
497 300 14.7391 0.8629 13.1174 1.3166 0.325 0.714 3.15
498 300 14.5832 0.8581 12.7385 1.3141 0.322 0.500 6.64
499 300 14.6423 0.9127 13.1611 1.2521 0.316 0.444 5.05
500 300 14.4601 0.8553 12.8373 1.2724 0.319 0.466 4.56
501 300 14.7969 0.9015 12.8995 1.2130 0.300 0.631 10.41
502 300 14.4746 0.9030 13.1810 1.1697 0.313 0.637 3.99
503 300 14.6233 0.8664 12.8304 1.3311 0.297 0.579 3.42
504 300 14.5234 0.8729 12.8604 1.2354 0.294 0.683 3.12
505 300 14.7679 0.8690 13.1974 1.2294 0.294 0.534 8.82
506 300 14.4662 0.8985 13.2765 1.2738 0.309 0.590 4.72
507 300 14.4297 0.8470 13.7690 1.1894 0.325 0.636 2.58
508 300 14.6394 0.8048 14.4452 1.1256 0.322 0.618 1.80
509 300 14.5079 0.9532 14.2641 1.1795 0.334 0.638 4.47
510 300 14.7143 0.8441 14.2855 1.3913 0.322 0.594 2.53
511 300 14.3711 0.9159 15.1850 1.2231 0.353 0.613 5.61
512 300 14.6058 0.9225 15.3208 1.2532 0.341 0.658 3.74
513 300 14.4726 0.9309 14.5352 1.2657 0.347 0.651 4.17
514 300 14.3938 0.9329 14.3823 1.2063 0.350 0.704 2.72
515 300 14.3703 0.8785 14.5626 1.2224 0.366 0.552 1.64
516 300 14.3795 0.9236 15.1856 1.1992 0.362 0.486 5.49
517 300 14.4858 0.8822 14.8611 1.2451 0.366 0.631 4.07
518 300 14.5165 0.8155 14.3032 1.2072 0.375 0.676 6.31
519 300 14.5237 0.8694 14.5675 1.2621 0.372 0.679 2.90
520 300 14.4723 0.8500 14.3158 1.2180 0.384 0.521 4.44
521 300 14.6254 0.9386 13.5289 1.2848 0.362 0.571 5.07
522 300 14.7137 0.9302 13.5286 1.2247 0.363 0.626 3.11
523 300 14.6791 0.8825 13.8789 1.2024 0.353 0.609 3.77
524 300 14.2545 0.9168 14.1789 1.2305 0.366 0.549 3.36
525 300 14.5727 0.9299 14.1196 1.2717 0.362 0.571 3.86
526 300 14.8494 0.8520 13.9604 1.3470 0.344 0.549 7.05
527 300 14.8691 0.8467 13.4196 1.1440 0.319 0.685 3.20
528 300 14.5960 0.9119 13.4949 1.2892 0.319 0.714 2.79
529 300 14.6898 0.9249 13.5268 1.2025 0.322 0.540 7.11
530 300 14.6560 0.9146 14.0668 1.0915 0.316 0.664 3.71
531 300 14.5987 0.9072 14.1198 1.2468 0.325 0.493 6.39
532 300 14.5223 0.8370 14.4362 1.1415 0.338 0.683 7.90
533 300 14.7650 0.8442 14.3168 1.4181 0.334 0.608 4.91
534 300 14.7359 0.8321 14.7008 1.2129 0.312 0.623 4.58
535 300 14.5134 0.9039 14.0149 1.1214 0.309 0.674 1.66
536 300 14.6855 0.8717 14.4058 1.3410 0.331 0.672 4.49
537 300 14.6480 0.8603 14.9276 1.1793 0.347 0.633 5.84
538 300 14.5000 0.8728 15.0612 1.2335 0.356 0.581 2.59
539 300 14.4797 0.9108 14.7682 1.2338 0.356 0.583 5.45
540 300 14.6425 0.8633 14.5540 1.2606 0.350 0.684 3.69
541 300 14.6828 0.8466 14.3778 1.1789 0.344 0.483 2.72
542 300 14.8337 0.8642 13.5554 1.3322 0.328 0.544 2.56
543 300 14.7645 0.8817 13.5219 1.2723 0.331 0.619 4.34
544 300 14.5402 0.8807 12.7630 1.1755 0.341 0.659 3.34
545 300 14.5838 0.8588 13.4909 1.2648 0.341 0.665 9.01
546 300 14.6952 0.8454 12.6382 1.3270 0.325 0.661 12.04
547 300 14.5111 0.8749 12.5722 1.2228 0.334 0.611 3.68
548 300 14.6529 0.8344 12.3579 1.2460 0.312 0.677 3.90
549 300 14.5125 0.8907 12.0907 1.2296 0.316 0.552 3.25
550 300 14.7235 0.8811 12.4547 1.2952 0.312 0.555 6.39
551 300 14.3814 0.8882 12.3067 1.2958 0.325 0.640 6.10
552 300 14.5728 0.8051 12.9040 1.2126 0.338 0.646 6.75
553 300 14.6746 0.8658 13.3330 1.2429 0.347 0.427 4.68
554 300 14.4585 0.8296 12.9461 1.3435 0.341 0.644 6.06
555 300 14.2108 0.8325 12.2876 1.1656 0.359 0.544 4.42
556 300 14.6817 0.9157 12.1122 1.2538 0.359 0.624 4.05
557 300 14.7306 0.8878 12.2073 1.3145 0.334 0.626 6.46
558 300 14.7774 0.8318 12.0264 1.1625 0.331 0.652 2.34
559 300 14.6600 0.8733 12.4511 1.3444 0.319 0.628 2.57
560 300 14.3282 0.8687 12.1951 1.3361 0.334 0.563 1.61
561 300 14.5031 0.9184 12.8766 1.3198 0.328 0.585 2.11
562 300 14.6041 0.9216 12.7238 1.2435 0.322 0.586 1.99
563 300 14.5568 0.8689 12.9478 1.1497 0.325 0.441 2.71
564 300 14.5099 0.8959 13.0188 1.2115 0.322 0.609 3.52
565 300 14.5889 0.8794 13.1847 1.1684 0.303 0.650 4.10
566 300 14.6203 0.8703 13.4584 1.1910 0.309 0.649 3.47
567 300 14.4052 0.8298 13.3430 1.2231 0.338 0.708 2.65
568 300 14.3624 0.9065 14.0937 1.2302 0.353 0.624 2.65
569 300 14.4259 0.8515 13.0652 1.3140 0.353 0.578 3.77
570 300 14.6373 0.9646 12.8467 1.1230 0.338 0.637 3.63
571 300 14.7603 0.9071 12.6578 1.1118 0.331 0.517 4.33
572 300 14.5303 0.9164 12.2897 1.2501 0.331 0.698 5.51
573 300 14.3977 0.8750 11.9859 1.1427 0.334 0.669 4.28
574 300 14.5235 0.8585 12.2365 1.2121 0.344 0.670 3.16
575 300 14.4664 0.8802 12.8629 1.1568 0.353 0.497 2.25
576 300 14.5883 0.9308 12.9422 1.2902 0.359 0.654 3.14
577 300 14.2651 0.9153 12.4683 1.1446 0.356 0.604 4.04
578 300 14.6476 0.8792 11.8500 1.1435 0.353 0.569 3.03
579 300 14.5568 0.8455 12.5118 1.2055 0.359 0.661 7.46
580 300 14.6466 0.9078 12.6389 1.3599 0.369 0.628 4.17
581 300 14.6173 0.9270 12.7935 1.2228 0.381 0.626 6.11
582 300 14.5630 0.9397 13.5562 1.2452 0.409 0.626 2.12
583 300 14.6270 0.8406 12.7712 1.1568 0.400 0.672 4.51
584 300 14.5641 0.8358 12.6052 1.3473 0.403 0.655 3.08
585 300 14.5230 0.8927 11.8955 1.2070 0.397 0.665 1.99
586 300 14.5944 0.8988 11.8424 1.2379 0.394 0.629 4.94
587 300 14.6912 0.8376 12.1985 1.3274 0.381 0.675 2.78
588 300 14.4891 0.9444 12.8930 1.2951 0.394 0.611 7.22
589 300 14.7627 0.8753 12.6049 1.2251 0.381 0.707 2.94
590 300 14.6107 0.8707 12.6347 1.2820 0.372 0.462 3.40
591 300 14.7236 0.8248 11.5696 1.2698 0.359 0.717 3.39
592 300 14.3435 0.8665 11.0917 1.3642 0.334 0.711 7.35
593 300 14.4578 0.8894 11.2944 1.3382 0.337 0.717 1.67
594 300 14.3726 0.9523 12.1057 1.1766 0.356 0.645 4.27
595 300 14.0622 0.7908 13.0799 1.2833 0.375 0.650 3.67
596 300 14.5618 0.8956 13.4342 1.2729 0.381 0.506 7.49
597 300 14.4830 0.8969 13.6010 1.2914 0.391 0.635 5.82
598 300 14.5683 0.8359 12.9613 1.3182 0.384 0.698 3.27
599 300 14.5490 0.8744 13.6896 1.2846 0.391 0.661 3.48
600 300 14.5362 0.8938 13.8600 1.1459 0.391 0.674 4.46
601 300 14.5974 0.8863 15.1720 1.3903 0.391 0.597 4.52
602 300 14.4843 0.9104 15.5372 1.2066 0.397 0.616 3.10
603 300 14.5447 0.8768 15.8710 1.1870 0.397 0.658 3.24
604 300 14.4726 0.8542 15.1163 1.2047 0.372 0.681 3.37
605 300 14.5079 0.8257 14.6222 1.2317 0.372 0.652 5.09
606 300 14.2637 0.9069 14.2991 1.1722 0.378 0.645 11.20
607 300 14.2367 0.8211 14.6440 1.2597 0.378 0.582 5.06
608 300 14.7263 0.8779 14.9878 1.1898 0.369 0.426 10.57
609 300 14.6686 0.8049 15.1230 1.3027 0.369 0.535 4.89
610 300 14.3730 0.8343 14.3795 1.2962 0.378 0.611 4.79
611 300 14.8012 0.8114 14.0396 1.2581 0.372 0.528 2.91
612 300 14.7793 0.8291 13.8143 1.1899 0.366 0.696 2.40
613 300 14.5679 0.7702 13.5927 1.2228 0.369 0.733 2.96
614 300 14.4682 0.9119 13.8997 1.2073 0.375 0.692 2.94
615 300 14.8406 0.8418 13.8668 1.3106 0.341 0.657 4.46
616 300 14.4017 0.8027 14.6119 1.1797 0.344 0.702 11.53
617 300 14.4800 0.8733 15.4145 1.2266 0.353 0.533 1.69
618 300 14.5304 0.8456 15.2138 1.2999 0.356 0.715 1.32
619 300 14.6771 0.8551 15.0099 1.2920 0.359 0.611 7.50
620 300 14.5877 0.8401 15.9491 1.3011 0.362 0.638 9.25
621 300 14.2295 0.8885 15.4139 1.1827 0.388 0.593 4.29
622 300 14.5479 0.8357 15.6383 1.1941 0.394 0.656 9.46
623 300 14.6532 0.8541 15.6047 1.3036 0.388 0.625 9.35
624 300 14.4529 0.8666 15.7854 1.1776 0.391 0.582 2.88
625 300 14.3072 0.8003 15.2297 1.2696 0.419 0.684 6.47
626 300 14.6104 0.8396 14.0706 1.2248 0.400 0.688 5.56
627 300 14.7482 0.8307 13.1680 1.2117 0.378 0.635 3.68
628 300 14.5140 0.8756 13.8212 1.2132 0.381 0.570 8.54
629 300 14.6204 0.8813 13.4496 1.3019 0.381 0.681 2.91
630 300 14.8341 0.8573 13.2008 1.0961 0.356 0.629 12.13
631 300 14.7578 0.8366 13.4684 1.2489 0.331 0.667 5.75
632 300 14.8093 0.8402 12.7997 1.1958 0.309 0.647 2.50
633 300 14.6310 0.8366 12.7429 1.2964 0.309 0.659 3.00
634 300 14.5074 0.8497 12.0875 1.1941 0.306 0.606 5.49
635 300 14.6857 0.8720 12.1088 1.2604 0.284 0.612 4.36
636 300 14.6356 0.9381 12.4791 1.1948 0.287 0.460 5.67
637 300 14.5361 0.9012 12.7869 1.2760 0.294 0.616 5.99
638 300 14.4399 0.9163 12.0712 1.1937 0.294 0.570 4.56
639 300 14.7335 0.8793 12.2918 1.2412 0.294 0.729 3.03
640 300 14.5418 0.9084 12.3661 1.2731 0.303 0.636 3.35
641 300 14.7490 0.8439 11.9586 1.3564 0.306 0.658 3.91
642 300 14.7019 0.8727 12.1435 1.2696 0.319 0.688 6.29
643 300 14.6722 0.8621 12.5546 1.2001 0.322 0.626 2.87
644 300 14.7374 0.8570 13.2827 1.3019 0.303 0.598 3.88
645 300 14.7452 0.8347 13.4266 1.3285 0.300 0.643 3.13
646 300 14.7492 0.9087 13.0344 1.2017 0.287 0.685 2.85
647 300 14.6988 0.8637 12.6225 1.1397 0.284 0.561 5.80
648 300 14.4685 0.8524 13.2982 1.2293 0.297 0.612 3.75
649 300 14.6110 0.8290 12.5441 1.3657 0.291 0.631 4.24
650 300 14.7391 0.8949 11.8925 1.3692 0.300 0.598 4.86
651 300 14.2498 0.8702 11.8802 1.2274 0.322 0.665 5.12
652 300 14.7209 0.8755 12.3438 1.2976 0.322 0.656 3.59
653 300 14.5027 0.7454 12.4248 1.1496 0.325 0.665 11.34
654 300 14.4723 0.8983 12.0778 1.2658 0.334 0.463 4.29
655 300 14.5945 0.8399 12.6680 1.2305 0.353 0.528 2.39
656 300 14.4707 0.8200 12.8254 1.1269 0.378 0.628 4.54
657 300 14.3121 0.8922 12.8430 1.2554 0.391 0.546 4.72
658 300 14.7095 0.8081 11.5502 1.1303 0.366 0.737 1.95
659 300 14.6652 0.8690 12.5023 1.2186 0.369 0.632 2.74
660 300 14.5993 0.8926 14.2383 1.3812 0.372 0.537 3.09
661 300 14.4477 0.8899 15.0437 1.1893 0.369 0.577 6.51
662 300 14.6249 0.8709 15.5090 1.1105 0.378 0.670 3.37
663 300 14.5319 0.8844 16.0761 1.2027 0.375 0.659 8.89
664 300 14.4802 0.8501 16.5427 1.0944 0.388 0.616 2.98
665 300 14.6717 0.8786 15.7920 1.2783 0.375 0.664 3.80
666 300 14.4752 0.8843 17.0728 1.2493 0.362 0.648 2.61
667 300 14.8317 0.8083 16.4324 1.3041 0.341 0.690 3.78
668 300 14.8524 0.9220 17.3456 1.2160 0.334 0.673 3.84
669 300 14.5385 0.7922 16.5168 1.2106 0.331 0.667 5.79
670 300 14.5148 0.9109 15.8786 1.2679 0.344 0.646 3.35
671 300 14.4994 0.8448 15.0652 1.2379 0.341 0.507 3.89
672 300 14.4891 0.8641 14.3390 1.3861 0.347 0.641 3.33
673 300 14.6564 0.8380 14.0723 1.2768 0.347 0.652 5.36
674 300 14.5972 0.7984 13.8565 1.2992 0.341 0.626 2.59
675 300 14.5908 0.8564 13.9623 1.2970 0.341 0.672 3.84
676 300 14.6921 0.8535 12.6901 1.3510 0.334 0.689 13.62
677 300 14.6323 0.8761 12.6872 1.2262 0.347 0.622 4.43
678 300 14.6169 0.8132 12.0813 1.2293 0.366 0.698 6.25
679 300 14.6260 0.8614 11.9005 1.1897 0.375 0.581 4.32
680 300 14.7132 0.8583 10.9870 1.3272 0.353 0.663 4.82
681 300 14.5550 0.9004 11.9669 1.3806 0.350 0.535 4.36
682 300 14.4421 0.8710 11.6940 1.2225 0.341 0.654 10.60
683 300 14.5084 0.7988 11.2056 1.2270 0.344 0.687 2.89
684 300 14.4670 0.8364 11.1571 1.2579 0.344 0.597 3.33
685 300 14.6621 0.8129 11.8070 1.1414 0.338 0.592 2.98
686 300 14.5255 0.8149 12.3266 1.2758 0.344 0.519 1.96
687 300 14.3622 0.8110 12.8876 1.2216 0.362 0.693 11.39
688 300 14.6913 0.7621 13.4887 1.3200 0.347 0.667 8.99
689 300 14.6070 0.8016 13.9604 1.2555 0.347 0.637 7.02
690 300 14.4820 0.8246 14.3735 1.2531 0.353 0.635 2.89
691 300 14.6293 0.8844 13.6519 1.2245 0.347 0.690 6.29
692 300 14.3409 0.8367 13.1385 1.3515 0.350 0.646 3.85
693 300 14.6929 0.8366 13.0770 1.2847 0.338 0.646 2.53
694 300 14.3562 0.8260 13.0624 1.2806 0.331 0.624 8.09
695 300 14.7540 0.8392 12.9921 1.2750 0.328 0.716 3.86
696 300 14.6142 0.8601 12.5735 1.3139 0.325 0.652 5.59
697 300 14.8016 0.8535 12.2799 1.3037 0.297 0.735 3.62
698 300 14.6925 0.8499 12.3640 1.2115 0.306 0.641 5.82
699 300 14.6031 0.8247 11.9784 1.2238 0.297 0.653 4.03
700 300 14.5478 0.8580 11.9932 1.2138 0.303 0.523 2.41
701 300 14.6108 0.8145 12.2719 1.3213 0.306 0.653 8.55
702 300 14.5920 0.8702 13.2294 1.3293 0.306 0.650 6.25
703 300 14.7056 0.8448 13.5097 1.2646 0.316 0.633 3.04
704 300 14.3235 0.8353 13.4778 1.2880 0.337 0.582 4.38
705 300 14.5149 0.8524 12.8811 1.3316 0.341 0.611 3.36
706 300 14.6629 0.8391 13.1114 1.1282 0.341 0.684 5.47
707 300 14.6900 0.8702 13.2201 1.2292 0.347 0.694 8.51
708 300 14.5733 0.8763 13.2104 1.2383 0.350 0.419 9.48
709 300 14.6255 0.8043 13.5287 1.2034 0.350 0.661 4.45
710 300 14.3932 0.8114 13.5495 1.2752 0.356 0.581 4.52
711 300 14.3935 0.7995 13.0296 1.2818 0.356 0.686 3.80
712 300 14.6158 0.8083 12.5482 1.2383 0.341 0.676 3.88
713 300 14.4882 0.7883 11.9994 1.2870 0.344 0.726 4.69
714 300 14.4526 0.8903 11.6791 1.2310 0.337 0.661 4.20
715 300 14.6046 0.8056 11.7210 1.1995 0.334 0.566 3.69
716 300 14.5433 0.8337 12.3623 1.3015 0.334 0.551 5.22
717 300 14.5885 0.8622 12.0411 1.1597 0.337 0.632 3.97
718 300 14.6389 0.8142 11.5748 1.1847 0.334 0.610 4.82
719 300 14.6312 0.8477 11.2386 1.2708 0.328 0.675 6.03
720 300 14.5717 0.8274 10.9723 1.1594 0.303 0.637 3.27
721 300 14.5793 0.7725 11.3634 1.1939 0.309 0.599 10.28
722 300 14.3011 0.7734 11.5670 1.2146 0.331 0.709 3.40
723 300 14.3133 0.8243 11.5916 1.1880 0.334 0.567 2.90
724 300 14.7009 0.8337 11.5639 1.2243 0.313 0.516 2.26
725 300 14.6082 0.8468 11.5652 1.3511 0.325 0.621 4.12
726 300 14.3908 0.8457 10.9849 1.3120 0.341 0.650 7.76
727 300 14.4504 0.8559 11.7923 1.1971 0.353 0.640 4.22
728 300 14.5740 0.8897 12.0080 1.2023 0.363 0.618 4.20
729 300 14.4843 0.8585 12.6790 1.2123 0.375 0.656 3.66
730 300 14.5181 0.8572 13.3232 1.2861 0.397 0.584 4.02
731 300 14.5786 0.7969 13.1741 1.2380 0.388 0.652 3.69
732 300 14.6272 0.8256 13.1146 1.2388 0.369 0.602 5.56
733 300 14.3145 0.7972 12.7802 1.1571 0.359 0.729 3.58
734 300 14.5714 0.7785 12.2998 1.2203 0.359 0.642 3.56
735 300 14.7215 0.7448 12.1579 1.4067 0.350 0.638 5.40
736 300 14.5916 0.7485 11.9014 1.2039 0.328 0.567 4.10
737 300 14.4722 0.8279 11.3047 1.2710 0.325 0.610 2.71
738 300 14.6139 0.8299 11.6201 1.3216 0.312 0.663 3.06
739 300 14.7517 0.8005 11.5715 1.2160 0.309 0.541 2.06
740 300 14.5079 0.8793 11.0291 1.2953 0.306 0.536 8.00
741 300 14.1213 0.7781 10.5903 1.1738 0.309 0.706 2.64
742 300 14.7911 0.8431 11.0295 1.2652 0.303 0.579 14.92
743 300 14.3950 0.7968 11.4133 1.3001 0.312 0.581 5.62
744 300 14.5400 0.8093 11.9714 1.1960 0.325 0.649 3.17
745 300 14.5938 0.8302 12.8309 1.2645 0.331 0.638 4.43
746 300 14.3792 0.7775 12.9170 1.2934 0.344 0.697 8.15
747 300 14.3572 0.8402 12.4035 1.2908 0.341 0.665 3.51
748 300 14.4732 0.8526 12.3247 1.2906 0.347 0.633 4.65
749 300 14.5583 0.8056 12.0757 1.3366 0.350 0.675 3.51
750 300 14.5867 0.9006 12.2374 1.2175 0.353 0.625 5.40
751 300 14.5734 0.8405 12.5288 1.3022 0.359 0.644 9.26
752 300 14.5973 0.8622 12.3962 1.2348 0.372 0.680 4.01
753 300 14.1534 0.8335 12.8601 1.3686 0.378 0.656 3.16
754 300 14.5626 0.7973 12.8465 1.2724 0.372 0.705 3.87
755 300 14.4968 0.8448 12.1487 1.1693 0.381 0.655 4.39
756 300 14.4633 0.9014 12.6740 1.3068 0.394 0.596 3.44
757 300 14.4698 0.8177 12.5949 1.2506 0.384 0.645 4.65
758 300 14.6450 0.8633 12.6090 1.2348 0.388 0.679 3.45
759 300 14.4118 0.8135 12.9204 1.2974 0.397 0.588 5.82
760 300 14.5448 0.8355 12.2628 1.3009 0.381 0.720 3.96
761 300 14.4466 0.8824 13.9515 1.3469 0.397 0.566 4.35
762 300 14.5713 0.8438 14.6262 1.2299 0.394 0.508 4.10
763 300 14.7530 0.8104 14.5392 1.4112 0.375 0.558 3.84
764 300 14.4663 0.8610 14.5823 1.3428 0.391 0.595 3.86
765 300 14.6068 0.8673 15.2170 1.1951 0.388 0.624 4.01
766 300 14.4481 0.8072 14.8528 1.2441 0.381 0.415 3.62
767 300 14.4696 0.8194 15.8078 1.3629 0.394 0.548 3.99
768 300 14.7739 0.8633 16.4258 1.3451 0.391 0.589 4.07
769 300 14.5849 0.8637 15.8420 1.3147 0.391 0.633 4.60
770 300 14.5344 0.7983 15.8596 1.2930 0.397 0.679 2.81
771 300 14.6957 0.8609 14.4214 1.3826 0.375 0.664 14.84
772 300 14.5394 0.8217 13.8770 1.1566 0.384 0.660 3.94
773 300 14.4299 0.7858 14.0341 1.2470 0.381 0.657 5.34
