t V gam alpha th Tc Tr thsp Tcc Trc lf gd
0.05 6.001 -0.004 -0.073 -0.076 2.80 63.72 -0.800 3.48 63.57 0.999 0.000
0.15 6.006 -0.027 -0.317 -0.345 3.13 63.74 -1.738 4.98 63.83 0.997 -0.004
0.25 6.022 -0.056 -0.602 -0.658 3.67 63.93 -2.146 6.48 64.21 0.997 -0.005
0.35 6.050 -0.074 -0.873 -0.948 4.39 64.14 -2.276 7.98 64.37 0.999 -0.003
0.45 6.092 -0.081 -1.107 -1.188 5.25 64.22 -2.265 9.48 64.28 1.000 -0.001
0.55 6.148 -0.083 -1.290 -1.373 6.22 64.15 -2.186 10.98 64.02 1.000 -0.000
0.65 6.218 -0.084 -1.421 -1.505 7.29 63.95 -2.076 12.48 63.67 1.000 -0.000
0.75 6.303 -0.087 -1.505 -1.592 8.44 63.64 -1.956 13.98 63.22 1.000 -0.000
0.85 6.402 -0.091 -1.550 -1.641 9.56 63.23 -1.835 14.72 62.68 1.000 -0.001
0.95 6.513 -0.096 -1.564 -1.660 10.48 62.73 -1.718 14.60 62.07 1.000 -0.001
1.05 6.633 -0.101 -1.555 -1.656 11.20 62.15 -1.610 14.37 61.39 1.000 -0.001
1.15 6.759 -0.105 -1.528 -1.633 11.75 61.50 -1.508 14.18 60.66 1.000 -0.001
1.25 6.889 -0.109 -1.489 -1.597 12.17 60.79 -1.415 14.04 59.89 1.000 -0.001
1.35 7.021 -0.113 -1.439 -1.552 12.49 60.05 -1.327 13.94 59.09 1.000 -0.001
1.45 7.153 -0.117 -1.383 -1.500 12.75 59.27 -1.246 13.88 58.27 1.000 -0.000
1.55 7.286 -0.121 -1.323 -1.443 12.95 58.46 -1.169 13.84 57.44 1.000 -0.000
1.65 7.419 -0.124 -1.259 -1.384 13.11 57.64 -1.097 13.82 56.59 1.000 -0.000
1.75 7.550 -0.128 -1.194 -1.322 13.24 56.80 -1.029 13.82 55.74 1.000 -0.000
1.85 7.680 -0.131 -1.128 -1.260 13.34 55.95 -0.963 13.82 54.87 1.000 -0.000
1.95 7.808 -0.135 -1.063 -1.198 13.43 55.09 -0.901 13.84 54.00 1.000 -0.000
2.05 7.934 -0.138 -0.997 -1.135 13.51 54.23 -0.841 13.86 53.13 1.000 -0.000
2.15 8.059 -0.141 -0.933 -1.074 13.57 53.36 -0.783 13.88 52.26 1.000 -0.000
2.25 8.181 -0.144 -0.870 -1.014 13.63 52.48 -0.728 13.91 51.38 1.000 -0.000
2.35 8.302 -0.147 -0.808 -0.955 13.69 51.61 -0.675 13.94 50.51 1.000 -0.000
2.45 8.420 -0.149 -0.748 -0.897 13.74 50.74 -0.624 13.97 49.64 1.000 -0.000
2.55 8.536 -0.152 -0.689 -0.841 13.79 49.87 -0.575 14.01 48.77 1.000 -0.000
2.65 8.650 -0.154 -0.632 -0.786 13.83 49.00 -0.527 14.04 47.90 1.000 -0.000
2.75 8.762 -0.156 -0.576 -0.733 13.87 48.13 -0.481 14.08 47.04 1.000 -0.000
2.85 8.872 -0.158 -0.523 -0.681 13.92 47.27 -0.437 14.11 46.18 1.000 -0.000
2.95 8.980 -0.160 -0.471 -0.631 13.96 46.41 -0.395 14.15 45.33 1.000 -0.000
3.05 9.085 -0.162 -0.421 -0.583 14.00 45.56 -0.354 14.18 44.48 1.000 -0.000
3.15 9.189 -0.163 -0.372 -0.536 14.03 44.71 -0.315 14.22 43.63 1.000 -0.000
3.25 9.291 -0.165 -0.326 -0.491 14.07 43.86 -0.278 14.26 42.80 1.000 -0.000
3.35 9.391 -0.166 -0.281 -0.447 14.11 43.02 -0.242 14.29 41.97 1.000 -0.000
3.45 9.490 -0.167 -0.238 -0.405 14.15 42.19 -0.207 14.33 41.14 1.000 -0.000
3.55 9.586 -0.168 -0.196 -0.364 14.19 41.37 -0.173 14.36 40.32 1.000 -0.000
3.65 9.681 -0.169 -0.156 -0.325 14.22 40.55 -0.142 14.40 39.52 1.000 -0.000
3.75 9.774 -0.170 -0.118 -0.288 14.26 39.74 -0.111 14.44 38.71 1.000 0.000
