it n time energy barrier aux reached lf_min al_max
386 253 49.1649 1.3382 9.5801 0.9618 0.619 0.397 8.85
387 253 49.6009 1.3834 9.6076 1.0350 0.603 0.404 9.96
388 254 49.6411 1.3351 9.8394 1.0906 0.597 0.379 8.62
389 254 52.7394 1.4445 10.0753 1.0793 0.572 0.477 10.54
390 255 53.1606 1.3365 9.9615 1.0163 0.569 0.522 7.87
391 255 48.9281 1.4729 10.2985 1.1233 0.581 0.404 9.48
392 256 48.9986 1.5296 10.0519 1.0690 0.613 0.489 5.39
393 256 49.7941 1.3452 9.6624 0.9278 0.647 0.529 8.80
394 257 49.6793 1.4137 9.6769 1.0219 0.656 0.484 10.29
395 257 49.7813 1.4386 9.7300 0.9862 0.644 0.452 7.30
396 258 50.5592 1.4330 9.7163 1.1609 0.625 0.351 7.83
397 258 50.3155 1.4667 9.8900 1.1714 0.619 0.255 14.99
398 259 53.3951 1.3740 9.5931 1.0794 0.587 0.480 10.38
399 259 54.3057 1.3205 9.2868 1.1328 0.597 0.453 10.16
400 260 51.8336 1.4617 8.7070 1.0976 0.606 0.682 9.31
401 260 50.6823 1.5527 8.6125 1.0698 0.606 0.297 9.15
402 261 51.4447 1.5525 8.6831 1.1171 0.606 0.336 11.69
403 261 51.0940 1.4559 8.5594 1.0797 0.616 0.504 12.17
404 262 50.2309 1.4229 9.0148 1.1581 0.634 0.455 13.42
405 262 48.1715 1.4234 8.9175 1.1473 0.666 0.476 10.27
406 263 48.7826 1.5424 9.0510 1.1095 0.691 0.463 13.82
407 263 51.1482 1.4674 9.0414 1.1006 0.716 0.546 15.00
408 264 51.2144 1.4491 9.4750 1.0508 0.753 0.293 10.23
409 264 53.0612 1.5219 9.4314 1.1250 0.766 0.553 11.21
410 265 55.0664 1.4052 10.3585 1.1247 0.747 0.484 10.93
411 265 50.5593 1.4663 10.1341 1.1580 0.744 0.553 10.56
412 266 51.7587 1.4847 9.9379 1.0583 0.741 0.611 14.96
413 266 49.0987 1.3772 10.4332 1.1039 0.728 0.460 10.59
414 267 53.2018 1.5327 10.3853 1.0327 0.697 0.454 6.35
415 267 51.2754 1.4693 10.3102 1.1579 0.691 0.549 10.85
416 268 48.4432 1.4707 10.1189 1.1235 0.688 0.412 9.77
417 268 47.9862 1.4659 10.1301 1.0905 0.684 0.304 10.36
418 269 48.3825 1.5710 9.7457 1.0943 0.681 0.460 11.79
419 269 45.1260 1.6076 9.7678 1.1133 0.678 0.496 7.88
420 270 53.3906 1.5050 9.5862 1.0928 0.663 0.393 11.95
421 270 50.1359 1.4164 9.7874 1.1062 0.663 0.432 9.94
422 271 52.4878 1.4281 9.7694 1.1447 0.656 0.603 9.28
423 271 52.3688 1.4857 9.7858 1.0426 0.644 0.400 9.21
424 272 52.5158 1.5222 9.2067 1.1104 0.650 0.627 7.79
425 272 45.6999 1.5803 9.4275 1.0340 0.653 0.336 9.75
426 273 48.3558 1.4326 9.3117 1.1863 0.641 0.466 10.71
427 273 51.5959 1.5430 9.6356 1.1024 0.625 0.189 6.46
428 274 50.5687 1.5042 9.5323 1.0796 0.631 0.609 8.01
429 274 49.8470 1.4986 9.5900 1.1457 0.638 0.512 15.00
430 275 49.2285 1.5074 9.4354 1.1320 0.678 0.418 11.44
431 275 50.7835 1.4795 9.2358 1.0399 0.666 0.508 9.16
432 276 49.4651 1.5527 9.1912 1.2138 0.672 0.490 8.25
433 276 50.2660 1.5703 8.6967 1.2420 0.694 0.556 11.47
434 277 48.0401 1.5115 8.9175 1.2214 0.691 0.373 8.26
435 277 48.7751 1.5260 9.2289 1.1822 0.681 0.412 6.51
436 278 49.1278 1.4964 9.1383 1.1932 0.697 0.541 9.82
437 278 50.0509 1.6542 8.6552 1.2235 0.712 0.464 12.20
438 279 46.5964 1.5823 9.1909 1.1088 0.706 0.333 9.23
439 279 48.0306 1.5101 9.0323 1.2316 0.719 0.507 7.80
440 280 48.6324 1.4181 9.0472 1.0433 0.719 0.444 8.24
441 280 50.6519 1.4812 9.3466 1.1935 0.728 0.434 7.89
442 281 46.9171 1.5521 9.7901 1.1767 0.738 0.576 14.35
443 281 47.2706 1.4843 10.1169 1.0367 0.738 0.532 10.19
444 282 50.5420 1.5373 10.1883 1.2405 0.756 0.465 11.18
445 282 49.8992 1.5058 9.8752 1.1730 0.753 0.438 8.39
446 283 47.1545 1.6408 9.7603 1.2107 0.756 0.539 6.63
447 283 51.5073 1.5043 9.7251 1.2029 0.747 0.524 7.58
448 284 51.9401 1.4616 9.3517 1.1546 0.741 0.495 8.67
449 284 46.7618 1.3970 9.8522 1.1794 0.731 0.575 11.49
450 285 49.7952 1.4069 10.0183 1.1507 0.719 0.314 7.81
451 285 51.6748 1.3584 9.9530 1.1985 0.719 0.439 11.21
452 286 52.2860 1.4227 9.8161 1.1779 0.713 0.580 14.91
453 286 45.3793 1.4636 9.7087 1.2778 0.700 0.513 6.81
454 287 49.9415 1.4406 9.5964 1.0836 0.703 0.214 9.56
455 287 47.3724 1.3142 9.4058 1.1805 0.722 0.591 14.93
456 288 44.3150 1.3294 10.0615 1.2570 0.725 0.369 11.39
457 288 47.5377 1.3881 10.4482 1.2314 0.747 0.470 11.31
458 289 46.4326 1.4619 10.5820 1.2847 0.763 0.490 13.17
459 289 49.0485 1.3983 10.2397 1.2311 0.753 0.532 12.54
460 290 48.2296 1.4654 10.2462 1.3408 0.766 0.442 10.29
461 290 48.9717 1.4230 10.3454 1.2319 0.769 0.499 8.70
462 291 50.5829 1.3145 10.3027 1.0657 0.759 0.500 10.37
463 291 48.1272 1.4568 10.3354 1.2317 0.753 0.506 8.09
464 292 49.7426 1.4401 10.7174 1.1979 0.753 0.213 6.63
465 292 49.1610 1.5729 10.9244 1.2932 0.728 0.356 14.59
466 293 48.7099 1.4496 10.8888 1.3013 0.722 0.474 10.72
467 293 49.3590 1.5332 10.9285 1.1720 0.706 0.477 9.61
468 294 47.2482 1.5445 10.8644 1.2537 0.709 0.417 14.89
469 294 47.4514 1.5193 11.1353 1.2112 0.728 0.420 9.22
470 295 50.7160 1.5310 11.0034 1.2877 0.725 0.456 11.19
471 295 50.1090 1.3909 10.6412 1.3547 0.728 0.474 13.04
472 296 50.0225 1.3806 10.8876 1.2889 0.744 0.455 12.17
473 296 48.3123 1.3196 10.9281 1.2257 0.766 0.545 14.97
474 297 49.2912 1.3829 11.2142 1.2666 0.762 0.130 13.99
475 297 50.1973 1.4257 11.0418 1.2634 0.762 0.521 10.67
476 298 50.7983 1.2887 10.5454 1.2634 0.756 0.284 9.86
477 298 48.9491 1.2978 10.5060 1.2795 0.747 0.467 7.58
478 299 45.4325 1.1784 10.3798 1.3095 0.728 0.556 10.78
479 299 49.6558 1.2209 10.3216 1.2996 0.716 0.497 13.18
480 300 53.6096 1.4589 10.5573 1.3305 0.700 0.426 10.56
481 300 48.4174 1.3365 10.5125 1.3726 0.697 0.454 7.49
482 300 49.1540 1.3050 10.0593 1.2623 0.684 0.559 9.50
483 300 52.5700 1.3032 9.9168 1.2152 0.653 0.536 12.47
484 300 44.2369 1.2275 9.3463 1.2765 0.663 0.559 8.47
485 300 46.8001 1.2589 9.4878 1.3037 0.672 0.301 11.54
486 300 44.8309 1.5004 9.5451 1.4033 0.684 0.495 10.20
487 300 45.0196 1.3215 9.2975 1.1631 0.712 0.547 10.09
488 300 47.9041 1.3946 9.6368 1.2044 0.725 0.407 11.26
489 300 47.7862 1.3687 9.7995 1.0644 0.734 0.473 9.91
490 300 47.5848 1.3494 9.5483 1.3601 0.750 0.365 10.33
491 300 42.8316 1.3537 9.7439 1.2014 0.763 0.478 10.31
492 300 46.2421 1.4724 9.9934 1.4087 0.769 0.531 10.41
493 300 45.9012 1.3437 10.0716 1.1551 0.797 0.355 9.10
494 300 45.2868 1.4030 10.0765 1.3722 0.803 0.539 14.99
495 300 48.3001 1.3286 9.8093 1.2850 0.803 0.542 9.84
496 300 48.5252 1.3547 9.6853 1.1505 0.797 0.647 14.66
497 300 49.7959 1.3677 9.8034 1.3166 0.775 0.365 9.77
498 300 45.3894 1.2599 9.5320 1.3141 0.781 0.472 10.73
499 300 48.8156 1.2405 9.4495 1.2521 0.772 0.572 14.96
500 300 44.8369 1.2157 9.4930 1.2724 0.775 0.454 13.96
501 300 52.0908 1.3236 9.6548 1.2130 0.759 0.464 10.20
502 300 48.5553 1.2133 9.5125 1.1697 0.769 0.521 12.17
503 300 50.2335 1.3723 9.8300 1.3311 0.756 0.624 10.24
504 300 49.1975 1.3521 9.9792 1.2354 0.744 0.488 8.51
505 300 47.5088 1.2902 10.3789 1.2294 0.741 0.553 10.49
506 300 43.0633 1.1542 10.6503 1.2738 0.737 0.510 10.72
507 300 42.0827 1.3570 10.6101 1.1894 0.753 0.430 11.73
508 300 49.0787 1.5010 11.0080 1.1256 0.744 0.419 8.44
509 300 46.8041 1.2164 10.9587 1.1795 0.747 0.525 12.36
510 300 48.8967 1.5297 11.2335 1.3913 0.737 0.309 7.15
511 300 46.6553 1.2290 11.2254 1.2231 0.759 0.483 14.99
512 300 45.1407 1.3540 11.3963 1.2532 0.759 0.413 9.07
513 300 44.4018 1.1969 11.0706 1.2657 0.763 0.337 10.48
514 300 45.8765 1.1784 11.1465 1.2063 0.759 0.433 9.01
515 300 45.2022 1.3742 11.1499 1.2224 0.778 0.359 15.00
516 300 45.2669 1.2521 11.2682 1.1992 0.787 0.524 10.11
517 300 46.6100 1.3008 11.0445 1.2451 0.791 0.590 10.10
518 300 48.7822 1.4424 10.8029 1.2072 0.806 0.538 14.97
519 300 45.9189 1.2966 10.9239 1.2621 0.822 0.448 9.24
520 300 41.7450 1.2986 10.3682 1.2180 0.841 0.483 14.99
521 300 46.0390 1.2534 10.7448 1.2848 0.844 0.262 12.22
522 300 45.0337 1.2267 10.6274 1.2247 0.841 0.410 9.35
523 300 45.8175 1.3192 10.8190 1.2024 0.856 0.553 13.97
524 300 41.7360 1.2454 10.5979 1.2305 0.878 0.473 9.26
525 300 46.5103 1.2811 10.5462 1.2717 0.884 0.465 10.81
526 300 50.4748 1.4254 10.6968 1.3470 0.872 0.452 13.33
527 300 43.9272 1.4824 10.7580 1.1440 0.872 0.459 9.82
528 300 44.5564 1.1910 10.8116 1.2892 0.869 0.331 6.66
529 300 44.3126 1.2276 11.0365 1.2025 0.859 0.288 12.38
530 300 43.2668 1.3481 11.3203 1.0915 0.863 0.380 8.47
531 300 43.7907 1.2942 10.9490 1.2468 0.872 0.255 14.34
532 300 43.6211 1.4841 11.2841 1.1415 0.875 0.527 8.72
533 300 45.6400 1.4322 11.1616 1.4181 0.878 0.445 14.18
534 300 46.0848 1.4453 11.6126 1.2129 0.856 0.385 14.89
535 300 43.6360 1.2935 11.2614 1.1214 0.853 0.576 7.26
536 300 45.3653 1.2577 11.3391 1.3410 0.863 0.446 11.73
537 300 41.7603 1.3032 11.3954 1.1793 0.863 0.464 7.90
538 300 41.1528 1.2359 11.4551 1.2335 0.863 0.327 10.25
539 300 44.7226 1.2246 11.1109 1.2338 0.869 0.559 11.40
540 300 44.7307 1.3683 10.9466 1.2606 0.859 0.480 13.32
541 300 48.1932 1.3972 10.9241 1.1789 0.850 0.516 14.99
542 300 48.5332 1.3919 10.5418 1.3322 0.847 0.533 10.90
543 300 43.4720 1.3887 10.4666 1.2723 0.844 0.501 11.53
544 300 44.3762 1.3578 10.0111 1.1755 0.859 0.520 10.04
545 300 43.5267 1.3205 10.6123 1.2648 0.863 0.344 14.63
546 300 45.5806 1.4937 10.4057 1.3270 0.869 0.386 9.26
547 300 42.1321 1.2341 10.4262 1.2228 0.869 0.616 10.87
548 300 44.2674 1.3407 10.1280 1.2460 0.859 0.571 9.33
549 300 40.8578 1.1473 9.8423 1.2296 0.863 0.562 10.02
550 300 45.3356 1.3632 10.2067 1.2952 0.863 0.478 13.13
551 300 42.0050 1.2049 9.9091 1.2958 0.862 0.415 11.04
552 300 41.0103 1.3537 10.0635 1.2126 0.875 0.525 14.94
553 300 42.6103 1.3174 10.2923 1.2429 0.878 0.464 14.96
554 300 44.3065 1.3131 10.3346 1.3435 0.881 0.461 8.81
555 300 40.4864 1.3126 9.8264 1.1656 0.878 0.445 12.15
556 300 41.7231 1.1741 9.3696 1.2538 0.872 0.606 10.40
557 300 46.5131 1.4477 9.7367 1.3145 0.872 0.285 10.22
558 300 42.4363 1.3729 9.9913 1.1625 0.872 0.318 11.20
559 300 43.9787 1.3743 10.4932 1.3444 0.866 0.347 6.74
560 300 40.0876 1.3054 10.1842 1.3361 0.872 0.401 9.39
561 300 42.4043 1.1863 10.4191 1.3198 0.881 0.461 13.76
562 300 42.9829 1.2028 10.5560 1.2435 0.881 0.403 11.84
563 300 42.1699 1.3663 10.7208 1.1497 0.878 0.295 14.97
564 300 42.6319 1.2317 10.6271 1.2115 0.881 0.444 12.60
565 300 40.9805 1.2337 10.7958 1.1684 0.881 0.534 9.41
566 300 42.6052 1.3628 11.0429 1.1910 0.884 0.533 9.76
567 300 44.9840 1.4764 10.7039 1.2231 0.887 0.352 12.68
568 300 43.3509 1.1811 10.7140 1.2302 0.891 0.486 8.09
569 300 43.1865 1.2791 9.9815 1.3140 0.891 0.607 8.30
570 300 41.3488 1.1309 9.8453 1.1230 0.881 0.447 9.76
571 300 43.7368 1.1976 9.9550 1.1118 0.872 0.339 9.93
572 300 41.2112 1.1924 9.6439 1.2501 0.878 0.381 10.04
573 300 43.1155 1.2550 9.3541 1.1427 0.884 0.577 10.88
574 300 40.6664 1.4162 9.6048 1.2121 0.875 0.371 7.99
575 300 42.9080 1.2055 9.7814 1.1568 0.869 0.462 12.38
576 300 41.1366 1.2211 9.9670 1.2902 0.875 0.385 10.40
577 300 38.7117 1.1723 9.5790 1.1446 0.881 0.742 9.54
578 300 40.2922 1.3387 9.4503 1.1435 0.897 0.447 9.48
579 300 42.0640 1.4221 10.2146 1.2055 0.906 0.267 12.09
580 300 42.4094 1.2905 10.2778 1.3599 0.916 0.276 6.94
581 300 40.1015 1.2037 10.4144 1.2228 0.922 0.360 10.17
582 300 43.5308 1.2313 10.8025 1.2452 0.912 0.559 9.24
583 300 43.7758 1.3829 10.5714 1.1568 0.906 0.485 7.49
584 300 44.8537 1.3759 10.4173 1.3473 0.916 0.569 12.45
585 300 40.0895 1.2554 10.1147 1.2070 0.919 0.314 12.16
586 300 42.4282 1.3759 10.1399 1.2379 0.913 0.453 11.78
587 300 44.3494 1.4085 10.5809 1.3274 0.897 0.337 8.65
588 300 39.3958 1.1629 10.5760 1.2951 0.891 0.566 12.64
589 300 43.8402 1.3948 9.8243 1.2251 0.887 0.526 10.63
590 300 43.5569 1.3289 10.0951 1.2820 0.891 0.493 8.51
591 300 40.4499 1.3982 9.5224 1.2698 0.894 0.420 7.96
592 300 43.1833 1.3501 9.3386 1.3642 0.900 0.074 10.54
593 300 41.8574 1.2823 9.5693 1.3382 0.903 0.342 13.38
594 300 37.4260 1.0338 9.5790 1.1766 0.906 0.424 10.65
595 300 39.2823 1.3203 9.7854 1.2833 0.913 0.485 7.84
596 300 42.3942 1.2075 9.7300 1.2729 0.922 0.520 13.60
597 300 41.2715 1.2685 9.8548 1.2914 0.922 0.352 9.60
598 300 41.2767 1.5103 9.9413 1.3182 0.928 0.528 11.80
599 300 42.4053 1.2968 10.9828 1.2846 0.916 0.209 8.41
600 300 42.0208 1.2691 10.9618 1.1459 0.909 0.391 9.31
601 300 39.7418 1.1613 11.4752 1.3903 0.906 0.444 9.35
602 300 42.0041 1.2244 11.4627 1.2066 0.903 0.456 9.87
603 300 40.7114 1.2854 11.4085 1.1870 0.903 0.273 8.00
604 300 39.9678 1.3637 11.1595 1.2047 0.903 0.589 7.67
605 300 38.8198 1.2372 10.9930 1.2317 0.903 0.307 7.93
606 300 41.0603 1.3051 10.8682 1.1722 0.903 0.629 10.76
607 300 39.6135 1.4463 11.0258 1.2597 0.916 0.309 10.23
608 300 45.2970 1.3340 11.3838 1.1898 0.900 0.320 9.60
609 300 44.1641 1.5283 11.3749 1.3027 0.916 0.281 8.07
610 300 42.1210 1.2363 11.0189 1.2962 0.919 0.490 11.67
611 300 47.0421 1.5354 11.0748 1.2581 0.900 0.363 12.81
612 300 41.5929 1.4509 11.1073 1.1899 0.906 0.322 10.69
613 300 41.2956 1.5040 11.2812 1.2228 0.906 0.233 6.71
614 300 42.3711 1.3507 11.9924 1.2073 0.900 0.296 10.56
615 300 41.1769 1.5169 12.2696 1.3106 0.903 0.343 10.95
616 300 38.2291 1.5210 12.6365 1.1797 0.903 0.485 8.96
617 300 41.0100 1.2817 12.6198 1.2266 0.900 0.502 11.33
618 300 39.3712 1.3552 12.2230 1.2999 0.912 0.453 11.82
619 300 42.0233 1.4073 11.7788 1.2920 0.909 0.494 9.18
620 300 42.8926 1.3928 12.1438 1.3011 0.909 0.143 13.61
621 300 39.7469 1.2481 11.7466 1.1827 0.922 0.539 10.64
622 300 41.7872 1.3225 11.7181 1.1941 0.906 0.469 11.76
623 300 39.3141 1.3391 11.2446 1.3036 0.916 0.498 9.09
624 300 39.3222 1.3146 11.2829 1.1776 0.922 0.220 8.13
625 300 41.3547 1.3540 10.7232 1.2696 0.922 0.559 11.57
626 300 41.5911 1.3259 10.1983 1.2248 0.919 0.513 8.86
627 300 43.8293 1.4257 10.3358 1.2117 0.913 0.419 10.23
628 300 43.1522 1.4072 10.5856 1.2132 0.909 0.593 10.00
629 300 42.5556 1.3916 10.4175 1.3019 0.912 0.503 8.34
630 300 45.3951 1.5033 10.7386 1.0961 0.903 0.261 10.52
631 300 42.0801 1.5243 11.1510 1.2489 0.906 0.270 8.65
632 300 43.4061 1.3850 11.3569 1.1958 0.909 0.411 11.63
633 300 44.4991 1.3599 11.6114 1.2964 0.894 0.436 13.87
634 300 41.2428 1.2798 11.0789 1.1941 0.891 0.347 8.27
635 300 43.1874 1.2710 11.3805 1.2604 0.881 0.486 8.70
636 300 37.2929 1.0864 11.5817 1.1948 0.878 0.412 13.06
637 300 39.4493 1.1428 11.1032 1.2760 0.888 0.574 13.93
638 300 38.2051 1.1237 10.6454 1.1937 0.887 0.569 10.79
639 300 41.6430 1.4686 10.5863 1.2412 0.891 0.520 7.70
640 300 40.3803 1.2518 10.1021 1.2731 0.903 0.376 11.20
641 300 40.4173 1.2676 9.6217 1.3564 0.894 0.503 14.49
642 300 41.3849 1.3068 9.2708 1.2696 0.906 0.408 8.83
643 300 44.1418 1.3785 9.5373 1.2001 0.909 0.339 8.63
644 300 41.5271 1.3708 9.8560 1.3019 0.906 0.237 7.72
645 300 41.0514 1.5421 10.1277 1.3285 0.916 0.320 9.36
646 300 40.7462 1.0712 10.0489 1.2017 0.906 0.477 12.51
647 300 40.4394 1.3387 10.6045 1.1397 0.906 0.257 7.15
648 300 38.2144 1.2414 11.0203 1.2293 0.913 0.405 13.44
649 300 43.2968 1.3072 11.0063 1.3657 0.903 0.363 6.27
650 300 40.7358 1.1409 10.7666 1.3692 0.903 0.566 11.14
651 300 40.5986 1.2412 10.9670 1.2274 0.906 0.458 11.90
652 300 40.8412 1.3562 11.2857 1.2976 0.906 0.471 9.04
653 300 40.3843 1.7238 11.4659 1.1496 0.919 0.371 6.63
654 300 39.3328 1.1843 11.2522 1.2658 0.922 0.453 11.38
655 300 40.4194 1.3003 11.6097 1.2305 0.919 0.222 14.98
656 300 40.5053 1.2524 11.5033 1.1269 0.938 0.314 9.69
657 300 39.0105 1.2065 10.9702 1.2554 0.941 0.544 8.99
658 300 43.9236 1.4824 10.3382 1.1303 0.931 0.615 7.49
659 300 42.0428 1.3677 10.6898 1.2186 0.941 0.413 11.05
660 300 41.2627 1.3346 11.1332 1.3812 0.944 0.528 14.95
661 300 38.3405 1.2971 11.1911 1.1893 0.956 0.348 10.20
662 300 37.0896 1.3257 11.0554 1.1105 0.956 0.344 7.82
663 300 37.4942 1.3248 11.0157 1.2027 0.956 0.406 12.03
664 300 42.6459 1.5881 11.3263 1.0944 0.959 0.285 9.60
665 300 38.3752 1.2791 10.6993 1.2783 0.959 0.390 9.69
666 300 40.5963 1.3818 11.4918 1.2493 0.959 0.152 7.20
667 300 43.3458 1.5718 11.4038 1.3041 0.953 0.531 9.76
668 300 39.6880 1.3184 12.3707 1.2160 0.963 0.069 13.97
669 300 42.0884 1.4003 11.9168 1.2106 0.963 0.377 9.97
670 300 37.2096 1.1557 12.0293 1.2679 0.966 0.408 9.95
671 300 36.3468 1.1242 11.7072 1.2379 0.959 0.531 10.36
672 300 39.1728 1.0603 11.7431 1.3861 0.947 0.219 11.12
673 300 41.8852 1.3003 11.4701 1.2768 0.931 0.459 11.15
674 300 43.6131 1.5603 11.3397 1.2992 0.928 0.326 6.89
675 300 42.1645 1.3262 11.4522 1.2970 0.928 0.467 8.59
676 300 42.4292 1.2822 10.7033 1.3510 0.909 0.492 10.60
677 300 38.7313 1.0832 10.7550 1.2262 0.912 0.447 11.69
678 300 39.2327 1.3610 9.9112 1.2293 0.900 0.549 8.34
679 300 35.6674 1.0777 9.7963 1.1897 0.897 0.575 9.07
680 300 42.6712 1.3051 9.5007 1.3272 0.891 0.496 8.22
681 300 38.9121 1.1641 10.0660 1.3806 0.894 0.525 9.80
682 300 40.7384 1.2783 9.9591 1.2225 0.903 0.455 9.68
683 300 41.5354 1.5105 10.0815 1.2270 0.912 0.438 12.09
684 300 38.7183 1.2674 9.7498 1.2579 0.909 0.577 6.40
685 300 43.9950 1.5680 9.9119 1.1414 0.906 0.369 9.98
686 300 42.3206 1.5465 10.5976 1.2758 0.916 0.225 12.17
687 300 40.6027 1.4699 10.5121 1.2216 0.919 0.455 7.66
688 300 42.5955 1.6093 11.2261 1.3200 0.925 0.212 5.36
689 300 39.2206 1.3479 11.5019 1.2555 0.931 0.379 9.09
690 300 40.0067 1.4298 11.6416 1.2531 0.938 0.404 9.84
691 300 41.0081 1.2563 11.5165 1.2245 0.931 0.307 10.74
692 300 39.4684 1.2454 11.2507 1.3515 0.925 0.496 9.99
693 300 41.0754 1.3775 11.2344 1.2847 0.928 0.461 10.81
694 300 42.5647 1.4260 11.5065 1.2806 0.934 0.371 11.93
695 300 40.8720 1.4156 11.4467 1.2750 0.928 0.444 9.19
696 300 39.6974 1.2515 10.9089 1.3139 0.934 0.240 11.77
697 300 43.5838 1.3914 11.1450 1.3037 0.931 0.418 9.04
698 300 40.6895 1.3271 10.5624 1.2115 0.934 0.489 14.92
699 300 41.9419 1.4759 10.5605 1.2238 0.931 0.391 9.10
700 300 41.0893 1.2732 10.5298 1.2138 0.916 0.548 11.70
701 300 39.3454 1.2901 10.5100 1.3213 0.922 0.357 8.42
702 300 38.7709 1.1476 10.6434 1.3293 0.913 0.509 11.24
703 300 41.3573 1.2702 10.4263 1.2646 0.900 0.527 9.25
704 300 37.3852 1.1760 10.4293 1.2880 0.897 0.556 8.23
705 300 39.7410 1.2560 10.2698 1.3316 0.909 0.339 9.72
706 300 41.6745 1.4574 10.5607 1.1282 0.906 0.468 8.90
707 300 39.5463 1.2485 10.5232 1.2292 0.900 0.555 9.82
708 300 37.9415 1.1784 10.9422 1.2383 0.900 0.416 14.98
709 300 43.2270 1.4905 11.2714 1.2034 0.894 0.435 9.63
710 300 40.6162 1.4342 11.3283 1.2752 0.903 0.352 9.79
711 300 38.8320 1.3458 10.9795 1.2818 0.903 0.502 9.77
712 300 38.5211 1.4639 11.0052 1.2383 0.925 0.477 8.94
713 300 40.5265 1.3468 10.7978 1.2870 0.938 0.551 12.21
714 300 38.4412 1.1635 10.4262 1.2310 0.938 0.588 10.56
715 300 36.4856 1.3055 10.4423 1.1995 0.938 0.345 11.92
716 300 41.6286 1.3324 11.0708 1.3015 0.934 0.023 10.31
717 300 37.6244 1.2095 11.0229 1.1597 0.938 0.375 14.09
718 300 38.4254 1.3730 10.8581 1.1847 0.938 0.334 7.53
719 300 39.5373 1.4205 10.4966 1.2708 0.941 0.202 13.94
720 300 40.4385 1.3979 10.2517 1.1594 0.944 0.489 10.61
721 300 40.3567 1.4650 10.3855 1.1939 0.950 0.483 11.34
722 300 36.9834 1.3397 10.5190 1.2146 0.944 0.428 9.53
723 300 37.1391 1.2875 10.5989 1.1880 0.944 0.379 8.45
724 300 39.9482 1.3148 10.8460 1.2243 0.941 0.282 10.54
725 300 39.7865 1.4059 10.8848 1.3511 0.934 0.451 8.91
726 300 39.0961 1.3077 10.0058 1.3120 0.937 0.375 12.05
727 300 39.4155 1.2250 10.2379 1.1971 0.944 0.326 8.14
728 300 38.4978 1.1462 9.9916 1.2023 0.944 0.285 9.82
729 300 38.9318 1.3422 10.1030 1.2123 0.950 0.462 10.32
730 300 40.0501 1.2880 10.6063 1.2861 0.950 0.337 14.95
731 300 41.6657 1.3677 10.6067 1.2380 0.947 0.470 12.62
732 300 40.7088 1.2463 10.5014 1.2388 0.944 0.156 12.37
733 300 40.4112 1.3382 10.5407 1.1571 0.938 0.517 9.50
734 300 41.6705 1.3440 10.4458 1.2203 0.938 0.271 10.04
735 300 41.9309 1.3804 10.7846 1.4067 0.931 0.425 13.66
736 300 40.1668 1.5435 11.1125 1.2039 0.934 0.372 8.15
737 300 37.2785 1.1520 10.8382 1.2710 0.937 0.443 9.39
738 300 38.8395 1.4399 11.4736 1.3216 0.934 0.382 9.85
739 300 39.9053 1.3299 11.5458 1.2160 0.922 0.337 13.04
740 300 35.8929 1.0013 11.2455 1.2953 0.916 0.478 12.12
741 300 36.0641 1.1657 11.2070 1.1738 0.912 0.124 11.06
742 300 39.2374 1.3404 11.8561 1.2652 0.912 0.179 8.34
743 300 38.2539 1.2361 11.7550 1.3001 0.916 0.542 10.05
744 300 38.1472 1.2738 12.0874 1.1960 0.919 0.372 9.39
745 300 40.7103 1.2997 12.0097 1.2645 0.928 0.378 8.46
746 300 40.0696 1.4405 11.6349 1.2934 0.934 0.462 10.67
747 300 39.4805 1.2067 11.4963 1.2908 0.928 0.512 7.96
748 300 41.9918 1.3327 11.0541 1.2906 0.931 0.306 8.52
749 300 43.9610 1.5543 11.2948 1.3366 0.931 0.209 8.78
750 300 35.7589 1.0413 10.9629 1.2175 0.934 0.534 12.40
751 300 39.5084 1.3480 11.0426 1.3022 0.931 0.447 12.29
752 300 38.8494 1.1851 10.8392 1.2348 0.928 0.309 10.78
753 300 38.5431 1.3124 11.3324 1.3686 0.934 0.374 5.86
754 300 39.1254 1.4981 10.8397 1.2724 0.931 0.591 8.90
755 300 38.0758 1.2792 10.3995 1.1693 0.922 0.394 12.70
756 300 38.6522 1.1605 10.3962 1.3068 0.906 0.255 9.25
757 300 39.9251 1.3103 10.1540 1.2506 0.903 0.404 10.89
758 300 39.3740 1.3349 10.1673 1.2348 0.906 0.149 7.40
759 300 38.9126 1.3524 9.8007 1.2974 0.906 0.521 9.63
760 300 41.7382 1.4648 9.8941 1.3009 0.909 0.411 10.12
761 300 37.2149 1.1453 10.2057 1.3469 0.909 0.438 11.03
762 300 39.0792 1.3307 10.6162 1.2299 0.909 0.333 13.85
763 300 42.6586 1.5197 10.5488 1.4112 0.906 0.271 8.40
764 300 37.5882 1.1171 10.6767 1.3428 0.906 0.483 8.71
765 300 39.1783 1.2997 11.1852 1.1951 0.922 0.270 9.18
766 300 37.6295 1.3709 11.1433 1.2441 0.934 0.459 8.81
767 300 42.4217 1.4122 11.8872 1.3629 0.938 0.556 10.71
768 300 39.8661 1.3070 12.0309 1.3451 0.938 0.421 10.03
769 300 38.7345 1.2200 11.6598 1.3147 0.950 0.416 10.07
770 300 37.6777 1.2809 11.4792 1.2930 0.953 0.255 10.03
771 300 36.6089 1.2926 11.1426 1.3826 0.950 0.522 8.02
772 300 38.6168 1.3541 10.8281 1.1566 0.956 0.379 10.53
773 300 43.6421 1.5830 11.1404 1.2470 0.944 0.282 9.59
