V alpha_deg Tr h feas
8.000 -10.00 29.5 -30.402 0
8.000 -10.00 39.3 -20.718 0
8.000 -10.00 49.2 -11.034 0
8.000 -10.00 59.0 -1.351 0
8.000 -10.00 68.8 8.333 0
8.000 -10.00 78.7 18.017 1
8.000 -10.00 88.5 27.701 1
8.000 -10.00 98.3 37.385 1
8.000 -10.00 108.2 47.069 1
8.000 -10.00 118.0 56.753 1
8.000 -9.00 0.0 -57.895 0
8.000 -9.00 9.8 -48.183 0
8.000 -9.00 19.7 -38.471 0
8.000 -9.00 29.5 -28.758 0
8.000 -9.00 39.3 -19.046 0
8.000 -9.00 49.2 -9.334 0
8.000 -9.00 59.0 0.378 0
8.000 -9.00 68.8 10.091 0
8.000 -9.00 78.7 19.803 1
8.000 -9.00 88.5 29.515 1
8.000 -9.00 98.3 39.228 1
8.000 -9.00 108.2 48.940 1
8.000 -9.00 118.0 58.652 1
8.000 -8.00 0.0 -56.336 0
8.000 -8.00 9.8 -46.598 0
8.000 -8.00 19.7 -36.861 0
8.000 -8.00 29.5 -27.123 0
8.000 -8.00 39.3 -17.386 0
8.000 -8.00 49.2 -7.648 0
8.000 -8.00 59.0 2.090 0
8.000 -8.00 68.8 11.827 1
8.000 -8.00 78.7 21.565 1
8.000 -8.00 88.5 31.303 1
8.000 -8.00 98.3 41.040 1
8.000 -8.00 108.2 50.778 1
8.000 -8.00 118.0 60.516 1
8.000 -7.00 0.0 -54.777 0
8.000 -7.00 9.8 -45.017 0
8.000 -7.00 19.7 -35.257 0
8.000 -7.00 29.5 -25.497 0
8.000 -7.00 39.3 -15.737 0
8.000 -7.00 49.2 -5.977 0
8.000 -7.00 59.0 3.783 0
8.000 -7.00 68.8 13.543 1
8.000 -7.00 78.7 23.303 1
8.000 -7.00 88.5 33.063 1
8.000 -7.00 98.3 42.823 1
8.000 -7.00 108.2 52.583 1
8.000 -7.00 118.0 62.343 1
8.000 -6.00 0.0 -53.218 0
8.000 -6.00 9.8 -43.439 0
8.000 -6.00 19.7 -33.659 0
8.000 -6.00 29.5 -23.880 0
8.000 -6.00 39.3 -14.100 0
8.000 -6.00 49.2 -4.321 0
8.000 -6.00 59.0 5.459 0
8.000 -6.00 68.8 15.238 1
8.000 -6.00 78.7 25.018 1
8.000 -6.00 88.5 34.797 1
8.000 -6.00 98.3 44.577 1
8.000 -6.00 108.2 54.356 1
8.000 -6.00 118.0 64.136 1
8.000 -5.00 0.0 -51.659 0
8.000 -5.00 9.8 -41.863 0
8.000 -5.00 19.7 -32.067 0
8.000 -5.00 29.5 -22.271 0
8.000 -5.00 39.3 -12.475 0
8.000 -5.00 49.2 -2.679 0
8.000 -5.00 59.0 7.117 0
8.000 -5.00 68.8 16.912 1
8.000 -5.00 78.7 26.708 1
8.000 -5.00 88.5 36.504 1
8.000 -5.00 98.3 46.300 1
8.000 -5.00 108.2 56.096 1
8.000 -5.00 118.0 65.892 1
8.000 -4.00 0.0 -50.100 0
8.000 -4.00 9.8 -40.291 0
8.000 -4.00 19.7 -30.481 0
8.000 -4.00 29.5 -20.672 0
8.000 -4.00 39.3 -10.862 0
8.000 -4.00 49.2 -1.053 0
8.000 -4.00 59.0 8.756 0
8.000 -4.00 68.8 18.566 1
8.000 -4.00 78.7 28.375 1
8.000 -4.00 88.5 38.185 1
8.000 -4.00 98.3 47.994 1
8.000 -4.00 108.2 57.803 1
8.000 -4.00 118.0 67.613 1
8.000 -3.00 0.0 -48.541 0
8.000 -3.00 9.8 -38.721 0
8.000 -3.00 19.7 -28.901 0
8.000 -3.00 29.5 -19.081 0
8.000 -3.00 39.3 -9.261 0
8.000 -3.00 49.2 0.558 0
8.000 -3.00 59.0 10.378 1
8.000 -3.00 68.8 20.198 1
8.000 -3.00 78.7 30.018 1
8.000 -3.00 88.5 39.838 1
8.000 -3.00 98.3 49.658 1
8.000 -3.00 108.2 59.478 1
8.000 -3.00 118.0 69.297 1
8.000 -2.00 0.0 -46.982 0
8.000 -2.00 9.8 -37.154 0
8.000 -2.00 19.7 -27.327 0
8.000 -2.00 29.5 -17.500 0
8.000 -2.00 39.3 -7.672 0
8.000 -2.00 49.2 2.155 0
8.000 -2.00 59.0 11.982 1
8.000 -2.00 68.8 21.810 1
8.000 -2.00 78.7 31.637 1
8.000 -2.00 88.5 41.464 1
8.000 -2.00 98.3 51.292 1
8.000 -2.00 108.2 61.119 1
8.000 -2.00 118.0 70.946 1
8.000 -1.00 0.0 -45.423 0
8.000 -1.00 9.8 -35.591 0
8.000 -1.00 19.7 -25.759 0
8.000 -1.00 29.5 -15.927 0
8.000 -1.00 39.3 -6.095 0
8.000 -1.00 49.2 3.736 0
8.000 -1.00 59.0 13.568 1
8.000 -1.00 68.8 23.400 1
8.000 -1.00 78.7 33.232 1
8.000 -1.00 88.5 43.064 1
8.000 -1.00 98.3 52.896 1
8.000 -1.00 108.2 62.727 1
8.000 -1.00 118.0 72.559 1
8.000 0.00 0.0 -43.864 0
8.000 0.00 9.8 -34.030 0
8.000 0.00 19.7 -24.197 0
8.000 0.00 29.5 -14.364 0
8.000 0.00 39.3 -4.530 0
8.000 0.00 49.2 5.303 0
8.000 0.00 59.0 15.136 1
8.000 0.00 68.8 24.970 1
8.000 0.00 78.7 34.803 1
8.000 0.00 88.5 44.636 1
8.000 0.00 98.3 54.470 1
8.000 0.00 108.2 64.303 1
8.000 0.00 118.0 74.136 1
8.000 1.00 0.0 -42.928 0
8.000 1.00 9.8 -33.096 0
8.000 1.00 19.7 -23.265 0
8.000 1.00 29.5 -13.433 0
8.000 1.00 39.3 -3.601 0
8.000 1.00 49.2 6.231 0
8.000 1.00 59.0 16.063 1
8.000 1.00 68.8 25.895 1
8.000 1.00 78.7 35.726 1
8.000 1.00 88.5 45.558 1
8.000 1.00 98.3 55.390 1
8.000 1.00 108.2 65.222 1
8.000 1.00 118.0 75.054 1
8.000 2.00 0.0 -41.993 0
8.000 2.00 9.8 -32.166 0
8.000 2.00 19.7 -22.338 0
8.000 2.00 29.5 -12.511 0
8.000 2.00 39.3 -2.684 0
8.000 2.00 49.2 7.144 0
8.000 2.00 59.0 16.971 1
8.000 2.00 68.8 26.799 1
8.000 2.00 78.7 36.626 1
8.000 2.00 88.5 46.453 1
8.000 2.00 98.3 56.281 1
8.000 2.00 108.2 66.108 1
8.000 2.00 118.0 75.935 1
8.000 3.00 0.0 -41.057 0
8.000 3.00 9.8 -31.238 0
8.000 3.00 19.7 -21.418 0
8.000 3.00 29.5 -11.598 0
8.000 3.00 39.3 -1.778 0
8.000 3.00 49.2 8.042 0
8.000 3.00 59.0 17.862 1
8.000 3.00 68.8 27.682 1
8.000 3.00 78.7 37.501 1
8.000 3.00 88.5 47.321 1
8.000 3.00 98.3 57.141 1
8.000 3.00 108.2 66.961 1
8.000 3.00 118.0 76.781 1
8.000 4.00 0.0 -40.122 0
8.000 4.00 9.8 -30.313 0
8.000 4.00 19.7 -20.503 0
8.000 4.00 29.5 -10.694 0
8.000 4.00 39.3 -0.885 0
8.000 4.00 49.2 8.925 0
8.000 4.00 59.0 18.734 1
8.000 4.00 68.8 28.544 1
8.000 4.00 78.7 38.353 1
8.000 4.00 88.5 48.162 1
8.000 4.00 98.3 57.972 1
8.000 4.00 108.2 67.781 1
8.000 4.00 118.0 77.591 1
8.000 5.00 0.0 -39.187 0
8.000 5.00 9.8 -29.391 0
8.000 5.00 19.7 -19.595 0
8.000 5.00 29.5 -9.799 0
8.000 5.00 39.3 -0.003 0
8.000 5.00 49.2 9.793 0
8.000 5.00 59.0 19.589 1
8.000 5.00 68.8 29.385 1
8.000 5.00 78.7 39.181 1
8.000 5.00 88.5 48.977 1
8.000 5.00 98.3 58.773 1
8.000 5.00 108.2 68.568 1
8.000 5.00 118.0 78.364 1
8.500 -10.00 0.0 -58.519 0
8.500 -10.00 9.8 -48.835 0
8.500 -10.00 19.7 -39.151 0
8.500 -10.00 29.5 -29.467 0
8.500 -10.00 39.3 -19.783 0
8.500 -10.00 49.2 -10.099 0
8.500 -10.00 59.0 -0.415 0
8.500 -10.00 68.8 9.268 0
8.500 -10.00 78.7 18.952 1
8.500 -10.00 88.5 28.636 1
8.500 -10.00 98.3 38.320 1
8.500 -10.00 108.2 48.004 1
8.500 -10.00 118.0 57.688 1
8.500 -9.00 0.0 -56.759 0
8.500 -9.00 9.8 -47.047 0
8.500 -9.00 19.7 -37.335 0
8.500 -9.00 29.5 -27.622 0
8.500 -9.00 39.3 -17.910 0
8.500 -9.00 49.2 -8.198 0
8.500 -9.00 59.0 1.515 0
8.500 -9.00 68.8 11.227 0
8.500 -9.00 78.7 20.939 1
8.500 -9.00 88.5 30.651 1
8.500 -9.00 98.3 40.364 1
8.500 -9.00 108.2 50.076 1
8.500 -9.00 118.0 59.788 1
8.500 -8.00 0.0 -54.999 0
8.500 -8.00 9.8 -45.261 0
8.500 -8.00 19.7 -35.524 0
8.500 -8.00 29.5 -25.786 0
8.500 -8.00 39.3 -16.049 0
8.500 -8.00 49.2 -6.311 0
8.500 -8.00 59.0 3.427 0
8.500 -8.00 68.8 13.164 1
8.500 -8.00 78.7 22.902 1
8.500 -8.00 88.5 32.640 1
8.500 -8.00 98.3 42.377 1
8.500 -8.00 108.2 52.115 1
8.500 -8.00 118.0 61.853 1
8.500 -7.00 0.0 -53.239 0
8.500 -7.00 9.8 -43.479 0
8.500 -7.00 19.7 -33.719 0
8.500 -7.00 29.5 -23.959 0
8.500 -7.00 39.3 -14.199 0
8.500 -7.00 49.2 -4.439 0
8.500 -7.00 59.0 5.321 0
8.500 -7.00 68.8 15.081 1
8.500 -7.00 78.7 24.841 1
8.500 -7.00 88.5 34.601 1
8.500 -7.00 98.3 44.361 1
8.500 -7.00 108.2 54.121 1
8.500 -7.00 118.0 63.881 1
8.500 -6.00 0.0 -51.479 0
8.500 -6.00 9.8 -41.700 0
8.500 -6.00 19.7 -31.920 0
8.500 -6.00 29.5 -22.141 0
8.500 -6.00 39.3 -12.361 0
8.500 -6.00 49.2 -2.582 0
8.500 -6.00 59.0 7.198 0
8.500 -6.00 68.8 16.977 1
8.500 -6.00 78.7 26.757 1
8.500 -6.00 88.5 36.536 1
8.500 -6.00 98.3 46.316 1
8.500 -6.00 108.2 56.095 1
8.500 -6.00 118.0 65.875 1
8.500 -5.00 0.0 -49.719 0
8.500 -5.00 9.8 -39.923 0
8.500 -5.00 19.7 -30.127 0
8.500 -5.00 29.5 -20.331 0
8.500 -5.00 39.3 -10.535 0
8.500 -5.00 49.2 -0.739 0
8.500 -5.00 59.0 9.056 0
8.500 -5.00 68.8 18.852 1
8.500 -5.00 78.7 28.648 1
8.500 -5.00 88.5 38.444 1
8.500 -5.00 98.3 48.240 1
8.500 -5.00 108.2 58.036 1
8.500 -5.00 118.0 67.832 1
8.500 -4.00 0.0 -47.959 0
8.500 -4.00 9.8 -38.150 0
8.500 -4.00 19.7 -28.340 0
8.500 -4.00 29.5 -18.531 0
8.500 -4.00 39.3 -8.722 0
8.500 -4.00 49.2 1.088 0
8.500 -4.00 59.0 10.897 1
8.500 -4.00 68.8 20.707 1
8.500 -4.00 78.7 30.516 1
8.500 -4.00 88.5 40.325 1
8.500 -4.00 98.3 50.135 1
8.500 -4.00 108.2 59.944 1
8.500 -4.00 118.0 69.754 1
8.500 -3.00 0.0 -46.199 0
8.500 -3.00 9.8 -36.379 0
8.500 -3.00 19.7 -26.559 0
8.500 -3.00 29.5 -16.739 0
8.500 -3.00 39.3 -6.920 0
8.500 -3.00 49.2 2.900 0
8.500 -3.00 59.0 12.720 1
8.500 -3.00 68.8 22.540 1
8.500 -3.00 78.7 32.360 1
8.500 -3.00 88.5 42.180 1
8.500 -3.00 98.3 52.000 1
8.500 -3.00 108.2 61.819 1
8.500 -3.00 118.0 71.639 1
8.500 -2.00 0.0 -44.439 0
8.500 -2.00 9.8 -34.612 0
8.500 -2.00 19.7 -24.784 0
8.500 -2.00 29.5 -14.957 0
8.500 -2.00 39.3 -5.130 0
8.500 -2.00 49.2 4.698 0
8.500 -2.00 59.0 14.525 1
8.500 -2.00 68.8 24.352 1
8.500 -2.00 78.7 34.180 1
8.500 -2.00 88.5 44.007 1
8.500 -2.00 98.3 53.834 1
8.500 -2.00 108.2 63.662 1
8.500 -2.00 118.0 73.489 1
8.500 -1.00 0.0 -42.679 0
8.500 -1.00 9.8 -32.847 0
8.500 -1.00 19.7 -23.015 0
8.500 -1.00 29.5 -13.183 0
8.500 -1.00 39.3 -3.352 0
8.500 -1.00 49.2 6.480 0
8.500 -1.00 59.0 16.312 1
8.500 -1.00 68.8 26.144 1
8.500 -1.00 78.7 35.976 1
8.500 -1.00 88.5 45.808 1
8.500 -1.00 98.3 55.639 1
8.500 -1.00 108.2 65.471 1
8.500 -1.00 118.0 75.303 1
8.500 0.00 0.0 -40.919 0
8.500 0.00 9.8 -31.086 0
8.500 0.00 19.7 -21.252 0
8.500 0.00 29.5 -11.419 0
8.500 0.00 39.3 -1.586 0
8.500 0.00 49.2 8.248 0
8.500 0.00 59.0 18.081 1
8.500 0.00 68.8 27.914 1
8.500 0.00 78.7 37.748 1
8.500 0.00 88.5 47.581 1
8.500 0.00 98.3 57.414 1
8.500 0.00 108.2 67.248 1
8.500 0.00 118.0 77.081 1
8.500 1.00 0.0 -39.863 0
8.500 1.00 9.8 -30.031 0
8.500 1.00 19.7 -20.199 0
8.500 1.00 29.5 -10.367 0
8.500 1.00 39.3 -0.536 0
8.500 1.00 49.2 9.296 1
8.500 1.00 59.0 19.128 1
8.500 1.00 68.8 28.960 1
8.500 1.00 78.7 38.792 1
8.500 1.00 88.5 48.624 1
8.500 1.00 98.3 58.455 1
8.500 1.00 108.2 68.287 1
8.500 1.00 118.0 78.119 1
8.500 2.00 0.0 -38.807 0
8.500 2.00 9.8 -28.980 0
8.500 2.00 19.7 -19.152 0
8.500 2.00 29.5 -9.325 0
8.500 2.00 39.3 0.502 0
8.500 2.00 49.2 10.330 1
8.500 2.00 59.0 20.157 1
8.500 2.00 68.8 29.984 1
8.500 2.00 78.7 39.812 1
8.500 2.00 88.5 49.639 1
8.500 2.00 98.3 59.466 1
8.500 2.00 108.2 69.294 1
8.500 2.00 118.0 79.121 1
8.500 3.00 0.0 -37.751 0
8.500 3.00 9.8 -27.931 0
8.500 3.00 19.7 -18.111 0
8.500 3.00 29.5 -8.291 0
8.500 3.00 39.3 1.528 0
8.500 3.00 49.2 11.348 1
8.500 3.00 59.0 21.168 1
8.500 3.00 68.8 30.988 1
8.500 3.00 78.7 40.808 1
8.500 3.00 88.5 50.628 1
8.500 3.00 98.3 60.448 1
8.500 3.00 108.2 70.267 1
8.500 3.00 118.0 80.087 1
8.500 4.00 0.0 -36.695 0
8.500 4.00 9.8 -26.886 0
8.500 4.00 19.7 -17.076 0
8.500 4.00 29.5 -7.267 0
8.500 4.00 39.3 2.543 0
8.500 4.00 49.2 12.352 0
8.500 4.00 59.0 22.161 1
8.500 4.00 68.8 31.971 1
8.500 4.00 78.7 41.780 1
8.500 4.00 88.5 51.589 1
8.500 4.00 98.3 61.399 1
8.500 4.00 108.2 71.208 1
8.500 4.00 118.0 81.018 1
8.500 5.00 0.0 -35.639 0
8.500 5.00 9.8 -25.843 0
8.500 5.00 19.7 -16.047 0
8.500 5.00 29.5 -6.251 0
8.500 5.00 39.3 3.545 0
8.500 5.00 49.2 13.341 0
8.500 5.00 59.0 23.137 1
8.500 5.00 68.8 32.932 1
8.500 5.00 78.7 42.728 1
8.500 5.00 88.5 52.524 1
8.500 5.00 98.3 62.320 1
8.500 5.00 108.2 72.116 1
8.500 5.00 118.0 81.912 1
9.000 -10.00 0.0 -57.527 0
9.000 -10.00 9.8 -47.843 0
9.000 -10.00 19.7 -38.159 0
9.000 -10.00 29.5 -28.476 0
9.000 -10.00 39.3 -18.792 0
9.000 -10.00 49.2 -9.108 0
9.000 -10.00 59.0 0.576 0
9.000 -10.00 68.8 10.260 0
9.000 -10.00 78.7 19.944 1
9.000 -10.00 88.5 29.628 1
9.000 -10.00 98.3 39.312 1
9.000 -10.00 108.2 48.996 1
9.000 -10.00 118.0 58.680 1
9.000 -9.00 0.0 -55.554 0
9.000 -9.00 9.8 -45.842 0
9.000 -9.00 19.7 -36.130 0
9.000 -9.00 29.5 -26.417 0
9.000 -9.00 39.3 -16.705 0
9.000 -9.00 49.2 -6.993 0
9.000 -9.00 59.0 2.719 0
9.000 -9.00 68.8 12.432 1
9.000 -9.00 78.7 22.144 1
9.000 -9.00 88.5 31.856 1
9.000 -9.00 98.3 41.568 1
9.000 -9.00 108.2 51.281 1
9.000 -9.00 118.0 60.993 1
9.000 -8.00 0.0 -53.581 0
9.000 -8.00 9.8 -43.843 0
9.000 -8.00 19.7 -34.106 0
9.000 -8.00 29.5 -24.368 0
9.000 -8.00 39.3 -14.630 0
9.000 -8.00 49.2 -4.893 0
9.000 -8.00 59.0 4.845 0
9.000 -8.00 68.8 14.582 1
9.000 -8.00 78.7 24.320 1
9.000 -8.00 88.5 34.058 1
9.000 -8.00 98.3 43.795 1
9.000 -8.00 108.2 53.533 1
9.000 -8.00 118.0 63.271 1
9.000 -7.00 0.0 -51.608 0
9.000 -7.00 9.8 -41.848 0
9.000 -7.00 19.7 -32.088 0
9.000 -7.00 29.5 -22.328 0
9.000 -7.00 39.3 -12.568 0
9.000 -7.00 49.2 -2.808 0
9.000 -7.00 59.0 6.952 0
9.000 -7.00 68.8 16.712 1
9.000 -7.00 78.7 26.472 1
9.000 -7.00 88.5 36.232 1
9.000 -7.00 98.3 45.992 1
9.000 -7.00 108.2 55.753 1
9.000 -7.00 118.0 65.513 1
9.000 -6.00 0.0 -49.635 0
9.000 -6.00 9.8 -39.855 0
9.000 -6.00 19.7 -30.076 0
9.000 -6.00 29.5 -20.296 0
9.000 -6.00 39.3 -10.517 0
9.000 -6.00 49.2 -0.737 0
9.000 -6.00 59.0 9.042 0
9.000 -6.00 68.8 18.822 1
9.000 -6.00 78.7 28.601 1
9.000 -6.00 88.5 38.380 1
9.000 -6.00 98.3 48.160 1
9.000 -6.00 108.2 57.939 1
9.000 -6.00 118.0 67.719 1
9.000 -5.00 0.0 -47.662 0
9.000 -5.00 9.8 -37.866 0
9.000 -5.00 19.7 -28.070 0
9.000 -5.00 29.5 -18.274 0
9.000 -5.00 39.3 -8.478 0
9.000 -5.00 49.2 1.318 0
9.000 -5.00 59.0 11.114 1
9.000 -5.00 68.8 20.910 1
9.000 -5.00 78.7 30.706 1
9.000 -5.00 88.5 40.502 1
9.000 -5.00 98.3 50.298 1
9.000 -5.00 108.2 60.094 1
9.000 -5.00 118.0 69.889 1
9.000 -4.00 0.0 -45.688 0
9.000 -4.00 9.8 -35.879 0
9.000 -4.00 19.7 -26.070 0
9.000 -4.00 29.5 -16.260 0
9.000 -4.00 39.3 -6.451 0
9.000 -4.00 49.2 3.359 0
9.000 -4.00 59.0 13.168 1
9.000 -4.00 68.8 22.977 1
9.000 -4.00 78.7 32.787 1
9.000 -4.00 88.5 42.596 1
9.000 -4.00 98.3 52.405 1
9.000 -4.00 108.2 62.215 1
9.000 -4.00 118.0 72.024 1
9.000 -3.00 0.0 -43.715 0
9.000 -3.00 9.8 -33.895 0
9.000 -3.00 19.7 -24.076 0
9.000 -3.00 29.5 -14.256 0
9.000 -3.00 39.3 -4.436 0
9.000 -3.00 49.2 5.384 0
9.000 -3.00 59.0 15.204 1
9.000 -3.00 68.8 25.024 1
9.000 -3.00 78.7 34.844 1
9.000 -3.00 88.5 44.663 1
9.000 -3.00 98.3 54.483 1
9.000 -3.00 108.2 64.303 1
9.000 -3.00 118.0 74.123 1
9.000 -2.00 0.0 -41.742 0
9.000 -2.00 9.8 -31.915 0
9.000 -2.00 19.7 -22.087 0
9.000 -2.00 29.5 -12.260 0
9.000 -2.00 39.3 -2.433 0
9.000 -2.00 49.2 7.395 0
9.000 -2.00 59.0 17.222 1
9.000 -2.00 68.8 27.049 1
9.000 -2.00 78.7 36.877 1
9.000 -2.00 88.5 46.704 1
9.000 -2.00 98.3 56.531 1
9.000 -2.00 108.2 66.359 1
9.000 -2.00 118.0 76.186 1
9.000 -1.00 0.0 -39.769 0
9.000 -1.00 9.8 -29.937 0
9.000 -1.00 19.7 -20.105 0
9.000 -1.00 29.5 -10.273 0
9.000 -1.00 39.3 -0.442 0
9.000 -1.00 49.2 9.390 0
9.000 -1.00 59.0 19.222 1
9.000 -1.00 68.8 29.054 1
9.000 -1.00 78.7 38.886 1
9.000 -1.00 88.5 48.718 1
9.000 -1.00 98.3 58.549 1
9.000 -1.00 108.2 68.381 1
9.000 -1.00 118.0 78.213 1
9.000 0.00 0.0 -37.796 0
9.000 0.00 9.8 -27.962 0
9.000 0.00 19.7 -18.129 0
9.000 0.00 29.5 -8.296 0
9.000 0.00 39.3 1.538 0
9.000 0.00 49.2 11.371 1
9.000 0.00 59.0 21.204 1
9.000 0.00 68.8 31.038 1
9.000 0.00 78.7 40.871 1
9.000 0.00 88.5 50.704 1
9.000 0.00 98.3 60.538 1
9.000 0.00 108.2 70.371 1
9.000 0.00 118.0 80.204 1
9.000 1.00 0.0 -36.612 0
9.000 1.00 9.8 -26.780 0
9.000 1.00 19.7 -16.948 0
9.000 1.00 29.5 -7.116 0
9.000 1.00 39.3 2.716 0
9.000 1.00 49.2 12.547 1
9.000 1.00 59.0 22.379 1
9.000 1.00 68.8 32.211 1
9.000 1.00 78.7 42.043 1
9.000 1.00 88.5 51.875 1
9.000 1.00 98.3 61.707 1
9.000 1.00 108.2 71.538 1
9.000 1.00 118.0 81.370 1
9.000 2.00 0.0 -35.428 0
9.000 2.00 9.8 -25.601 0
9.000 2.00 19.7 -15.773 0
9.000 2.00 29.5 -5.946 0
9.000 2.00 39.3 3.881 0
9.000 2.00 49.2 13.709 1
9.000 2.00 59.0 23.536 1
9.000 2.00 68.8 33.363 1
9.000 2.00 78.7 43.191 1
9.000 2.00 88.5 53.018 1
9.000 2.00 98.3 62.845 1
9.000 2.00 108.2 72.673 1
9.000 2.00 118.0 82.500 1
9.000 3.00 0.0 -34.244 0
9.000 3.00 9.8 -24.424 0
9.000 3.00 19.7 -14.604 0
9.000 3.00 29.5 -4.784 0
9.000 3.00 39.3 5.035 0
9.000 3.00 49.2 14.855 1
9.000 3.00 59.0 24.675 1
9.000 3.00 68.8 34.495 1
9.000 3.00 78.7 44.315 1
9.000 3.00 88.5 54.135 1
9.000 3.00 98.3 63.955 1
9.000 3.00 108.2 73.774 1
9.000 3.00 118.0 83.594 1
9.000 4.00 0.0 -33.060 0
9.000 4.00 9.8 -23.251 0
9.000 4.00 19.7 -13.441 0
9.000 4.00 29.5 -3.632 0
9.000 4.00 39.3 6.177 0
9.000 4.00 49.2 15.987 1
9.000 4.00 59.0 25.796 1
9.000 4.00 68.8 35.606 1
9.000 4.00 78.7 45.415 1
9.000 4.00 88.5 55.224 1
9.000 4.00 98.3 65.034 1
9.000 4.00 108.2 74.843 1
9.000 4.00 118.0 84.652 1
9.000 5.00 0.0 -31.876 0
9.000 5.00 9.8 -22.080 0
9.000 5.00 19.7 -12.284 0
9.000 5.00 29.5 -2.489 0
9.000 5.00 39.3 7.307 0
9.000 5.00 49.2 17.103 0
9.000 5.00 59.0 26.899 1
9.000 5.00 68.8 36.695 1
9.000 5.00 78.7 46.491 1
9.000 5.00 88.5 56.287 1
9.000 5.00 98.3 66.083 1
9.000 5.00 108.2 75.879 1
9.000 5.00 118.0 85.675 1
9.500 -10.00 0.0 -56.479 0
9.500 -10.00 9.8 -46.795 0
9.500 -10.00 19.7 -37.111 0
9.500 -10.00 29.5 -27.427 0
9.500 -10.00 39.3 -17.743 0
9.500 -10.00 49.2 -8.059 0
9.500 -10.00 59.0 1.625 0
9.500 -10.00 68.8 11.309 0
9.500 -10.00 78.7 20.993 1
9.500 -10.00 88.5 30.677 1
9.500 -10.00 98.3 40.360 1
9.500 -10.00 108.2 50.044 1
9.500 -10.00 118.0 59.728 1
9.500 -9.00 0.0 -54.280 0
9.500 -9.00 9.8 -44.568 0
9.500 -9.00 19.7 -34.856 0
9.500 -9.00 29.5 -25.144 0
9.500 -9.00 39.3 -15.431 0
9.500 -9.00 49.2 -5.719 0
9.500 -9.00 59.0 3.993 0
9.500 -9.00 68.8 13.705 1
9.500 -9.00 78.7 23.418 1
9.500 -9.00 88.5 33.130 1
9.500 -9.00 98.3 42.842 1
9.500 -9.00 108.2 52.554 1
9.500 -9.00 118.0 62.267 1
9.500 -8.00 0.0 -52.082 0
9.500 -8.00 9.8 -42.344 0
9.500 -8.00 19.7 -32.607 0
9.500 -8.00 29.5 -22.869 0
9.500 -8.00 39.3 -13.131 0
9.500 -8.00 49.2 -3.394 0
9.500 -8.00 59.0 6.344 0
9.500 -8.00 68.8 16.081 1
9.500 -8.00 78.7 25.819 1
9.500 -8.00 88.5 35.557 1
9.500 -8.00 98.3 45.294 1
9.500 -8.00 108.2 55.032 1
9.500 -8.00 118.0 64.770 1
9.500 -7.00 0.0 -49.883 0
9.500 -7.00 9.8 -40.123 0
9.500 -7.00 19.7 -30.363 0
9.500 -7.00 29.5 -20.603 0
9.500 -7.00 39.3 -10.843 0
9.500 -7.00 49.2 -1.083 0
9.500 -7.00 59.0 8.677 0
9.500 -7.00 68.8 18.437 1
9.500 -7.00 78.7 28.197 1
9.500 -7.00 88.5 37.957 1
9.500 -7.00 98.3 47.717 1
9.500 -7.00 108.2 57.477 1
9.500 -7.00 118.0 67.237 1
9.500 -6.00 0.0 -47.685 0
9.500 -6.00 9.8 -37.906 0
9.500 -6.00 19.7 -28.126 0
9.500 -6.00 29.5 -18.347 0
9.500 -6.00 39.3 -8.567 0
9.500 -6.00 49.2 1.212 0
9.500 -6.00 59.0 10.992 0
9.500 -6.00 68.8 20.771 1
9.500 -6.00 78.7 30.551 1
9.500 -6.00 88.5 40.330 1
9.500 -6.00 98.3 50.110 1
9.500 -6.00 108.2 59.889 1
9.500 -6.00 118.0 69.669 1
9.500 -5.00 0.0 -45.486 0
9.500 -5.00 9.8 -35.691 0
9.500 -5.00 19.7 -25.895 0
9.500 -5.00 29.5 -16.099 0
9.500 -5.00 39.3 -6.303 0
9.500 -5.00 49.2 3.493 0
9.500 -5.00 59.0 13.289 1
9.500 -5.00 68.8 23.085 1
9.500 -5.00 78.7 32.881 1
9.500 -5.00 88.5 42.677 1
9.500 -5.00 98.3 52.473 1
9.500 -5.00 108.2 62.269 1
9.500 -5.00 118.0 72.064 1
9.500 -4.00 0.0 -43.288 0
9.500 -4.00 9.8 -33.479 0
9.500 -4.00 19.7 -23.669 0
9.500 -4.00 29.5 -13.860 0
9.500 -4.00 39.3 -4.050 0
9.500 -4.00 49.2 5.759 0
9.500 -4.00 59.0 15.568 1
9.500 -4.00 68.8 25.378 1
9.500 -4.00 78.7 35.187 1
9.500 -4.00 88.5 44.996 1
9.500 -4.00 98.3 54.806 1
9.500 -4.00 108.2 64.615 1
9.500 -4.00 118.0 74.425 1
9.500 -3.00 0.0 -41.090 0
9.500 -3.00 9.8 -31.270 0
9.500 -3.00 19.7 -21.450 0
9.500 -3.00 29.5 -11.630 0
9.500 -3.00 39.3 -1.810 0
9.500 -3.00 49.2 8.010 0
9.500 -3.00 59.0 17.830 1
9.500 -3.00 68.8 27.649 1
9.500 -3.00 78.7 37.469 1
9.500 -3.00 88.5 47.289 1
9.500 -3.00 98.3 57.109 1
9.500 -3.00 108.2 66.929 1
9.500 -3.00 118.0 76.749 1
9.500 -2.00 0.0 -38.891 0
9.500 -2.00 9.8 -29.064 0
9.500 -2.00 19.7 -19.236 0
9.500 -2.00 29.5 -9.409 0
9.500 -2.00 39.3 0.418 0
9.500 -2.00 49.2 10.246 1
9.500 -2.00 59.0 20.073 1
