V alpha_deg Tr h feas
6.000 -3.00 98.3 41.710 1
6.000 -3.00 108.2 51.529 1
6.000 -3.00 118.0 61.349 1
6.000 -2.00 0.0 -55.612 0
6.000 -2.00 9.8 -45.785 0
6.000 -2.00 19.7 -35.957 0
6.000 -2.00 29.5 -26.130 0
6.000 -2.00 39.3 -16.303 0
6.000 -2.00 49.2 -6.475 0
6.000 -2.00 59.0 3.352 0
6.000 -2.00 68.8 13.179 1
6.000 -2.00 78.7 23.007 1
6.000 -2.00 88.5 32.834 1
6.000 -2.00 98.3 42.661 1
6.000 -2.00 108.2 52.489 1
6.000 -2.00 118.0 62.316 1
6.000 -1.00 0.0 -54.735 0
6.000 -1.00 9.8 -44.903 0
6.000 -1.00 19.7 -35.071 0
6.000 -1.00 29.5 -25.240 0
6.000 -1.00 39.3 -15.408 0
6.000 -1.00 49.2 -5.576 0
6.000 -1.00 59.0 4.256 0
6.000 -1.00 68.8 14.088 1
6.000 -1.00 78.7 23.920 1
6.000 -1.00 88.5 33.751 1
6.000 -1.00 98.3 43.583 1
6.000 -1.00 108.2 53.415 1
6.000 -1.00 118.0 63.247 1
6.000 0.00 0.0 -53.858 0
6.000 0.00 9.8 -44.025 0
6.000 0.00 19.7 -34.191 0
6.000 0.00 29.5 -24.358 0
6.000 0.00 39.3 -14.525 0
6.000 0.00 49.2 -4.691 0
6.000 0.00 59.0 5.142 0
6.000 0.00 68.8 14.975 1
6.000 0.00 78.7 24.809 1
6.000 0.00 88.5 34.642 1
6.000 0.00 98.3 44.475 1
6.000 0.00 108.2 54.309 1
6.000 0.00 118.0 64.142 1
6.000 1.00 0.0 -53.332 0
6.000 1.00 9.8 -43.500 0
6.000 1.00 19.7 -33.668 0
6.000 1.00 29.5 -23.836 0
6.000 1.00 39.3 -14.005 0
6.000 1.00 49.2 -4.173 0
6.000 1.00 59.0 5.659 0
6.000 1.00 68.8 15.491 1
6.000 1.00 78.7 25.323 1
6.000 1.00 88.5 35.155 1
6.000 1.00 98.3 44.986 1
6.000 1.00 108.2 54.818 1
6.000 1.00 118.0 64.650 1
6.000 2.00 0.0 -52.806 0
6.000 2.00 9.8 -42.978 0
6.000 2.00 19.7 -33.151 0
6.000 2.00 29.5 -23.324 0
6.000 2.00 39.3 -13.496 0
6.000 2.00 49.2 -3.669 0
6.000 2.00 59.0 6.158 0
6.000 2.00 68.8 15.986 1
6.000 2.00 78.7 25.813 1
6.000 2.00 88.5 35.640 1
6.000 2.00 98.3 45.468 1
6.000 2.00 108.2 55.295 1
6.000 2.00 118.0 65.122 1
6.000 3.00 0.0 -52.280 0
6.000 3.00 9.8 -42.460 0
6.000 3.00 19.7 -32.640 0
6.000 3.00 29.5 -22.820 0
6.000 3.00 39.3 -13.000 0
6.000 3.00 49.2 -3.180 0
6.000 3.00 59.0 6.640 0
6.000 3.00 68.8 16.459 1
6.000 3.00 78.7 26.279 1
6.000 3.00 88.5 36.099 1
6.000 3.00 98.3 45.919 1
6.000 3.00 108.2 55.739 1
6.000 3.00 118.0 65.559 1
6.000 4.00 0.0 -51.753 0
6.000 4.00 9.8 -41.944 0
6.000 4.00 19.7 -32.135 0
6.000 4.00 29.5 -22.325 0
6.000 4.00 39.3 -12.516 0
6.000 4.00 49.2 -2.706 0
6.000 4.00 59.0 7.103 0
6.000 4.00 68.8 16.912 1
6.000 4.00 78.7 26.722 1
6.000 4.00 88.5 36.531 1
6.000 4.00 98.3 46.340 1
6.000 4.00 108.2 56.150 1
6.000 4.00 118.0 65.959 1
6.000 5.00 0.0 -51.227 0
6.000 5.00 9.8 -41.431 0
6.000 5.00 19.7 -31.635 0
6.000 5.00 29.5 -21.839 0
6.000 5.00 39.3 -12.044 0
6.000 5.00 49.2 -2.248 0
6.000 5.00 59.0 7.548 0
6.000 5.00 68.8 17.344 1
6.000 5.00 78.7 27.140 1
6.000 5.00 88.5 36.936 1
6.000 5.00 98.3 46.732 1
6.000 5.00 108.2 56.528 1
6.000 5.00 118.0 66.324 1
6.500 -10.00 0.0 -61.919 0
6.500 -10.00 9.8 -52.235 0
6.500 -10.00 19.7 -42.551 0
6.500 -10.00 29.5 -32.868 0
6.500 -10.00 39.3 -23.184 0
6.500 -10.00 49.2 -13.500 0
6.500 -10.00 59.0 -3.816 0
6.500 -10.00 68.8 5.868 0
6.500 -10.00 78.7 15.552 1
6.500 -10.00 88.5 25.236 1
6.500 -10.00 98.3 34.920 1
6.500 -10.00 108.2 44.604 1
6.500 -10.00 118.0 54.288 1
6.500 -9.00 0.0 -60.890 0
6.500 -9.00 9.8 -51.178 0
6.500 -9.00 19.7 -41.466 0
6.500 -9.00 29.5 -31.753 0
6.500 -9.00 39.3 -22.041 0
6.500 -9.00 49.2 -12.329 0
6.500 -9.00 59.0 -2.617 0
6.500 -9.00 68.8 7.096 0
6.500 -9.00 78.7 16.808 1
6.500 -9.00 88.5 26.520 1
6.500 -9.00 98.3 36.233 1
6.500 -9.00 108.2 45.945 1
6.500 -9.00 118.0 55.657 1
6.500 -8.00 0.0 -59.861 0
6.500 -8.00 9.8 -50.123 0
6.500 -8.00 19.7 -40.386 0
6.500 -8.00 29.5 -30.648 0
6.500 -8.00 39.3 -20.910 0
6.500 -8.00 49.2 -11.173 0
6.500 -8.00 59.0 -1.435 0
6.500 -8.00 68.8 8.303 0
6.500 -8.00 78.7 18.040 1
6.500 -8.00 88.5 27.778 1
6.500 -8.00 98.3 37.515 1
6.500 -8.00 108.2 47.253 1
6.500 -8.00 118.0 56.991 1
6.500 -7.00 0.0 -58.832 0
6.500 -7.00 9.8 -49.072 0
6.500 -7.00 19.7 -39.312 0
6.500 -7.00 29.5 -29.552 0
6.500 -7.00 39.3 -19.792 0
6.500 -7.00 49.2 -10.032 0
6.500 -7.00 59.0 -0.271 0
6.500 -7.00 68.8 9.489 0
6.500 -7.00 78.7 19.249 1
6.500 -7.00 88.5 29.009 1
6.500 -7.00 98.3 38.769 1
6.500 -7.00 108.2 48.529 1
6.500 -7.00 118.0 58.289 1
6.500 -6.00 0.0 -57.802 0
6.500 -6.00 9.8 -48.023 0
6.500 -6.00 19.7 -38.244 0
6.500 -6.00 29.5 -28.464 0
6.500 -6.00 39.3 -18.685 0
6.500 -6.00 49.2 -8.905 0
6.500 -6.00 59.0 0.874 0
6.500 -6.00 68.8 10.654 1
6.500 -6.00 78.7 20.433 1
6.500 -6.00 88.5 30.213 1
6.500 -6.00 98.3 39.992 1
6.500 -6.00 108.2 49.772 1
6.500 -6.00 118.0 59.551 1
6.500 -5.00 0.0 -56.773 0
6.500 -5.00 9.8 -46.977 0
6.500 -5.00 19.7 -37.181 0
6.500 -5.00 29.5 -27.386 0
6.500 -5.00 39.3 -17.590 0
6.500 -5.00 49.2 -7.794 0
6.500 -5.00 59.0 2.002 0
6.500 -5.00 68.8 11.798 1
6.500 -5.00 78.7 21.594 1
6.500 -5.00 88.5 31.390 1
6.500 -5.00 98.3 41.186 1
6.500 -5.00 108.2 50.982 1
6.500 -5.00 118.0 60.778 1
6.500 -4.00 0.0 -55.744 0
6.500 -4.00 9.8 -45.935 0
6.500 -4.00 19.7 -36.125 0
6.500 -4.00 29.5 -26.316 0
6.500 -4.00 39.3 -16.507 0
6.500 -4.00 49.2 -6.697 0
6.500 -4.00 59.0 3.112 0
6.500 -4.00 68.8 12.922 1
6.500 -4.00 78.7 22.731 1
6.500 -4.00 88.5 32.540 1
6.500 -4.00 98.3 42.350 1
6.500 -4.00 108.2 52.159 1
6.500 -4.00 118.0 61.968 1
6.500 -3.00 0.0 -54.715 0
6.500 -3.00 9.8 -44.895 0
6.500 -3.00 19.7 -35.075 0
6.500 -3.00 29.5 -25.255 0
6.500 -3.00 39.3 -15.435 0
6.500 -3.00 49.2 -5.616 0
6.500 -3.00 59.0 4.204 0
6.500 -3.00 68.8 14.024 1
6.500 -3.00 78.7 23.844 1
6.500 -3.00 88.5 33.664 1
6.500 -3.00 98.3 43.484 1
6.500 -3.00 108.2 53.304 1
6.500 -3.00 118.0 63.123 1
6.500 -2.00 0.0 -53.686 0
6.500 -2.00 9.8 -43.858 0
6.500 -2.00 19.7 -34.031 0
6.500 -2.00 29.5 -24.204 0
6.500 -2.00 39.3 -14.376 0
6.500 -2.00 49.2 -4.549 0
6.500 -2.00 59.0 5.278 0
6.500 -2.00 68.8 15.106 1
6.500 -2.00 78.7 24.933 1
6.500 -2.00 88.5 34.760 1
6.500 -2.00 98.3 44.588 1
6.500 -2.00 108.2 54.415 1
6.500 -2.00 118.0 64.242 1
6.500 -1.00 0.0 -52.656 0
6.500 -1.00 9.8 -42.825 0
6.500 -1.00 19.7 -32.993 0
6.500 -1.00 29.5 -23.161 0
6.500 -1.00 39.3 -13.329 0
6.500 -1.00 49.2 -3.497 0
6.500 -1.00 59.0 6.335 0
6.500 -1.00 68.8 16.166 1
6.500 -1.00 78.7 25.998 1
6.500 -1.00 88.5 35.830 1
6.500 -1.00 98.3 45.662 1
6.500 -1.00 108.2 55.494 1
6.500 -1.00 118.0 65.326 1
6.500 0.00 0.0 -51.627 0
6.500 0.00 9.8 -41.794 0
6.500 0.00 19.7 -31.961 0
6.500 0.00 29.5 -22.127 0
6.500 0.00 39.3 -12.294 0
6.500 0.00 49.2 -2.461 0
6.500 0.00 59.0 7.373 0
6.500 0.00 68.8 17.206 1
6.500 0.00 78.7 27.039 1
6.500 0.00 88.5 36.873 1
6.500 0.00 98.3 46.706 1
6.500 0.00 108.2 56.539 1
6.500 0.00 118.0 66.373 1
6.500 1.00 0.0 -51.010 0
6.500 1.00 9.8 -41.178 0
6.500 1.00 19.7 -31.346 0
6.500 1.00 29.5 -21.514 0
6.500 1.00 39.3 -11.682 0
6.500 1.00 49.2 -1.851 0
6.500 1.00 59.0 7.981 0
6.500 1.00 68.8 17.813 1
6.500 1.00 78.7 27.645 1
6.500 1.00 88.5 37.477 1
6.500 1.00 98.3 47.309 1
6.500 1.00 108.2 57.140 1
6.500 1.00 118.0 66.972 1
6.500 2.00 0.0 -50.392 0
6.500 2.00 9.8 -40.565 0
6.500 2.00 19.7 -30.737 0
6.500 2.00 29.5 -20.910 0
6.500 2.00 39.3 -11.083 0
6.500 2.00 49.2 -1.255 0
6.500 2.00 59.0 8.572 0
6.500 2.00 68.8 18.399 1
6.500 2.00 78.7 28.227 1
6.500 2.00 88.5 38.054 1
6.500 2.00 98.3 47.881 1
6.500 2.00 108.2 57.709 1
6.500 2.00 118.0 67.536 1
6.500 3.00 0.0 -49.775 0
6.500 3.00 9.8 -39.955 0
6.500 3.00 19.7 -30.135 0
6.500 3.00 29.5 -20.315 0
6.500 3.00 39.3 -10.495 0
6.500 3.00 49.2 -0.675 0
6.500 3.00 59.0 9.145 1
6.500 3.00 68.8 18.964 1
6.500 3.00 78.7 28.784 1
6.500 3.00 88.5 38.604 1
6.500 3.00 98.3 48.424 1
6.500 3.00 108.2 58.244 1
6.500 3.00 118.0 68.064 1
6.500 4.00 0.0 -49.157 0
6.500 4.00 9.8 -39.348 0
6.500 4.00 19.7 -29.538 0
6.500 4.00 29.5 -19.729 0
6.500 4.00 39.3 -9.920 0
6.500 4.00 49.2 -0.110 0
6.500 4.00 59.0 9.699 0
6.500 4.00 68.8 19.509 1
6.500 4.00 78.7 29.318 1
6.500 4.00 88.5 39.127 1
6.500 4.00 98.3 48.937 1
6.500 4.00 108.2 58.746 1
6.500 4.00 118.0 68.555 1
6.500 5.00 0.0 -48.540 0
6.500 5.00 9.8 -38.744 0
6.500 5.00 19.7 -28.948 0
6.500 5.00 29.5 -19.152 0
6.500 5.00 39.3 -9.356 0
6.500 5.00 49.2 0.440 0
6.500 5.00 59.0 10.236 0
6.500 5.00 68.8 20.032 1
6.500 5.00 78.7 29.828 1
6.500 5.00 88.5 39.624 1
6.500 5.00 98.3 49.420 1
6.500 5.00 108.2 59.215 1
6.500 5.00 118.0 69.011 1
7.000 -10.00 0.0 -61.154 0
7.000 -10.00 9.8 -51.470 0
7.000 -10.00 19.7 -41.786 0
7.000 -10.00 29.5 -32.102 0
7.000 -10.00 39.3 -22.419 0
7.000 -10.00 49.2 -12.735 0
7.000 -10.00 59.0 -3.051 0
7.000 -10.00 68.8 6.633 0
7.000 -10.00 78.7 16.317 1
7.000 -10.00 88.5 26.001 1
7.000 -10.00 98.3 35.685 1
7.000 -10.00 108.2 45.369 1
7.000 -10.00 118.0 55.053 1
7.000 -9.00 0.0 -59.961 0
7.000 -9.00 9.8 -50.248 0
7.000 -9.00 19.7 -40.536 0
7.000 -9.00 29.5 -30.824 0
7.000 -9.00 39.3 -21.112 0
7.000 -9.00 49.2 -11.399 0
7.000 -9.00 59.0 -1.687 0
7.000 -9.00 68.8 8.025 0
7.000 -9.00 78.7 17.738 1
7.000 -9.00 88.5 27.450 1
7.000 -9.00 98.3 37.162 1
7.000 -9.00 108.2 46.874 1
7.000 -9.00 118.0 56.587 1
7.000 -8.00 0.0 -58.767 0
7.000 -8.00 9.8 -49.029 0
7.000 -8.00 19.7 -39.292 0
7.000 -8.00 29.5 -29.554 0
7.000 -8.00 39.3 -19.816 0
7.000 -8.00 49.2 -10.079 0
7.000 -8.00 59.0 -0.341 0
7.000 -8.00 68.8 9.396 0
7.000 -8.00 78.7 19.134 1
7.000 -8.00 88.5 28.872 1
7.000 -8.00 98.3 38.609 1
7.000 -8.00 108.2 48.347 1
7.000 -8.00 118.0 58.085 1
7.000 -7.00 0.0 -57.573 0
7.000 -7.00 9.8 -47.813 0
7.000 -7.00 19.7 -38.053 0
7.000 -7.00 29.5 -28.293 0
7.000 -7.00 39.3 -18.533 0
7.000 -7.00 49.2 -8.773 0
7.000 -7.00 59.0 0.987 0
7.000 -7.00 68.8 10.747 1
7.000 -7.00 78.7 20.507 1
7.000 -7.00 88.5 30.267 1
7.000 -7.00 98.3 40.027 1
7.000 -7.00 108.2 49.787 1
7.000 -7.00 118.0 59.547 1
7.000 -6.00 0.0 -56.380 0
7.000 -6.00 9.8 -46.600 0
7.000 -6.00 19.7 -36.821 0
7.000 -6.00 29.5 -27.041 0
7.000 -6.00 39.3 -17.262 0
7.000 -6.00 49.2 -7.482 0
7.000 -6.00 59.0 2.297 0
7.000 -6.00 68.8 12.077 1
7.000 -6.00 78.7 21.856 1
7.000 -6.00 88.5 31.635 1
7.000 -6.00 98.3 41.415 1
7.000 -6.00 108.2 51.194 1
7.000 -6.00 118.0 60.974 1
7.000 -5.00 0.0 -55.186 0
7.000 -5.00 9.8 -45.390 0
7.000 -5.00 19.7 -35.594 0
7.000 -5.00 29.5 -25.798 0
7.000 -5.00 39.3 -16.002 0
7.000 -5.00 49.2 -6.207 0
7.000 -5.00 59.0 3.589 0
7.000 -5.00 68.8 13.385 1
7.000 -5.00 78.7 23.181 1
7.000 -5.00 88.5 32.977 1
7.000 -5.00 98.3 42.773 1
7.000 -5.00 108.2 52.569 1
7.000 -5.00 118.0 62.365 1
7.000 -4.00 0.0 -53.992 0
7.000 -4.00 9.8 -44.183 0
7.000 -4.00 19.7 -34.374 0
7.000 -4.00 29.5 -24.564 0
7.000 -4.00 39.3 -14.755 0
7.000 -4.00 49.2 -4.946 0
7.000 -4.00 59.0 4.864 0
7.000 -4.00 68.8 14.673 1
7.000 -4.00 78.7 24.483 1
7.000 -4.00 88.5 34.292 1
7.000 -4.00 98.3 44.101 1
7.000 -4.00 108.2 53.911 1
7.000 -4.00 118.0 63.720 1
7.000 -3.00 0.0 -52.799 0
7.000 -3.00 9.8 -42.979 0
7.000 -3.00 19.7 -33.159 0
7.000 -3.00 29.5 -23.339 0
7.000 -3.00 39.3 -13.519 0
7.000 -3.00 49.2 -3.700 0
7.000 -3.00 59.0 6.120 0
7.000 -3.00 68.8 15.940 1
7.000 -3.00 78.7 25.760 1
7.000 -3.00 88.5 35.580 1
7.000 -3.00 98.3 45.400 1
7.000 -3.00 108.2 55.220 1
7.000 -3.00 118.0 65.039 1
7.000 -2.00 0.0 -51.605 0
7.000 -2.00 9.8 -41.778 0
7.000 -2.00 19.7 -31.950 0
7.000 -2.00 29.5 -22.123 0
7.000 -2.00 39.3 -12.296 0
7.000 -2.00 49.2 -2.468 0
7.000 -2.00 59.0 7.359 0
7.000 -2.00 68.8 17.186 1
7.000 -2.00 78.7 27.014 1
7.000 -2.00 88.5 36.841 1
7.000 -2.00 98.3 46.668 1
7.000 -2.00 108.2 56.496 1
7.000 -2.00 118.0 66.323 1
7.000 -1.00 0.0 -50.412 0
7.000 -1.00 9.8 -40.580 0
7.000 -1.00 19.7 -30.748 0
7.000 -1.00 29.5 -20.916 0
7.000 -1.00 39.3 -11.084 0
7.000 -1.00 49.2 -1.252 0
7.000 -1.00 59.0 8.580 0
7.000 -1.00 68.8 18.411 1
7.000 -1.00 78.7 28.243 1
7.000 -1.00 88.5 38.075 1
7.000 -1.00 98.3 47.907 1
7.000 -1.00 108.2 57.739 1
7.000 -1.00 118.0 67.571 1
7.000 0.00 0.0 -49.218 0
7.000 0.00 9.8 -39.385 0
7.000 0.00 19.7 -29.551 0
7.000 0.00 29.5 -19.718 0
7.000 0.00 39.3 -9.885 0
7.000 0.00 49.2 -0.051 0
7.000 0.00 59.0 9.782 1
7.000 0.00 68.8 19.615 1
7.000 0.00 78.7 29.449 1
7.000 0.00 88.5 39.282 1
7.000 0.00 98.3 49.115 1
7.000 0.00 108.2 58.949 1
7.000 0.00 118.0 68.782 1
7.000 1.00 0.0 -48.502 0
7.000 1.00 9.8 -38.670 0
7.000 1.00 19.7 -28.838 0
7.000 1.00 29.5 -19.006 0
7.000 1.00 39.3 -9.174 0
7.000 1.00 49.2 0.657 0
7.000 1.00 59.0 10.489 1
7.000 1.00 68.8 20.321 1
7.000 1.00 78.7 30.153 1
7.000 1.00 88.5 39.985 1
7.000 1.00 98.3 49.817 1
7.000 1.00 108.2 59.649 1
7.000 1.00 118.0 69.480 1
7.000 2.00 0.0 -47.785 0
7.000 2.00 9.8 -37.958 0
7.000 2.00 19.7 -28.131 0
7.000 2.00 29.5 -18.303 0
7.000 2.00 39.3 -8.476 0
7.000 2.00 49.2 1.351 0
7.000 2.00 59.0 11.179 1
7.000 2.00 68.8 21.006 1
7.000 2.00 78.7 30.833 1
7.000 2.00 88.5 40.661 1
7.000 2.00 98.3 50.488 1
7.000 2.00 108.2 60.315 1
7.000 2.00 118.0 70.143 1
7.000 3.00 0.0 -47.069 0
7.000 3.00 9.8 -37.249 0
7.000 3.00 19.7 -27.430 0
7.000 3.00 29.5 -17.610 0
7.000 3.00 39.3 -7.790 0
7.000 3.00 49.2 2.030 0
7.000 3.00 59.0 11.850 1
7.000 3.00 68.8 21.670 1
7.000 3.00 78.7 31.490 1
7.000 3.00 88.5 41.309 1
7.000 3.00 98.3 51.129 1
7.000 3.00 108.2 60.949 1
7.000 3.00 118.0 70.769 1
7.000 4.00 0.0 -46.353 0
7.000 4.00 9.8 -36.544 0
7.000 4.00 19.7 -26.734 0
7.000 4.00 29.5 -16.925 0
7.000 4.00 39.3 -7.116 0
7.000 4.00 49.2 2.694 0
7.000 4.00 59.0 12.503 0
7.000 4.00 68.8 22.313 1
7.000 4.00 78.7 32.122 1
7.000 4.00 88.5 41.931 1
7.000 4.00 98.3 51.741 1
7.000 4.00 108.2 61.550 1
7.000 4.00 118.0 71.359 1
7.000 5.00 0.0 -45.637 0
7.000 5.00 9.8 -35.841 0
7.000 5.00 19.7 -26.045 0
7.000 5.00 29.5 -16.249 0
7.000 5.00 39.3 -6.453 0
7.000 5.00 49.2 3.343 0
7.000 5.00 59.0 13.139 0
7.000 5.00 68.8 22.934 1
7.000 5.00 78.7 32.730 1
7.000 5.00 88.5 42.526 1
7.000 5.00 98.3 52.322 1
7.000 5.00 108.2 62.118 1
7.000 5.00 118.0 71.914 1
7.500 -10.00 0.0 -60.333 0
7.500 -10.00 9.8 -50.649 0
7.500 -10.00 19.7 -40.965 0
7.500 -10.00 29.5 -31.281 0
7.500 -10.00 39.3 -21.597 0
7.500 -10.00 49.2 -11.913 0
7.500 -10.00 59.0 -2.229 0
7.500 -10.00 68.8 7.455 0
7.500 -10.00 78.7 17.139 1
7.500 -10.00 88.5 26.823 1
7.500 -10.00 98.3 36.507 1
7.500 -10.00 108.2 46.191 1
7.500 -10.00 118.0 55.875 1
7.500 -9.00 0.0 -58.962 0
7.500 -9.00 9.8 -49.250 0
7.500 -9.00 19.7 -39.538 0
7.500 -9.00 29.5 -29.826 0
7.500 -9.00 39.3 -20.113 0
7.500 -9.00 49.2 -10.401 0
7.500 -9.00 59.0 -0.689 0
7.500 -9.00 68.8 9.024 0
7.500 -9.00 78.7 18.736 1
7.500 -9.00 88.5 28.448 1
7.500 -9.00 98.3 38.160 1
7.500 -9.00 108.2 47.873 1
7.500 -9.00 118.0 57.585 1
7.500 -8.00 0.0 -57.592 0
7.500 -8.00 9.8 -47.854 0
7.500 -8.00 19.7 -38.117 0
7.500 -8.00 29.5 -28.379 0
7.500 -8.00 39.3 -18.642 0
7.500 -8.00 49.2 -8.904 0
7.500 -8.00 59.0 0.834 0
7.500 -8.00 68.8 10.571 0
7.500 -8.00 78.7 20.309 1
7.500 -8.00 88.5 30.047 1
7.500 -8.00 98.3 39.784 1
7.500 -8.00 108.2 49.522 1
7.500 -8.00 118.0 59.260 1
7.500 -7.00 0.0 -56.222 0
7.500 -7.00 9.8 -46.462 0
7.500 -7.00 19.7 -36.702 0
7.500 -7.00 29.5 -26.942 0
7.500 -7.00 39.3 -17.182 0
7.500 -7.00 49.2 -7.422 0
7.500 -7.00 59.0 2.338 0
7.500 -7.00 68.8 12.098 1
7.500 -7.00 78.7 21.858 1
7.500 -7.00 88.5 31.619 1
7.500 -7.00 98.3 41.379 1
7.500 -7.00 108.2 51.139 1
7.500 -7.00 118.0 60.899 1
7.500 -6.00 0.0 -54.852 0
7.500 -6.00 9.8 -45.072 0
7.500 -6.00 19.7 -35.293 0
7.500 -6.00 29.5 -25.513 0
7.500 -6.00 39.3 -15.734 0
7.500 -6.00 49.2 -5.954 0
7.500 -6.00 59.0 3.825 0
7.500 -6.00 68.8 13.605 1
7.500 -6.00 78.7 23.384 1
7.500 -6.00 88.5 33.164 1
7.500 -6.00 98.3 42.943 1
7.500 -6.00 108.2 52.723 1
7.500 -6.00 118.0 62.502 1
7.500 -5.00 0.0 -53.481 0
7.500 -5.00 9.8 -43.685 0
7.500 -5.00 19.7 -33.889 0
7.500 -5.00 29.5 -24.094 0
7.500 -5.00 39.3 -14.298 0
7.500 -5.00 49.2 -4.502 0
7.500 -5.00 59.0 5.294 0
7.500 -5.00 68.8 15.090 1
7.500 -5.00 78.7 24.886 1
7.500 -5.00 88.5 34.682 1
7.500 -5.00 98.3 44.478 1
7.500 -5.00 108.2 54.274 1
7.500 -5.00 118.0 64.070 1
7.500 -4.00 0.0 -52.111 0
7.500 -4.00 9.8 -42.302 0
7.500 -4.00 19.7 -32.492 0
7.500 -4.00 29.5 -22.683 0
7.500 -4.00 39.3 -12.874 0
7.500 -4.00 49.2 -3.064 0
7.500 -4.00 59.0 6.745 0
7.500 -4.00 68.8 16.555 1
7.500 -4.00 78.7 26.364 1
7.500 -4.00 88.5 36.173 1
7.500 -4.00 98.3 45.983 1
7.500 -4.00 108.2 55.792 1
7.500 -4.00 118.0 65.602 1
7.500 -3.00 0.0 -50.741 0
7.500 -3.00 9.8 -40.921 0
7.500 -3.00 19.7 -31.101 0
7.500 -3.00 29.5 -21.281 0
7.500 -3.00 39.3 -11.461 0
7.500 -3.00 49.2 -1.642 0
7.500 -3.00 59.0 8.178 0
7.500 -3.00 68.8 17.998 1
7.500 -3.00 78.7 27.818 1
7.500 -3.00 88.5 37.638 1
7.500 -3.00 98.3 47.458 1
7.500 -3.00 108.2 57.278 1
7.500 -3.00 118.0 67.097 1
7.500 -2.00 0.0 -49.371 0
7.500 -2.00 9.8 -39.543 0
7.500 -2.00 19.7 -29.716 0
7.500 -2.00 29.5 -19.889 0
7.500 -2.00 39.3 -10.061 0
7.500 -2.00 49.2 -0.234 0
7.500 -2.00 59.0 9.594 1
7.500 -2.00 68.8 19.421 1
7.500 -2.00 78.7 29.248 1
7.500 -2.00 88.5 39.076 1
7.500 -2.00 98.3 48.903 1
7.500 -2.00 108.2 58.730 1
7.500 -2.00 118.0 68.558 1
7.500 -1.00 0.0 -48.000 0
7.500 -1.00 9.8 -38.168 0
7.500 -1.00 19.7 -28.337 0
7.500 -1.00 29.5 -18.505 0
7.500 -1.00 39.3 -8.673 0
7.500 -1.00 49.2 1.159 0
7.500 -1.00 59.0 10.991 1
7.500 -1.00 68.8 20.823 1
7.500 -1.00 78.7 30.654 1
7.500 -1.00 88.5 40.486 1
7.500 -1.00 98.3 50.318 1
7.500 -1.00 108.2 60.150 1
7.500 -1.00 118.0 69.982 1
7.500 0.00 0.0 -46.630 0
7.500 0.00 9.8 -36.797 0
7.500 0.00 19.7 -26.963 0
7.500 0.00 29.5 -17.130 0
7.500 0.00 39.3 -7.297 0
7.500 0.00 49.2 2.537 0
7.500 0.00 59.0 12.370 1
7.500 0.00 68.8 22.203 1
7.500 0.00 78.7 32.037 1
7.500 0.00 88.5 41.870 1
7.500 0.00 98.3 51.703 1
7.500 0.00 108.2 61.537 1
7.500 0.00 118.0 71.370 1
7.500 1.00 0.0 -45.808 0
7.500 1.00 9.8 -35.976 0
7.500 1.00 19.7 -26.144 0
7.500 1.00 29.5 -16.312 0
7.500 1.00 39.3 -6.481 0
7.500 1.00 49.2 3.351 0
7.500 1.00 59.0 13.183 1
7.500 1.00 68.8 23.015 1
7.500 1.00 78.7 32.847 1
7.500 1.00 88.5 42.679 1
7.500 1.00 98.3 52.510 1
7.500 1.00 108.2 62.342 1
7.500 1.00 118.0 72.174 1
7.500 2.00 0.0 -44.986 0
7.500 2.00 9.8 -35.158 0
7.500 2.00 19.7 -25.331 0
7.500 2.00 29.5 -15.504 0
7.500 2.00 39.3 -5.676 0
7.500 2.00 49.2 4.151 0
7.500 2.00 59.0 13.978 1
7.500 2.00 68.8 23.806 1
7.500 2.00 78.7 33.633 1
7.500 2.00 88.5 43.460 1
7.500 2.00 98.3 53.288 1
7.500 2.00 108.2 63.115 1
7.500 2.00 118.0 72.942 1
7.500 3.00 0.0 -44.164 0
7.500 3.00 9.8 -34.344 0
7.500 3.00 19.7 -24.524 0
7.500 3.00 29.5 -14.704 0
7.500 3.00 39.3 -4.884 0
7.500 3.00 49.2 4.936 0
7.500 3.00 59.0 14.756 1
7.500 3.00 68.8 24.575 1
7.500 3.00 78.7 34.395 1
7.500 3.00 88.5 44.215 1
7.500 3.00 98.3 54.035 1
7.500 3.00 108.2 63.855 1
7.500 3.00 118.0 73.675 1
7.500 4.00 0.0 -43.341 0
7.500 4.00 9.8 -33.532 0
7.500 4.00 19.7 -23.723 0
7.500 4.00 29.5 -13.913 0
7.500 4.00 39.3 -4.104 0
7.500 4.00 49.2 5.705 0
7.500 4.00 59.0 15.515 1
7.500 4.00 68.8 25.324 1
7.500 4.00 78.7 35.134 1
7.500 4.00 88.5 44.943 1
7.500 4.00 98.3 54.752 1
7.500 4.00 108.2 64.562 1
7.500 4.00 118.0 74.371 1
7.500 5.00 0.0 -42.519 0
7.500 5.00 9.8 -32.723 0
7.500 5.00 19.7 -22.927 0
7.500 5.00 29.5 -13.132 0
7.500 5.00 39.3 -3.336 0
7.500 5.00 49.2 6.460 0
7.500 5.00 59.0 16.256 0
7.500 5.00 68.8 26.052 1
7.500 5.00 78.7 35.848 1
7.500 5.00 88.5 45.644 1
7.500 5.00 98.3 55.440 1
7.500 5.00 108.2 65.236 1
7.500 5.00 118.0 75.032 1
8.000 -10.00 0.0 -59.454 0
8.000 -10.00 9.8 -49.770 0
8.000 -10.00 19.7 -40.086 0
