param truth est truth_n est_n
g 0.97065 0.95323 0.4130 -1.1957
g 0.96046 0.95361 0.2092 0.3435
g 0.90579 0.95339 -0.8841 -0.5418
g 0.98807 0.95355 0.7614 0.1099
g 0.94735 0.95330 -0.0529 -0.9396
g 0.96866 0.95330 0.3731 -0.9347
g 0.91211 0.95352 -0.7579 -0.0189
g 0.97458 0.95375 0.4915 0.9323
g 0.91469 0.95312 -0.7063 -1.6506
g 0.99584 0.95369 0.9168 0.6813
g 0.97106 0.95377 0.4213 0.9955
g 0.95306 0.95332 0.0613 -0.8520
g 0.96533 0.95375 0.3066 0.9218
g 0.92298 0.95336 -0.5404 -0.6604
g 0.94991 0.95374 -0.0019 0.8856
g 0.90861 0.95374 -0.8278 0.8703
g 0.92795 0.95350 -0.4409 -0.1049
g 0.92855 0.95344 -0.4290 -0.3377
g 0.91651 0.95331 -0.6697 -0.8971
g 0.94161 0.95370 -0.1678 0.7319
g 0.90632 0.95345 -0.8735 -0.3050
g 0.90258 0.95339 -0.9484 -0.5393
g 0.93327 0.95374 -0.3347 0.8732
g 0.99914 0.95359 0.9828 0.2642
g 0.97271 0.95346 0.4541 -0.2730
g 0.94277 0.95357 -0.1445 0.1610
g 0.91994 0.95341 -0.6012 -0.4817
g 0.91215 0.95352 -0.7569 -0.0131
lam_c 2.44402 2.61874 -0.1670 0.6933
lam_c 3.07568 2.62232 0.3068 1.0094
lam_c 3.53632 2.60658 0.6522 -0.3816
lam_c 2.56656 2.60677 -0.0751 -0.3648
lam_c 3.60495 2.61626 0.7037 0.4741
lam_c 3.49679 2.60984 0.6226 -0.0938
lam_c 3.59902 2.59892 0.6993 -1.0582
lam_c 2.21846 2.62170 -0.3362 0.9542
lam_c 2.57865 2.60715 -0.0660 -0.3312
lam_c 1.76074 2.62803 -0.6794 1.5136
lam_c 2.89216 2.61668 0.1691 0.5109
lam_c 1.44632 2.60948 -0.9153 -0.1250
lam_c 2.58537 2.61853 -0.0610 0.6740
lam_c 1.76962 2.61673 -0.6728 0.5154
lam_c 2.60721 2.60126 -0.0446 -0.8511
lam_c 1.81674 2.59632 -0.6374 -1.2875
lam_c 1.33735 2.62793 -0.9970 1.5049
lam_c 2.45802 2.60516 -0.1565 -0.5070
lam_c 2.47537 2.59957 -0.1435 -1.0004
lam_c 2.77627 2.61010 0.0822 -0.0700
lam_c 1.66575 2.64489 -0.7507 3.0036
lam_c 2.66205 2.59167 -0.0035 -1.6988
lam_c 2.13246 2.63076 -0.4007 1.7548
lam_c 1.55036 2.62897 -0.8372 1.5966
lam_c 2.42722 2.61266 -0.1796 0.1559
lam_c 3.11163 2.61001 0.3337 -0.0785
lam_c 2.14087 2.61087 -0.3943 -0.0028
lam_c 3.23582 2.59967 0.4269 -0.9922
lam_c 3.43672 2.62012 0.5775 0.8147
lam_c 1.37071 2.60555 -0.9720 -0.4728
lam_c 1.90815 2.61777 -0.5689 0.6074
lam_c 2.08972 2.63688 -0.4327 2.2960
lam_c 2.91280 2.61030 0.1846 -0.0525
lam_c 2.63191 2.59051 -0.0261 -1.8016
lam_c 2.84818 2.62116 0.1361 0.9065
lam_c 1.53013 2.61081 -0.8524 -0.0072
lam_c 2.09896 2.62203 -0.4258 0.9833
lam_c 1.76213 2.60147 -0.6784 -0.8332
lam_c 3.32265 2.58826 0.4920 -2.0002
lam_c 3.15595 2.61124 0.3670 0.0299
lam_c 2.14637 2.59319 -0.3902 -1.5647
lam_c 3.66978 2.60193 0.7523 -0.7925
lam_c 1.69500 2.59901 -0.7287 -1.0506
lam_c 1.38086 2.60416 -0.9644 -0.5953
lam_c 2.32895 2.60864 -0.2533 -0.1997
lam_c 3.11587 2.59368 0.3369 -1.5213
lam_c 3.85646 2.59049 0.8923 -1.8026
lam_c 2.68972 2.62749 0.0173 1.4661
lam_c 1.69730 2.60142 -0.7270 -0.8370
lam_c 2.92632 2.61479 0.1947 0.3443
lam_c 1.37815 2.61562 -0.9664 0.4177
lam_c 3.51478 2.61652 0.6361 0.4969
lam_c 2.19314 2.59555 -0.3551 -1.3559
lam_c 1.60489 2.61609 -0.7963 0.4590
lam_c 1.73145 2.60884 -0.7014 -0.1821
lam_c 3.54302 2.61914 0.6573 0.7282
lam_c 3.75047 2.61347 0.8129 0.2271
lam_c 1.82546 2.61352 -0.6309 0.2321
lam_c 3.99489 2.59420 0.9962 -1.4748
lam_c 3.62747 2.63346 0.7206 1.9937
lam_c 2.21167 2.61691 -0.3412 0.5311
lam_c 1.46966 2.60118 -0.8978 -0.8582
lam_c 1.73663 2.61113 -0.6975 0.0209
lam_c 2.49713 2.62290 -0.1272 1.0606
lam_c 1.88137 2.60724 -0.5890 -0.3230
lam_c 1.81851 2.61569 -0.6361 0.4235
lam_c 2.06058 2.58914 -0.4546 -1.9226
lam_c 3.67370 2.62131 0.7553 0.9203
lam_c 1.43053 2.59977 -0.9271 -0.9831
lam_c 3.79322 2.60670 0.8449 -0.3704
lam_c 2.53136 2.60846 -0.1015 -0.2157
lam_c 3.30133 2.59345 0.4760 -1.5413
lam_c 2.69849 2.61319 0.0239 0.2023
lam_c 3.85439 2.60299 0.8908 -0.6986
lam_c 1.81678 2.62289 -0.6374 1.0595
lam_c 2.01412 2.62629 -0.4894 1.3599
lam_c 2.68846 2.62405 0.0163 1.1620
lam_c 2.68696 2.61936 0.0152 0.7480
lam_c 2.21607 2.60970 -0.3379 -0.1060
lam_c 2.14751 2.60724 -0.3894 -0.3230
lam_c 1.57104 2.62757 -0.8217 1.4727
lam_c 2.67252 2.61876 0.0044 0.6947
lam_c 3.54829 2.59946 0.6612 -1.0109
lam_c 3.64485 2.60834 0.7336 -0.2258
lam_c 2.43920 2.59210 -0.1706 -1.6603
lam_c 3.94551 2.59488 0.9591 -1.4148
lam_c 3.91193 2.60571 0.9339 -0.4583
lam_c 2.18536 2.60363 -0.3610 -0.6416
lam_c 1.64412 2.60340 -0.7669 -0.6620
lam_c 3.56197 2.60974 0.6715 -0.1025
lam_c 3.84194 2.61152 0.8815 0.0549
lam_c 3.06441 2.60898 0.2983 -0.1690
lam_c 3.90504 2.61231 0.9288 0.1246
lam_c 2.60677 2.61551 -0.0449 0.4080
lam_c 2.73016 2.60095 0.0476 -0.8785
lam_c 1.53091 2.62337 -0.8518 1.1022
lam_c 2.31995 2.61340 -0.2600 0.2215
lam_c 3.79897 2.61654 0.8492 0.4983
lam_c 1.60876 2.61587 -0.7934 0.4392
lam_c 1.69996 2.62318 -0.7250 1.0848
lam_r 4.73852 9.14101 -0.9338 -0.0589
lam_r 8.85081 9.19122 -0.0086 0.7439
lam_r 9.80852 9.19553 0.2069 0.8127
lam_r 9.17780 9.12362 0.0650 -0.3368
lam_r 12.25776 9.15468 0.7580 0.1597
lam_r 10.49430 9.11821 0.3612 -0.4234
lam_r 10.10618 9.09043 0.2739 -0.8676
lam_r 9.80187 9.24108 0.2054 1.5409
lam_r 8.94178 9.02635 0.0119 -1.8920
lam_r 5.10768 9.17462 -0.8508 0.4785
lam_r 5.30976 9.24523 -0.8053 1.6073
lam_r 10.16971 9.10139 0.2882 -0.6924
lam_r 6.32788 9.13055 -0.5762 -0.2260
lam_r 8.13680 9.09479 -0.1692 -0.7978
lam_r 10.19868 8.97001 0.2947 -2.7927
lam_r 9.77539 9.03373 0.1995 -1.7740
lam_r 6.61596 9.14380 -0.5114 -0.0143
lam_r 6.82049 9.18096 -0.4654 0.5798
lam_r 5.69404 9.17094 -0.7188 0.4196
lam_r 10.33338 9.22610 0.3250 1.3014
lam_r 10.84124 9.21449 0.4393 1.1159
lam_r 5.61721 9.16433 -0.7361 0.3140
lam_r 6.85100 9.22077 -0.4585 1.2163
lam_r 5.76633 9.17460 -0.7026 0.4781
lam_r 9.88575 9.12209 0.2243 -0.3613
lam_r 7.07656 9.17163 -0.4078 0.4307
lam_r 12.17625 9.14450 0.7397 -0.0031
lam_r 6.81097 9.18034 -0.4675 0.5698
lam_r 10.17205 9.19337 0.2887 0.7783
lam_r 10.09810 9.09947 0.2721 -0.7230
lam_r 12.81645 9.15589 0.8837 0.1790
lam_r 10.87034 9.17755 0.4458 0.5253
lam_r 12.73784 9.17930 0.8660 0.5532
lam_r 9.63818 9.07180 0.1686 -1.1654
lam_r 4.47512 9.21344 -0.9931 1.0991
lam_r 7.34581 9.12708 -0.3472 -0.2815
lam_r 11.02689 9.15888 0.4810 0.2269
lam_r 7.49067 9.13025 -0.3146 -0.2308
lam_r 10.29293 9.17458 0.3159 0.4778
lam_r 5.48945 9.16342 -0.7649 0.2994
lam_r 10.19222 9.05719 0.2932 -1.3989
lam_r 7.86803 9.19686 -0.2297 0.8339
lam_r 12.85407 9.10154 0.8922 -0.6899
lam_r 5.07851 9.04571 -0.8573 -1.5825
lam_r 7.64954 9.18786 -0.2789 0.6901
lam_r 11.26622 9.06802 0.5349 -1.2258
lam_r 7.93093 9.05338 -0.2155 -1.4598
lam_r 8.55528 9.17760 -0.0751 0.5261
lam_r 7.41676 9.14545 -0.3312 0.0122
lam_r 5.31141 9.11301 -0.8049 -0.5065
lam_r 7.29011 9.15885 -0.3597 0.2263
lam_r 12.23694 9.23114 0.7533 1.3821
lam_r 11.26499 9.08724 0.5346 -0.9185
lam_r 7.19773 9.18028 -0.3805 0.5690
lam_r 10.38653 9.10770 0.3370 -0.5915
lam_r 11.50224 9.20370 0.5880 0.9433
lam_r 11.52856 9.21995 0.5939 1.2032
lam_r 4.93587 9.16873 -0.8894 0.3843
lam_r 5.90308 9.18320 -0.6718 0.6157
lam_r 12.94434 9.18049 0.9125 0.5723
lam_r 6.93234 9.08222 -0.4402 -0.9987
lam_r 11.36499 9.16554 0.5571 0.3333
lam_r 10.04768 9.07682 0.2607 -1.0851
lam_r 12.19736 9.19348 0.7444 0.7800
lam_r 5.13935 9.16318 -0.8436 0.2956
lam_r 12.74643 9.19118 0.8679 0.7432
lam_r 12.23079 9.04828 0.7519 -1.5413
lam_r 6.56388 9.15143 -0.5231 0.1077
lam_r 10.76389 9.07880 0.4219 -1.0535
lam_r 4.49789 9.20293 -0.9880 0.9310
lam_r 12.13656 9.11827 0.7307 -0.4224
lam_r 8.12919 9.08324 -0.1709 -0.9825
lam_r 11.02659 9.08409 0.4810 -0.9689
lam_r 11.51157 9.09716 0.5901 -0.7600
lam_r 4.68084 9.19762 -0.9468 0.8462
lam_r 12.28531 9.14040 0.7642 -0.0687
lam_r 5.37764 9.20047 -0.7900 0.8917
lam_r 5.82133 9.23850 -0.6902 1.4997
lam_r 8.50092 9.11706 -0.0873 -0.4417
lam_r 6.69731 9.11815 -0.4931 -0.4243
lam_r 10.20469 9.23056 0.2961 1.3727
lam_r 6.13836 9.13184 -0.6189 -0.2055
lam_r 9.98213 9.15651 0.2460 0.1890
lam_r 11.21451 9.18961 0.5233 0.7180
lam_r 13.01002 8.81629 0.9273 -5.2503
lam_r 7.99443 9.13689 -0.2013 -0.1247
lam_r 6.98669 9.08982 -0.4280 -0.8773
lam_r 9.57883 9.13648 0.1552 -0.1314
lam_r 10.23402 9.16397 0.3027 0.3081
lam_r 12.64911 9.18431 0.8461 0.6333
lam_r 9.65061 9.15947 0.1714 0.2362
lam_r 8.34200 9.13384 -0.1231 -0.1736
lam_r 7.08995 9.21446 -0.4048 1.1155
lam_r 10.89074 9.19525 0.4504 0.8083
lam_r 10.11205 9.12261 0.2752 -0.3531
lam_r 5.08144 9.13745 -0.8567 -0.1159
lam_r 7.10480 9.17042 -0.4014 0.4114
lam_r 5.93028 9.12679 -0.6657 -0.2862
lam_r 8.84841 9.17179 -0.0091 0.4333
lam_r 7.83211 9.19216 -0.2378 0.7588
beta_c 0.85115 0.98479 -0.6824 -0.5560
beta_c 1.01305 0.98434 0.0598 -1.4729
beta_c 1.06950 0.98526 0.3186 0.3846
beta_c 0.93069 0.98513 -0.3178 0.1233
beta_c 1.14595 0.98437 0.6691 -1.4026
beta_c 0.82615 0.98511 -0.7970 0.0740
beta_c 0.80693 0.98553 -0.8851 0.9286
beta_c 1.09046 0.98449 0.4147 -1.1636
beta_c 1.02756 0.98506 0.1263 -0.0181
beta_c 1.10985 0.98434 0.5036 -1.4628
beta_c 1.18967 0.98451 0.8695 -1.1298
beta_c 1.00478 0.98511 0.0219 0.0822
beta_c 1.13831 0.98454 0.6341 -1.0744
beta_c 1.06452 0.98509 0.2958 0.0472
beta_c 1.00620 0.98575 0.0284 1.3788
beta_c 1.00143 0.98580 0.0066 1.4676
beta_c 1.21462 0.98438 0.9839 -1.3960
beta_c 0.93270 0.98512 -0.3085 0.1053
beta_c 0.96713 0.98524 -0.1507 0.3510
beta_c 0.98887 0.98481 -0.0510 -0.5337
beta_c 1.06099 0.98376 0.2796 -2.6334
beta_c 0.80846 0.98564 -0.8780 1.1464
beta_c 1.06618 0.98429 0.3034 -1.5689
beta_c 0.79860 0.98444 -0.9233 -1.2673
beta_c 0.94742 0.98543 -0.2410 0.7168
beta_c 0.97485 0.98556 -0.1153 0.9795
beta_c 1.02878 0.98488 0.1319 -0.3867
beta_c 1.03123 0.98569 0.1432 1.2477
beta_c 1.04518 0.98471 0.2071 -0.7176
beta_c 0.79256 0.98518 -0.9510 0.2236
beta_c 0.92520 0.98511 -0.3429 0.0748
beta_c 1.10388 0.98408 0.4762 -1.9899
beta_c 0.96388 0.98534 -0.1656 0.5458
beta_c 1.14236 0.98567 0.6526 1.2201
beta_c 1.01901 0.98458 0.0872 -0.9812
beta_c 1.03024 0.98502 0.1386 -0.0928
beta_c 1.07702 0.98456 0.3531 -1.0373
beta_c 1.21068 0.98503 0.9658 -0.0804
beta_c 0.78357 0.98613 -0.9922 2.1390
beta_c 0.83364 0.98524 -0.7626 0.3465
beta_c 0.82059 0.98584 -0.8225 1.5534
beta_c 0.87187 0.98548 -0.5874 0.8183
beta_c 0.79092 0.98548 -0.9585 0.8269
beta_c 1.21278 0.98507 0.9754 -0.0005
beta_c 0.84735 0.98494 -0.6998 -0.2716
beta_c 0.98876 0.98570 -0.0515 1.2806
beta_c 1.16660 0.98548 0.7637 0.8192
beta_c 0.98872 0.98475 -0.0517 -0.6427
beta_c 0.88958 0.98551 -0.5062 0.8974
beta_c 0.90930 0.98541 -0.4158 0.6793
beta_c 0.96593 0.98491 -0.1562 -0.3211
beta_c 0.91600 0.98465 -0.3851 -0.8458
beta_c 0.98722 0.98559 -0.0586 1.0527
beta_c 0.96212 0.98477 -0.1737 -0.6056
beta_c 0.81736 0.98537 -0.8373 0.5987
beta_c 1.16321 0.98418 0.7482 -1.8015
beta_c 1.20466 0.98476 0.9382 -0.6290
beta_c 1.02727 0.98510 0.1250 0.0568
beta_c 0.82306 0.98606 -0.8112 1.9988
beta_c 1.17837 0.98392 0.8177 -2.3116
beta_c 0.94011 0.98488 -0.2745 -0.3770
beta_c 0.94834 0.98530 -0.2368 0.4675
beta_c 0.89327 0.98544 -0.4893 0.7567
beta_c 1.18713 0.98478 0.8578 -0.5875
beta_c 1.08377 0.98500 0.3840 -0.1449
beta_c 0.91314 0.98521 -0.3982 0.2837
beta_c 0.94303 0.98606 -0.2612 1.9939
beta_c 0.96632 0.98475 -0.1544 -0.6534
beta_c 0.94789 0.98591 -0.2389 1.6933
beta_c 1.07519 0.98497 0.3447 -0.2006
beta_c 1.19610 0.98503 0.8990 -0.0876
beta_c 0.80063 0.98600 -0.9140 1.8793
beta_c 1.15179 0.98543 0.6958 0.7168
beta_c 1.15237 0.98555 0.6985 0.9633
beta_c 0.87744 0.98463 -0.5619 -0.8940
beta_c 1.20863 0.98471 0.9564 -0.7215
beta_c 1.16408 0.98456 0.7522 -1.0213
beta_c 1.09712 0.98474 0.4452 -0.6591
beta_c 0.82852 0.98513 -0.7861 0.1311
beta_c 0.97701 0.98508 -0.1054 0.0169
beta_c 1.11226 0.98470 0.5146 -0.7432
beta_c 1.02357 0.98493 0.1081 -0.2908
beta_c 0.80750 0.98571 -0.8825 1.2901
beta_c 1.11512 0.98522 0.5277 0.2998
beta_c 0.96089 0.98580 -0.1793 1.4688
beta_c 0.87805 0.98575 -0.5591 1.3808
beta_c 0.93351 0.98535 -0.3048 0.5558
beta_c 0.82708 0.98540 -0.7927 0.6569
beta_c 0.93942 0.98530 -0.2777 0.4557
beta_c 0.78864 0.98536 -0.9689 0.5951
beta_c 1.21745 0.98452 0.9969 -1.1062
beta_c 0.84151 0.98520 -0.7266 0.2553
beta_c 0.92976 0.98518 -0.3220 0.2147
beta_c 0.91314 0.98509 -0.3982 0.0502
beta_c 0.98235 0.98511 -0.0809 0.0746
beta_c 0.92979 0.98472 -0.3219 -0.6999
beta_c 1.16898 0.98486 0.7747 -0.4293
beta_c 0.86353 0.98461 -0.6256 -0.9348
beta_c 1.21687 0.98457 0.9942 -1.0124
beta_c 0.95312 0.98437 -0.2149 -1.4066
beta_r 1.14483 1.00711 0.9656 1.0497
beta_r 0.95042 0.99788 -0.3306 -0.7739
beta_r 0.87417 0.99432 -0.8389 -1.4766
beta_r 1.10003 1.00775 0.6669 1.1760
beta_r 0.89753 0.99322 -0.6831 -1.6948
beta_r 1.07284 1.00630 0.4856 0.8898
beta_r 1.11414 1.00887 0.7609 1.3977
beta_r 0.91525 0.99293 -0.5650 -1.7509
beta_r 0.94524 1.00059 -0.3651 -0.2390
beta_r 1.01924 1.00166 0.1283 -0.0274
beta_r 1.11072 1.00283 0.7382 0.2047
beta_r 1.10657 1.00637 0.7105 0.9025
beta_r 0.99594 1.00135 -0.0271 -0.0874
beta_r 1.01998 1.00449 0.1332 0.5324
beta_r 1.09101 1.00655 0.6067 0.9391
beta_r 0.89651 0.99899 -0.6899 -0.5535
beta_r 1.12951 1.00640 0.8634 0.9096
beta_r 1.10913 1.00570 0.7276 0.7705
beta_r 0.92014 0.99768 -0.5324 -0.8123
beta_r 1.03868 1.00123 0.2579 -0.1118
beta_r 1.06969 1.00258 0.4646 0.1547
beta_r 1.04431 1.00520 0.2954 0.6719
beta_r 0.87166 0.99150 -0.8556 -2.0331
beta_r 0.86855 0.99143 -0.8763 -2.0471
beta_r 0.91690 0.99935 -0.5540 -0.4840
beta_r 0.88141 0.99632 -0.7906 -1.0822
beta_r 0.99542 1.00019 -0.0306 -0.3180
beta_r 1.07121 1.00638 0.4747 0.9061
beta_r 1.02283 1.00116 0.1522 -0.1252
beta_r 1.12178 1.00852 0.8119 1.3280
beta_r 0.99712 1.00331 -0.0192 0.2986
beta_r 0.98478 0.99944 -0.1015 -0.4649
beta_r 0.88822 0.99612 -0.7452 -1.1202
beta_r 1.13609 1.00910 0.9073 1.4435
beta_r 1.05175 1.00336 0.3450 0.3079
beta_r 1.14411 1.00875 0.9608 1.3740
beta_r 1.13041 1.00654 0.8694 0.9366
beta_r 0.87555 0.99562 -0.8297 -1.2205
beta_r 1.03103 1.00607 0.2068 0.8444
beta_r 0.99618 1.00094 -0.0255 -0.1691
beta_r 1.07629 1.00740 0.5086 1.1060
beta_r 0.86339 0.99299 -0.9107 -1.7397
beta_r 1.04777 1.00614 0.3185 0.8586
beta_r 1.03323 1.00492 0.2215 0.6171
beta_r 0.96199 0.99791 -0.2534 -0.7684
beta_r 0.88769 0.99624 -0.7487 -1.0966
beta_r 1.05576 1.00540 0.3718 0.7122
beta_r 0.86439 0.98957 -0.9041 -2.4152
beta_r 0.95127 1.00203 -0.3249 0.0454
beta_r 0.85824 0.99155 -0.9451 -2.0234
beta_r 0.94219 0.99881 -0.3854 -0.5890
beta_r 0.92481 0.99245 -0.5013 -1.8465
beta_r 1.03575 1.00543 0.2383 0.7173
beta_r 1.05519 1.00419 0.3679 0.4730
beta_r 1.06239 1.00824 0.4160 1.2721
beta_r 0.97316 0.99590 -0.1790 -1.1649
beta_r 1.07628 1.00198 0.5085 0.0362
beta_r 1.04814 1.00528 0.3209 0.6881
beta_r 1.01030 1.00220 0.0687 0.0799
beta_r 1.08372 1.00335 0.5581 0.3071
beta_r 1.14150 1.00889 0.9433 1.4003
beta_r 0.99418 1.00234 -0.0388 0.1072
beta_r 1.13851 1.01086 0.9234 1.7905
beta_r 1.03702 1.00327 0.2468 0.2905
beta_r 0.96607 1.00017 -0.2262 -0.3215
beta_r 0.99298 0.99955 -0.0468 -0.4428
beta_r 1.04658 1.00735 0.3105 1.0964
beta_r 0.94459 0.99851 -0.3694 -0.6499
beta_r 1.12689 1.00989 0.8460 1.5985
beta_r 0.96575 0.99731 -0.2283 -0.8858
beta_r 1.03747 1.00383 0.2498 0.4011
beta_r 1.10786 1.00873 0.7191 1.3703
beta_r 1.09887 1.00787 0.6591 1.1999
beta_r 1.05202 1.00554 0.3468 0.7400
beta_r 1.06422 1.00211 0.4281 0.0627
beta_r 1.07708 1.00644 0.5139 0.9170
beta_r 1.02610 1.00044 0.1740 -0.2682
beta_r 0.97979 0.99635 -0.1347 -1.0763
beta_r 1.11955 1.00635 0.7970 0.8991
beta_r 0.89813 0.99644 -0.6791 -1.0584
beta_r 0.88860 0.99183 -0.7427 -1.9677
beta_r 0.94379 0.99927 -0.3748 -0.4997
beta_r 0.92042 0.99759 -0.5306 -0.8315
beta_r 1.14210 1.00704 0.9473 1.0354
beta_r 1.00918 1.00346 0.0612 0.3290
beta_r 1.11538 1.00561 0.7692 0.7537
beta_r 1.01573 1.00211 0.1049 0.0626
beta_r 0.91515 0.99836 -0.5657 -0.6791
beta_r 1.11250 1.00663 0.7500 0.9546
beta_r 1.11458 1.00474 0.7639 0.5811
beta_r 0.88713 0.99465 -0.7525 -1.4107
beta_r 1.07995 1.00444 0.5330 0.5223
beta_r 1.02060 1.00319 0.1373 0.2757
beta_r 0.90381 0.99713 -0.6413 -0.9225
beta_r 0.95121 0.99888 -0.3253 -0.5758
beta_r 1.07022 1.00728 0.4681 1.0825
beta_r 0.90609 0.99414 -0.6260 -1.5117
beta_r 1.03218 1.00438 0.2145 0.5103
beta_r 1.00992 1.00096 0.0661 -0.1647
beta_r 1.00921 0.99962 0.0614 -0.4294
